Day,Language,Number_of_Foods,SaltUse,Energy (kcal),Protein (gm),Carbs (gm),Sugar (gm),Fiber (gm),Fat (gm),Cholesterol,Calcium (mg),Caffeine (mg),Alcohol (gm),Food_Comparison,Water (gm)
6,1,13,2,1282,47.21,176.63,80.85,11.7,46.68,82,735,2,0,2,0
3,1,16,2,3415,103.18,463,342.38,8.5,129.88,617,2163,10,0,2,1260
1,1,19,2,2395,60.24,290.73,164.52,10,113.64,327,807,242,0,3,0
3,1,16,2,1659,56.6,201.96,80.72,9.6,71.1,493,623,33,0,2,1107
4,1,13,2,2071,70.51,209.39,70.68,12.2,105.7,207,712,72,0,2,1920
2,1,16,2,1289,72.39,179.6,86.95,12.2,33.27,193,1069,78,0,2,810
6,1,10,2,1188,48.49,156.43,47.89,11.4,41.91,95,892,2,0,2,0
3,1,8,2,1730,71.17,227.77,67.27,17.9,61.2,133,963,0,0,2,0
4,1,9,2,516,16.12,73.76,25.65,6.2,18.62,26,255,0,0,2,75
6,1,11,1,3013,101.38,294.95,109.16,11,127.27,273,1184,92,42.1,2,360
6,1,22,2,2050,84.64,110.21,61.13,12.3,117.56,446,708,107,32.7,2,1521
2,1,16,2,1739,54.94,248.71,101.8,11.9,60.96,143,828,24,0,2,720
5,1,6,2,1324,98.18,81.02,31.37,2.5,65.72,281,118,46,0,3,0
5,1,7,2,2034,133.31,195.98,62.69,47.7,81.7,403,606,33,0,2,720
4,1,11,2,371,8.2,68.41,50.32,0.8,8.16,27,305,261,0,2,717
6,2,18,2,1700,64.86,231.08,113.92,9.1,57.89,209,1542,80,0,2,255
5,1,9,2,2016,90.2,253.8,96.41,16.3,72.55,204,1637,0,0,2,1080
2,1,11,2,1690,55.11,276.63,61.68,20.8,43.04,154,571,3,0,3,900
1,1,18,2,1389,68.69,195.51,79.96,9.6,36.66,335,522,0,0,2,0
2,1,11,2,1617,71.98,169.99,70.82,3.5,70.37,447,487,168,0,3,1200
4,1,9,1,1840,75.05,177.51,70.2,9.7,91.38,231,515,22,0,2,0
3,1,21,1,2624,145.96,282.13,105.69,36.8,105.41,447,1257,131,0,2,720
3,1,15,2,2461,236.96,54.05,39.03,5.4,139.04,1900,832,0,0,2,360
5,1,12,2,1380,44.55,205.28,117.85,6.6,42.31,112,1325,5,0,2,0
6,1,22,1,2565,114.18,220.25,40.1,20.7,136.16,423,1131,2,0,3,480
4,1,12,2,1586,62.76,225.3,57.93,21,52.7,165,311,8,0,2,1680
1,1,12,2,1263,50.81,203.65,87.07,26,36.92,101,848,88,0,2,1014
1,1,15,2,2819,116.04,318.3,133.57,22.6,122.99,338,1827,0,0,2,0
1,1,12,2,1547,56.19,193.25,134.76,13.9,66.7,262,244,186,0,2,480
7,1,11,2,784,20.95,145.86,53.06,15.2,18.35,18,853,0,0,3,240
6,1,14,2,1223,46.5,161.47,72.54,10,46.46,82,743,2,0,2,120
6,1,17,1,1899,90.03,174.55,29.77,13.8,93.76,242,835,163,0,2,360
5,1,8,2,454,11.41,86.82,42.33,4.3,7.53,17,162,0,0,3,240
2,1,17,2,3752,129.93,530.49,213.59,34.3,125.53,265,961,0,0,2,1740
4,1,13,2,1370,36.03,241.87,131.91,13.7,34.79,57,399,3,0,2,0
4,1,15,2,2576,32.88,434.59,284.32,19.9,81.79,95,991,411,0,2,480
2,1,16,2,2082,56.42,247,87.4,23.2,101.13,118,444,7,0,2,3480
1,1,20,2,1448,48.98,159.86,65.58,20.4,71.32,295,567,120,0,2,480
1,1,12,2,1182,51.36,110.31,12.52,8.9,59.54,338,475,0,0,3,720
2,1,18,2,1474,33.99,260.66,167.55,15.4,35.4,30,651,2,0,2,720
4,1,25,1,5258,272.13,413.91,168.38,47.2,245.35,1541,3158,19,46.8,1,1200
4,1,16,2,1886,53.17,232.34,142.49,11.2,85.05,164,1247,7,0,2,360
4,1,12,2,1775,57.13,218.02,98.38,11.8,75.02,198,1074,6,0,2,1200
3,1,15,2,1786,62.04,254.47,93.46,12.9,59.29,127,1057,313,0,2,900
6,1,21,1,4518,194.71,484.97,215.72,23.4,204.66,1613,1322,138,0,1,240
1,1,11,2,1407,63.8,130.36,51.06,10.1,70.97,378,1003,11,0,2,2700
1,1,16,2,1622,53.46,214.81,116.81,15.7,61.06,157,605,187,0,1,360
7,1,14,2,1978,62.38,225.76,131.52,14.6,93.2,199,360,729,0,2,0
3,1,13,2,2051,88.59,260.1,97.68,11.3,73.23,259,1448,0,0,2,345
4,1,25,1,5640,227.79,567.59,306.1,20.9,276.03,711,2388,486,0,3,2028
4,1,15,2,2316,127.69,271.95,150.11,14.1,84.1,495,1617,47,0,2,0
4,1,16,2,4430,174.62,548.99,257.57,29.4,175.66,454,2318,158,0,2,1800
4,1,12,2,2157,59.34,341.54,148.61,18.5,64.18,139,1300,0,0,1,105
4,1,9,2,1543,45.07,166.98,80.68,10.2,80.93,318,310,38,0,3,0
3,1,12,2,2099,50.73,284.4,75.23,20.5,85.74,72,591,25,0,3,987
4,1,20,2,2855,79.46,346.2,214.84,22.8,107.34,111,1494,199,37.4,2,0
5,1,19,2,1719,71.82,157.82,86.68,13.9,91.82,279,1090,0,0,2,420
4,1,11,2,1546,42.94,216.96,120.45,7.2,58.05,268,728,86,0,2,0
5,1,4,2,1685,87.76,144.08,63.21,6.6,85.54,340,1514,0,0,2,2610
5,1,17,2,2205,65.25,331.05,66.96,31,71,455,614,285,0,2,1485
1,1,9,2,789,22.92,112.78,32.46,11.2,29.83,30,492,96,0,2,0
7,2,8,1,1836,60.29,227.51,61.07,20.2,76.68,154,818,111,0,2,195
6,1,8,2,1469,70.71,164.06,44.52,8.7,58.39,254,810,0,0,3,390
7,1,16,2,2378,113.47,195.9,77.21,24.9,129.75,627,569,24,0,2,960
4,1,29,1,5003,167.37,755.87,459.94,33.9,160.14,442,3311,183,0,2,420
6,1,32,2,2657,89.21,128.25,62.48,23.3,195.15,700,870,74,12.7,2,1080
1,1,13,2,1032,20.57,145.32,93.01,9.9,43.68,48,368,126,0,2,240
5,1,7,2,1108,36.12,98.26,35.69,3.7,63.59,158,579,360,0,3,720
4,1,13,2,1354,56.8,139.76,32,18.2,64.18,120,432,192,0,2,300
3,1,6,2,1074,49.59,134.16,93.96,3.1,39.03,125,832,157,0,2,0
3,1,12,2,759,36.37,105.55,73.16,7.9,22.02,49,820,0,0,2,270
4,1,13,2,1484,63.49,130.22,34.23,7.4,78.53,163,1120,2,0,3,1014
2,1,8,2,637,18.23,78.06,23.66,5.1,28.01,36,344,63,0,3,747
3,1,6,2,622,8.19,135.1,83.26,3.4,5.26,13,312,0,0,3,0
3,2,12,2,1513,67.28,191.32,57.86,20.6,56.54,163,1147,0,0,3,480
3,1,19,1,7485,215.83,944.15,468.07,42.3,319.39,956,3801,119,0,2,0
2,1,13,2,2477,106.29,216.46,53.35,12.7,131.2,359,1128,1,0,2,960
3,1,22,2,1642,77.54,203,111.24,18,59.07,229,1312,1,0,2,0
5,1,5,2,1561,130.98,83.04,29.94,1.9,75.67,393,133,132,0,3,0
2,1,17,2,2592,90.87,317.37,198.21,11,109.2,435,1459,95,0,2,240
2,2,15,1,1840,92.39,199.89,54.11,29.2,66.58,862,922,95,14,2,5760
4,1,13,2,2798,74.49,349.87,184.12,9.8,123.87,322,1128,5,0,2,1230
1,1,10,2,1198,48.43,160.23,22.03,11.6,41.19,88,540,0,0,3,720
5,1,12,2,1435,48.95,203.09,89.52,12.8,49.92,139,1000,0,0,2,960
4,1,18,1,1920,98.33,152.24,34.93,20.7,95.7,236,488,111,25.4,2,480
4,1,17,2,1206,61.71,110.7,56.67,4.7,57.41,317,341,0,0,2,210
3,1,16,2,1835,56.74,215.97,119.74,11.2,84.96,280,1191,366,0,2,960
7,2,10,1,4510,185.02,521.35,187.83,52.4,153.18,395,1598,26,56.2,3,253.5
7,1,16,1,1933,64.89,225.44,101.65,26.4,88.18,173,661,52,0,2,1347
3,1,20,1,1668,93.14,135.04,56.94,15.6,74.58,390,597,208,18.6,2,0
4,1,13,1,1119,46.39,104.17,40.77,7.3,57.91,464,236,23,0,2,960
1,1,14,2,1829,72.75,200.97,54.39,11.9,81.22,642,1036,1,0,2,1320
2,1,5,2,1176,40.28,149.33,58.99,7.6,46.77,128,719,0,0,2,1521
6,1,3,2,303,6.99,33.15,33.15,0,15.99,0,249,0,0,2,0
4,1,17,2,895,52.87,73.89,33.99,5.9,44.43,332,368,238,0,2,2400
4,1,12,2,1479,56.11,155.96,77.13,11.2,69.37,510,662,193,0,2,960
1,1,19,2,2337,110.73,191.23,34.38,32.9,123.35,413,1169,0,0,2,1440
1,1,12,2,2208,50.36,303.64,187.79,7.7,89.88,275,880,9,0,2,0
6,1,10,2,1891,65.38,228.32,120.43,9.9,68.59,309,486,56,14,2,2400
5,1,7,2,2473,60.49,410.1,286.37,9.7,69.87,120,1100,224,0,2,0
2,2,10,1,2540,112.03,283.91,179.02,11.1,109.77,517,1109,46,0,3,480
4,1,16,2,3100,130.74,235.41,61.75,19.4,170.94,760,735,14,22.3,2,960
2,1,8,2,1652,61.68,210.47,54.67,17.8,65.55,125,820,0,0,2,1521
1,1,13,1,2582,97.69,336.96,160.09,20.9,98.19,917,1382,33,0,2,1014
1,2,9,2,909,19.17,101.25,101.25,0,47.97,0,810,0,0,2,0
2,1,10,2,3864,118.39,618.35,373.34,3.6,109.49,434,880,4,0,2,720
3,1,10,2,1360,71.22,166.89,82.92,11.1,47.02,119,606,22,0,2,1200
7,1,12,2,1114,34.24,124.05,71.56,4.7,54.65,129,778,3,0,3,3042
3,1,14,2,1338,42.3,211.88,98.05,15.2,38.94,55,362,60,0,2,507.23
4,1,19,1,2100,110.16,230.15,58.41,9,70.42,240,842,564,13.1,3,765
2,1,7,2,1084,33.09,128.97,27.55,5.8,50.78,62,465,0,0,2,525
1,1,11,2,1318,73.16,164.47,36.05,13.7,45.75,119,1163,0,0,2,2100
5,1,10,2,2418,111.18,213.21,106.15,8.8,126.17,710,547,0,0,3,960
6,1,10,2,1701,51.63,213.34,70.96,17,73.04,318,1258,0,0,2,0
4,1,17,2,1061,37.7,152.55,92.44,13.5,34.3,65,796,2,0,3,898.5
4,1,10,1,932,62.14,39.34,7.35,20.2,62.47,293,280,411,0,2,3480
6,1,10,2,596,37.66,54.97,2.84,4.2,24.72,135,438,144,0,2,120
2,1,15,2,900,64.23,99.61,20,8.2,26.41,184,871,196,0,2,1800
4,1,24,1,2683,61.83,423.32,259.5,21.8,89.71,135,1246,1,0,2,660
6,1,14,1,1566,39.25,78.62,31.12,5.3,40.65,281,448,72,105.1,2,180
2,1,9,2,1754,42.11,297.51,123.75,21.9,46.05,100,378,0,0,2,960
2,1,18,1,3179,194.03,244.23,150.16,36.1,169.5,402,1315,0,0,2,3600
3,1,17,2,1051,44.61,153.69,80.35,7.8,29.38,94,868,0,0,2,1200
7,1,16,2,1248,26.71,162.67,95.54,9.1,40.71,66,352,0,20.4,2,1440
5,1,11,2,1028,58.93,120.92,24.26,7.5,33.54,175,245,12,0,2,555
7,1,11,2,1326,53.9,171.83,59.53,21.1,50.19,344,537,12,0,2,960
3,1,10,2,876,29.13,102.08,34.97,10.4,40.62,88,782,0,0,2,2400
4,1,3,2,398,6.67,57.71,14.38,2.6,17.04,0,37,0,0,2,0
2,1,20,2,1617,56.89,205.23,98.51,11.1,63.24,315,706,90,0,1,555
3,1,22,2,2981,107.01,292.77,122.11,19.1,158.89,354,1040,500,0,1,1620
2,1,8,1,996,64.84,155.13,11.81,23,15.62,141,343,0,0,3,4725
1,1,23,1,2314,71.45,76.08,25.64,8.9,177.47,681,860,172,19.1,2,1200
1,1,29,2,2293,120.75,244.31,143.06,15,95.74,896,882,292,0,2,1530
5,2,14,1,1676,58.39,239.46,122.53,10.3,56.26,131,1418,16,0,2,555
3,1,30,2,1873,58.66,254.25,81.36,40.3,77.63,217,579,312,0,2,525
4,1,12,2,2370,53.86,362.77,159.37,12.9,80.24,181,987,154,0,2,210
3,1,9,1,607,28.62,84.05,38.78,5.2,18.49,63,182,0,0,2,720
5,1,10,2,1544,70,190.64,88.12,11.7,57.49,173,587,3,0,2,0
2,1,17,2,1798,72.55,196.99,68.28,16.7,85.69,225,877,144,0,2,1395
5,1,3,2,880,0.12,219.64,147.09,0,0.44,0,11,0,0,2,0
1,1,19,2,4166,136.18,358.6,132.53,19.9,182.57,432,842,0,84.2,2,480
4,1,9,2,2693,86.67,321.62,148.6,15.4,120.58,203,780,169,0,3,0
6,1,21,2,2630,89.09,463.02,216.97,35.1,60.15,60,1553,29,0,2,1080
3,1,17,2,2087,77.02,262.52,158.61,12.3,82.76,273,1314,10,0,1,720
6,1,20,2,1923,59.02,268.55,131.61,24.3,74.38,122,1321,0,0,2,360
3,1,13,2,2151,99.72,219.55,75.53,22,99.57,241,979,0,0,1,720
3,2,20,2,972,58.23,104.81,58.49,7.1,35.54,145,833,132,0,2,720
5,1,20,2,1269,57.56,174,87.35,22.8,43.85,156,1044,102,0,2,1515
5,1,24,2,3715,123.94,267.24,117.86,11.8,189.66,476,772,162,65.4,2,1500
2,1,17,2,2136,81.13,177.58,86.57,12.6,122.99,589,1098,66,0,2,2310
1,1,21,2,3120,99.29,279.03,106.38,22.3,166.91,282,1866,241,14.9,1,960
3,1,1,2,100,2.09,10.48,10.48,0,5.53,3,92,0,0,2,0
4,1,9,2,1514,53.52,191.61,81.14,12.4,60.74,117,717,2,0,2,0
3,1,10,2,1104,36.15,129.39,36.1,7.6,50.17,80,576,1,0,2,1039.99
5,1,10,2,625,12.97,85.11,61.35,4.8,26.24,13,583,0,0,2,0
7,1,23,2,2227,107.83,193.55,78.33,10,113.95,271,2099,0,0,2,0
3,1,21,2,1397,78.61,145.02,91.9,15.8,60.23,388,275,0,0,2,300
4,1,18,2,2971,83.37,316.13,99.36,42.5,168.62,62,1889,192,0,2,960
4,1,17,2,1288,65.45,160.78,60.14,25.8,44.05,279,832,407,0,2,1440
3,1,7,2,2600,106.53,316.95,117.58,11.5,103.09,334,1663,0,0,3,0
4,1,16,2,1862,51.27,246.68,146.2,12.3,77.38,194,877,9,0,2,507
3,1,16,2,1569,32.67,260.13,132.44,6.1,45.24,99,723,0,0,2,480
1,2,18,2,1287,81.54,163.06,65.4,18.8,35.14,204,800,204,0,2,1014
1,1,6,2,552,22.93,81.22,45.44,4.1,16.1,50,721,0,0,2,0
6,1,27,2,2962,118.14,356.47,173.9,27.7,123.53,381,1658,0,0,2,2040
3,2,21,2,2338,73.34,349.36,151.8,20.6,72.53,226,1145,206,0,1,435
2,1,11,2,1405,73.8,194.83,80.45,11.6,34.94,204,937,6,0,2,600
6,1,11,2,712,17.39,101.93,73.23,4.8,26.71,197,408,0,0,2,165
4,1,19,2,1689,49.28,248.64,137.33,30.6,58.34,115,816,194,0,1,600
2,1,13,2,1421,30.69,206.12,109.71,9.6,53.17,43,407,240,0,2,507
1,1,7,2,1743,49.61,248.73,53.37,7.8,61.24,147,335,123,0,2,840
4,1,14,1,768,24.16,109.84,44.52,8,26.32,47,633,94,0,2,690
1,2,12,2,1159,27.95,169.09,71.75,15.1,44.31,47,885,9,0,2,1440
2,1,14,2,1682,36.3,231.04,128.41,12.3,71.83,152,1475,3,0,1,0
3,1,19,2,1454,71.99,195.72,92.2,10.6,44.35,325,1006,3,0,2,900
4,1,15,2,1762,31.68,285.07,165.4,12.2,59.12,255,461,38,0,2,795
3,1,23,2,2110,86.1,314.72,119.05,22.1,61.55,431,1493,0,0,2,657.23
5,1,16,2,2683,75.35,304.07,117.01,9.8,101.32,687,974,17,37.4,2,480
5,1,19,2,2421,46.93,439.78,312.86,15.4,48.37,145,695,384,11.2,3,0
5,1,12,2,1723,100.31,175.17,85.7,9.5,68.47,284,714,76,0,3,0
5,1,10,2,1303,25.15,194.85,129.7,4.1,47.98,81,472,33,0,3,1245
5,1,13,2,1477,45.91,204.41,108.77,8.2,54.31,108,918,49,0,2,0
1,1,16,2,3000,72.94,445.78,256.32,29.7,111.34,246,1102,2,0,2,360
1,1,14,2,1766,101.67,162.28,32.19,14.8,79.1,247,1982,461,0,2,3840
4,1,9,2,1631,75.67,173.59,88.02,7.9,70.51,205,1094,0,0,2,60
2,1,14,2,3340,76.72,497.76,283.4,21.8,122.56,274,1223,18,0,2,975
5,1,12,2,1445,44.88,150.2,34.19,11.8,78.03,159,362,0,0,2,2130
3,1,11,2,1779,67.02,220.34,67.14,6.5,33.37,252,1041,139,44.6,2,1800
5,1,9,2,874,49.56,88.67,31.94,7.3,36.68,154,435,288,0,2,0
2,1,18,2,1701,71.22,158.72,70.15,13.1,86.54,661,712,96,0,2,120
7,1,6,2,847,22.73,122.25,49.6,8.2,29.63,58,354,0,0,1,720
1,1,9,2,1802,70.76,234.9,115.62,13,66.89,171,1395,257,0,2,0
7,1,45,2,3087,84.27,360.88,119.85,55.5,152.58,148,678,162,0,2,900
5,1,20,1,1738,99.61,198.79,77.18,25.7,63.84,385,1010,192,0,2,720
4,1,19,2,1834,57.18,254.53,147.32,15.1,66.67,399,886,0,0,2,507
3,1,15,2,2205,165.27,199.37,122.21,13.9,81.78,1014,863,69,0,2,600
3,2,23,2,2427,115.68,378.02,133.33,49.7,55.43,223,1212,36,0,2,1920
5,1,5,2,880,35.22,85.27,14.93,9.9,44.94,270,405,0,0,2,0
6,1,17,2,2377,81.13,345.17,171.44,23.7,76.02,190,2342,5,0,3,1920
4,1,12,1,2356,57.95,327.42,208.2,9.4,91.77,106,1287,90,0,3,480
4,1,9,2,1923,86.98,219.17,81.72,10,76.14,277,1434,164,0,3,0
2,1,14,1,898,28.09,136.81,83.51,10.7,28.49,107,326,3,0,2,1879.99
4,1,28,2,1781,67.89,168.88,57.89,10.7,93.09,407,585,306,0,2,1110
2,2,10,2,1300,26.74,218.55,125.4,15.9,40.3,43,388,25,0,2,1521
2,1,9,1,621,14.64,89.21,56.59,5.2,23.45,5,333,0,0,2,120
3,1,8,2,247,8.11,19.19,2.05,1.7,15.33,29,203,0,0,3,720
5,1,15,2,2250,118.74,186.93,79.83,12.8,115.31,418,536,225,0,2,660
2,1,12,2,970,33.16,141.42,69.79,5.5,29.38,283,816,69,0,3,1440
3,1,15,2,1328,44.5,214.69,127.4,16.4,36.25,78,715,2,0,2,780
2,1,8,2,3194,125.78,335.51,151.62,15.8,149.07,351,2040,183,0,2,0
4,1,11,2,1765,39.42,282.66,158.7,9.2,53.12,70,707,33,0,2,1440
6,1,27,2,2058,67.51,221.02,85,14.5,102.63,468,999,204,0,2,1260
6,1,15,2,1723,115.55,208.81,92.74,9.1,49.32,250,576,0,0,3,240
1,1,7,2,490,13.2,49.57,32.22,0,26.57,8,504,0,0,2,0
5,1,9,2,1190,48.01,121.42,13.31,15.1,57.75,110,547,0,0,3,1260
2,1,17,2,1987,47.35,149.8,96.04,12,97.21,169,825,155,52.5,2,960
7,1,22,2,4439,99.92,522.42,302.03,20.7,223.9,365,839,270,0,3,1014
6,1,29,2,1498,39.98,174.36,66.17,26,77.73,15,626,0,0,3,1620
3,1,10,2,882,16.68,118.31,107.36,5.5,39.03,0,636,0,0,2,0
1,1,11,2,1988,70.2,210.81,97.78,9.7,98.32,270,187,0,0,2,0
3,1,13,2,2309,55.63,319.03,169.87,12.8,90.49,100,1091,22,0,3,315
1,1,12,2,944,36.51,160.17,45.35,15.5,19.7,43,585,0,0,2,0
5,2,13,2,3012,149.75,322.89,128.85,27.2,126.57,410,1176,178,0,2,1521
2,1,11,2,942,45.06,83.07,30.44,3.4,47.56,191,689,1,0,2,120
3,2,13,2,1367,52.22,232.68,109.32,7.9,23.13,129,251,48,0,3,0
1,1,15,2,3318,94.71,399.95,186.83,19.8,159.23,208,1806,194,0,2,0
3,1,12,1,2394,69.97,327.2,155.78,28,94.12,658,840,410,0,3,1014
5,1,15,2,1620,92.86,182.36,31.77,15.2,57.74,395,1393,0,0,2,720
2,1,24,2,2430,107.19,208.5,104.28,27.2,136.56,416,864,323,0,2,1920
1,1,13,2,2025,87.36,252.49,83.72,7.3,36.3,270,432,192,46.8,2,1521
4,1,13,2,1200,37.52,117.83,34.24,4.9,39.46,314,602,210,31.8,2,240
6,1,14,1,1844,77.88,235.86,139.01,16,72.59,754,623,0,0,1,867
1,1,15,2,2122,65.67,269.71,114.86,17.4,88.88,120,1290,398,0,2,0
4,1,20,2,4383,194.51,344.51,205.72,22.9,248.4,635,1299,70,0,2,0
4,1,14,2,3157,117.44,346.67,158.79,37.8,128.86,270,2338,138,27.9,2,240
3,1,20,1,1759,62.92,178.14,57.98,10.8,81.9,287,828,235,11.5,2,540
6,1,9,2,850,22.65,129.64,27.21,6.5,27.72,35,266,0,0,2,240
3,1,12,1,1891,43.52,284.78,152.54,10.6,67.2,97,652,179,0,2,1440
7,1,12,1,3982,133.34,504.86,177.69,23.2,161.59,358,1639,122,0,2,507
3,1,12,2,1385,50.65,147.38,28.32,9.1,67.48,156,955,0,0,2,1200
2,1,19,2,1385,47.15,194.9,82.3,15,46.42,93,746,1,0,1,1050
1,1,10,1,3209,50.5,480.82,304.43,10.3,124.44,457,687,0,0,2,0
1,1,13,2,1949,50.09,284.89,142.59,10.2,70.85,107,267,2,0,2,975
7,1,7,2,1088,61.21,115.98,23.08,4.4,41.28,558,289,0,0,2,240
1,1,17,2,3118,162.18,342.29,103.25,17.7,124.9,1031,545,396,0,3,360
1,1,12,2,864,23.8,164.37,48.59,11.8,13.76,23,548,0,0,2,2915.25
2,1,11,1,2208,69.96,319.11,190.48,6.2,75.9,592,968,276,0,2,0
1,1,16,2,2503,62.1,218.72,31.59,13.2,45.85,476,623,144,140.4,2,2535
4,1,22,2,1762,45.39,205.88,105.65,10.9,66.35,133,883,380,25.4,2,420
2,1,18,2,1979,62.85,220.93,96.65,13.3,72.7,211,919,24,31.8,2,720
3,1,14,2,1875,58.36,222.35,84.97,12.2,84.27,147,537,26,0,2,0
7,1,12,2,1183,60.29,123.2,58.59,3.8,47.65,219,143,0,1.5,2,360
5,1,8,2,1146,41.73,141.17,66.77,8,48.03,95,800,5,0,3,1320
2,1,12,2,1721,86.07,215.71,106.14,12,58.34,169,1434,0,0,2,960
4,1,5,2,643,24.37,91.87,36.6,2.6,22.44,76,46,0,0,2,0
4,2,21,2,2603,42.4,391.06,277.17,13.1,115.44,208,886,232,0,1,2535
1,1,23,2,2101,85.37,206.73,60.16,14.1,88.27,259,798,194,22.3,1,600
4,1,12,2,1906,57.43,255.16,67.82,17.9,74.42,102,644,0,0,2,507
4,1,13,2,2007,111.85,237.16,130.33,15.5,68.59,207,893,1,0,2,0
6,1,15,1,2029,81.88,255.23,189.08,7.4,79.34,327,705,215,0,1,0
4,1,12,2,1923,71.55,230.23,116.05,10.9,81.77,246,1053,7,0,2,1227
4,1,27,1,2103,63.37,299.8,169.92,23.2,78.85,260,757,4,0,2,507
3,1,11,2,934,63.68,103.77,33.22,8.9,30.17,68,872,77,0,2,90
1,1,10,2,1401,55.68,174.34,17.74,22.8,56.03,30,196,0,0,2,900
3,1,19,2,899,94.99,54.12,23.33,9.3,34.08,240,635,62,0,2,9600
6,1,7,2,1401,30.89,199.04,58.46,6.1,54.35,113,770,2,0,2,90
5,1,10,2,1873,58.93,180.46,96.38,3.6,102.66,203,1144,45,0,1,1200
1,1,4,2,941,44.53,78.39,33.6,1.7,48.73,138,586,69,0,2,480
1,1,6,2,2948,100.59,364.47,227.98,16.5,119.68,263,1347,656,0,2,0
4,1,16,2,2127,110.72,222.08,124.35,10.8,90.52,312,1718,56,0,2,1920
2,1,19,2,1458,92.3,125.5,24.11,11.3,65.71,570,589,80,0,2,1320
1,1,11,2,2265,97.52,258.4,71.66,16,94.82,165,252,108,0,2,900
4,1,18,2,1208,25.56,169.3,68.91,11.2,47.88,256,510,78,0,2,1521
1,1,10,2,1427,66.76,185.3,72.02,18.1,49.29,92,978,0,0,2,1800
2,1,9,2,1145,38,177.63,42.25,26,34.41,15,362,207,0,2,870
5,1,21,1,5342,119.05,866.02,573.09,45.1,166.43,305,2495,444,0,2,435
3,1,11,1,1514,45.25,229.02,129.45,9.7,47.31,459,699,1,0,2,1920
4,2,17,2,2034,86.11,205.98,64.48,25,95.62,471,519,63,0,2,960
7,1,15,1,2188,67.41,229.21,97.81,8,113.06,518,520,84,0,2,0
3,1,5,2,2213,71.46,233.98,62.11,12.6,111.63,299,663,0,0,2,0
1,1,11,2,2619,59,337.59,151.02,16.8,118.24,99,436,201,0,2,0
4,1,18,2,3074,98.23,371.42,211.64,11.8,133.42,236,932,249,0,2,0
4,1,12,2,1790,74.42,237.28,73.79,19.5,62.1,309,677,33,0,2,2610
7,1,16,2,2196,63.75,292.03,99.61,21.5,86.84,140,1451,3,0,2,1500
6,1,14,2,2532,90.3,461.82,275.66,31.8,50.61,183,1998,0,0,2,240
4,1,16,2,1274,88.72,128.8,67.52,21.1,45.29,231,843,480,0,2,1920
4,1,9,2,839,41.66,110,36.73,8.1,27.11,81,514,0,0,2,1254.45
3,1,6,2,1268,9.45,217.81,152.61,7.3,42.85,45,156,66,0,2,0
4,1,17,2,2311,98.42,264.93,111.08,18.3,97.82,240,1210,3,0,2,630
6,1,16,2,779,29.87,128.49,62.6,13.3,19.99,70,364,1,0,2,240
2,1,14,2,2100,83.5,228.63,73.83,11.6,94.44,222,780,0,0,2,0
4,5,12,2,755,33.59,113.78,17.37,11.3,19.41,67,157,72,0,3,1500
3,1,17,2,1516,63.93,169.38,82.61,10.9,67.24,197,1145,0,0,2,480
2,1,27,2,2474,95.61,231.02,71.89,25.8,134.26,380,703,96,0,2,1440
1,1,6,2,2354,54.47,310.68,116.55,17.6,103.87,76,765,48,0,2,0
6,1,8,2,708,27.08,101.39,50.27,6.6,22.71,41,582,0,0,3,450
1,1,13,2,2431,63.79,315.75,193.08,16.8,92.36,194,2712,220,22.3,2,1920
2,1,12,2,3017,105.34,397.86,171.17,32.7,116.41,279,2275,6,0,2,345
2,1,15,2,1561,35.16,239.58,178.93,1.6,54.48,196,176,257,0,2,507
4,1,11,2,732,9.71,169.48,101.39,7.9,3.69,0,445,0,0,3,2400
6,1,13,2,1779,56.35,215.03,100.15,22,82.65,107,1465,2,0,2,315
6,1,17,2,1266,44.77,182.03,101.55,12.9,44.19,98,1079,0,0,2,480
6,1,13,2,3686,94.68,366.75,167.01,20.2,112.13,275,1845,309,122.6,2,1920
1,1,11,2,1497,39.75,160.91,89.28,8.6,80.28,89,771,0,0,1,1080
3,1,7,1,1841,49.25,311.88,194.05,16.8,49.07,130,400,135,0,2,0
5,1,13,2,1450,56.85,145.5,111.78,1.8,60.68,205,775,121,14.4,2,120
2,1,11,2,943,42.24,141.49,88.53,21.3,23.91,20,1093,106,0,2,2880
3,1,9,2,1478,101.88,80.85,34.01,6.1,83.7,512,549,0,0,2,750
5,1,13,1,1289,62.63,140.02,48.47,8.4,54.23,127,566,79,0,1,825
5,1,19,1,4907,232.85,519.68,203.54,40.7,222.35,905,1444,148,0,2,960
3,1,19,2,4907,158.32,458.1,211.16,23.7,274.69,977,3038,105,0,1,1875
4,1,5,2,449,4.45,92.53,62.68,0.9,7.04,15,133,56,0,3,240
1,1,15,1,1548,49.12,198.69,90.42,12.7,62.48,332,809,0,0,2,870
4,1,14,1,1880,50.59,227.94,99.51,26.4,84.68,30,408,40,9.4,2,480
5,1,11,2,2303,43.94,335.37,215.45,11.7,88.26,96,883,5,0,2,0
3,1,17,2,1918,57.96,258.42,116.47,18.9,77.12,433,1108,0,0,2,1440
1,1,12,2,1754,73.55,131.71,24.77,12.1,103.8,240,1281,0,0,2,1185
4,1,6,2,4351,184.22,417.86,172.59,19.2,216.28,468,826,144,0,2,900
4,1,13,2,837,29.35,141.51,96.05,10.7,18.6,86,351,83,0,2,720
