Trip Seconds,Trip Miles,Fare,Tips,Tolls,Extras,Trip Total,Payment Type,Company,Pickup Location,Dropoff Location
1163,8.34,23.5,1,0,7,32,Credit Card,Flash Cab,76,DOC
600,1.6,8.25,0,0,0,8.25,Cash,Taxi Affiliation Services,32,28
8,0,30,0,0,0,30,Cash,24 Seven Taxi,POC,DOC
2400,14,37.5,0,0,0,37.5,Unknown,Taxi Affiliation Services,32,70
2040,13.4,36.5,8.2,0,4,49.2,Credit Card,Medallion Leasin,76,77
2220,31.4,72.75,12,0,5,90.25,Credit Card,Medallion Leasin,76,56
960,1.6,9.5,0,0,1,10.5,Cash,Taxi Affiliation Services,8,8
0,0,4,2,0,1.5,7.5,Cash,Taxi Affiliation Services,33,DOC
180,0.3,4.5,0,0,0,4.5,Cash,Top Cab Affiliation,8,8
600,0.1,8.25,0,0,0,8.25,Cash,Taxi Affiliation Services,32,8
920,2.04,10.25,2.55,0,2,15.3,Credit Card,City Service,32,8
600,1.6,8.5,2,0,1,11.5,Credit Card,Top Cab Affiliation,32,8
1905,11.8,32.25,7.35,0,4,44.1,Credit Card,Medallion Leasin,76,6
180,0,4.75,2,0,0,6.75,Credit Card,Taxi Affiliation Services,32,8
240,0.6,4.75,0,0,0,4.75,Cash,Globe Taxi,8,8
2940,0.5,30.75,0,0,0,30.75,Unknown,Taxi Affiliation Services,43,41
360,0.7,5.75,0.03,0,1,6.78,Credit Card,Taxi Affiliation Services,8,8
720,5.7,16.5,4.25,0,0,20.75,Credit Card,Taxi Affiliation Services,8,3
141,0.51,4.25,0,0,0,4.25,Prcard,Flash Cab,2,2
1132,6,18.25,3.75,0,0,22.5,Credit Card,Medallion Leasin,33,7
716,2.18,10,2,0,0,12.5,Credit Card,Flash Cab,28,8
240,0,5.5,2,0,0,7.5,Credit Card,Taxi Affiliation Services,8,8
1136,6.1,18.75,3.85,0,0,23.1,Credit Card,Chicago Taxicab,8,34
300,1,6,0,0,0,6,Cash,Taxi Affiliation Services,32,32
119,0.21,4,0,0,0,4,Cash,Flash Cab,8,8
609,0,16.11,2,0,0,18.11,Mobile,Flash Cab,POC,8
928,7.41,20.25,4.95,0,4,29.7,Credit Card,24 Seven Taxi,76,10
626,4.33,13.5,0,0,0,13.5,Cash,Flash Cab,3,2
113,0.35,45,0,0,0,45,Cash,Flash Cab,POC,DOC
344,1.22,6.75,1.23,0,0,8.48,Mobile,Flash Cab,32,28
1740,6.5,21.5,0,0,0,21.5,Cash,Taxi Affiliation Services,67,67
0,0,3.25,0,0,0,3.25,Cash,Star North Management LLC,11,11
480,0,7.5,0,0,0,7.5,Cash,Blue Ribbon Taxi Association Inc.,32,28
2153,19.24,48,10.7,0,5,64.2,Credit Card,Sun Taxi,76,31
420,0,6.25,1,0,0,7.25,Credit Card,Blue Ribbon Taxi Association Inc.,8,32
1334,11.24,29.5,0,0,0,29.5,Prcard,Flash Cab,32,43
1260,0,23,4.7,0,0,27.7,Credit Card,Taxi Affiliation Services,41,33
420,1.2,6.75,0,0,0,6.75,Cash,Top Cab Affiliation,POC,DOC
1020,7,20.25,0,0,2,22.25,Cash,Taxi Affiliation Services,8,39
420,1,6.5,0,0,0,6.5,Cash,312 Medallion Management Corp,8,32
2439,9.7,30.75,5,0,0,36.25,Credit Card,Patriot Taxi Dba Peace Taxi Associat,6,6
332,1.12,6.25,3,0,1,10.75,Credit Card,City Service,32,28
684,6.18,17.5,4.4,0,4,26.4,Credit Card,Flash Cab,POC,DOC
564,3.8,12.25,4.75,0,11,28.5,Credit Card,City Service,POC,DOC
930,1.93,10,0,0,0,10,Cash,Globe Taxi,8,8
347,1,6,0,0,0,6,Cash,Sun Taxi,32,8
1614,17.59,43.25,4,0,4,51.75,Credit Card,Flash Cab,POC,8
752,3.89,13,2,0,0,15.5,Mobile,Flash Cab,8,7
1214,11.17,29.25,0,0,0,29.25,Prcard,Flash Cab,33,50
0,0,3.25,0,0,0,3.25,Cash,Taxi Affiliation Services,28,28
1232,3.95,15,0,0,1,16,Cash,24 Seven Taxi,33,8
1686,16.79,43.25,0,0,28,71.75,Credit Card,Sun Taxi,76,DOC
1792,17.48,43.25,7.16,0,4,54.91,Credit Card,24 Seven Taxi,76,8
5632,29.6,78.25,0,0,5,83.25,Cash,Chicago Independents,76,46
3120,24.1,61,0,0,4,65,Credit Card,Taxi Affiliation Services,56,DOC
1380,5.9,19,0,0,5,24,Cash,Taxicab Insurance Agency,56,DOC
1700,13.8,35.75,8.05,0,4,48.3,Credit Card,Flash Cab,76,6
1626,14.58,37.75,10.81,0,5,54.06,Credit Card,Flash Cab,56,8
498,1.6,9.45,2.16,0,0,11.61,Mobile,Chicago Independents,6,6
1380,12,31.75,0,0,0,31.75,Unknown,Taxi Affiliation Services,44,8
634,2.65,10,0,0,0,10,Cash,Sun Taxi,8,7
251,0.5,4.75,3,0,1.5,9.75,Credit Card,Globe Taxi,32,32
442,1.45,9.87,2.25,0,0,12.12,Mobile,Medallion Leasin,32,8
540,1.8,8.25,0,0,0,8.25,Cash,Taxi Affiliation Services,8,32
420,0,6.25,4,0,1,11.25,Credit Card,Taxi Affiliation Services,8,8
470,1.93,8.25,0,0,0,8.25,Cash,Flash Cab,POC,28
1380,0.2,17.75,0,0,0,17.75,Unknown,Blue Ribbon Taxi Association Inc.,12,DOC
240,0,6,0,0,0,6,Cash,Taxicab Insurance Agency,32,32
4461,0.86,28.5,5.8,0,0,34.3,Prcard,Flash Cab,POC,DOC
360,0,6.75,3,0,0.5,10.25,Credit Card,Taxi Affiliation Services,8,32
420,1.77,10.25,2.34,0,0,12.59,Mobile,24 Seven Taxi,32,8
2640,24.1,57.75,0,0,4,61.75,Cash,Taxi Affiliation Services,76,39
772,2.2,9.5,0,0,1,11,Credit Card,Medallion Leasin,33,32
415,1.2,6.5,4,0,1,12,Credit Card,Chicago Independents,POC,DOC
1860,26.6,34,5,0,4,43,Credit Card,Taxicab Insurance Agency,76,5
1020,10.8,27.75,9.55,0,19.5,56.8,Credit Card,Taxi Affiliation Services,76,DOC
2160,9.4,27.25,0,0,4,31.25,Cash,Taxi Affiliation Services,56,39
420,0,7,0,0,0,7,Cash,Taxi Affiliation Services,8,8
2040,17.2,42.75,9.45,0,4,56.2,Credit Card,Taxi Affiliation Services,76,32
780,5.1,16,2,0,0,18.5,Credit Card,Medallion Leasin,8,3
2880,1.6,62.75,0,0,4,66.75,Cash,Taxi Affiliation Services,56,DOC
2457,9.4,31.5,0,0,0,31.5,Prcard,Flash Cab,46,35
1793,13.9,36.5,8.4,0,5,50.4,Credit Card,City Service,76,6
2464,6.53,27,5.5,0,0,32.5,Prcard,Flash Cab,43,41
688,2.33,9.75,3,0,0,13.25,Credit Card,Flash Cab,8,28
1271,11.38,29.75,0,0,0,29.75,Prcard,Flash Cab,36,3
1560,14.2,35.5,8.2,0,5,49.2,Credit Card,Medallion Leasin,76,7
326,1.21,9.36,2.14,0,0,11.5,Mobile,Chicago Independents,7,7
300,0.4,5.25,0,0,0,5.25,Cash,Blue Ribbon Taxi Association Inc.,8,8
5340,29.7,81.25,0,0,10,91.25,Cash,Taxi Affiliation Services,76,DOC
660,0,16,0,0,0,16,Cash,Taxi Affiliation Services,8,21
1698,18.8,46.25,10.45,0,5.5,62.7,Credit Card,Globe Taxi,76,32
692,1.61,8.75,0,0,0,8.75,Cash,Flash Cab,8,28
1740,13.5,36,0,0,5,41,Cash,Taxi Affiliation Services,56,8
1093,5.88,18.5,3.8,0,0,22.8,Credit Card,Sun Taxi,8,6
453,0,9.36,2.14,0,0,11.5,Mobile,Flash Cab,33,32
588,3.7,12.25,0,0,0,12.25,Cash,Medallion Leasin,7,3
2280,18.8,47.75,0,0,4,51.75,Cash,Globe Taxi,76,32
60,0.2,3.75,0,0,0,3.75,Cash,Taxi Affiliation Services,32,32
1620,9.81,26.75,0,0,0,26.75,Prcard,Flash Cab,8,14
1848,12.49,33.25,0,0,0,33.25,Prcard,Flash Cab,32,43
1140,6.5,19.25,0,0,0,19.25,Cash,Taxi Affiliation Services,7,77
420,0.1,8.25,2,0,0,10.25,Credit Card,Taxi Affiliation Services,28,8
559,1.47,7.75,0,0,0.5,8.25,Cash,Flash Cab,32,8
1800,10.8,30.75,0,0,4,34.75,Credit Card,Top Cab Affiliation,56,28
1932,18.3,45,0,0,4,49,Cash,City Service,76,32
1740,11.5,30.25,0,0,0,30.25,Unknown,Taxi Affiliation Services,28,71
994,2.78,12,3.38,0,1,16.88,Credit Card,Flash Cab,33,32
780,8,21.25,0,0,0,21.25,Unknown,Taxicab Insurance Agency,28,41
783,2.47,10.5,0,0,0,10.5,Prcard,Flash Cab,69,43
1453,7.95,22.75,0,0,0,22.75,Prcard,Flash Cab,29,18
2863,2.13,21.25,0,0,0.5,21.75,Prcard,Flash Cab,7,8
3956,5.71,35,0,0,0,35,Prcard,Flash Cab,9,76
600,1.7,8.5,0,0,0,9,Credit Card,Medallion Leasin,8,33
60,0,3.25,0,0,0,3.25,Cash,Taxi Affiliation Services,56,56
0,0,3.25,0,0,0,3.25,Cash,Taxi Affiliation Services,2,2
3000,34.7,82.75,26.85,0,51,160.6,Credit Card,Taxi Affiliation Services,56,DOC
1246,0.69,20.75,0,0,0,20.75,Cash,Flash Cab,8,3
338,1.04,6,0,0,1,7,Cash,Sun Taxi,32,8
257,0.97,5.75,1.56,0,0,7.81,Mobile,Flash Cab,32,28
2227,14.6,40,0,0,6,46,Cash,Chicago Independents,76,DOC
600,0.5,7,0,0,0,7,Unknown,U Taxicab,2,2
2400,11.7,32.75,9.3,0,4,46.05,Credit Card,U Taxicab,56,16
337,0.79,5.75,0,0,0,5.75,Cash,Flash Cab,41,40
600,1.6,8.25,4,0,0,12.25,Credit Card,Taxi Affiliation Services,28,8
730,5.98,17.25,2.66,0,0,20.41,Credit Card,Flash Cab,32,6
1876,28.48,67.75,21.25,0,38,127.5,Credit Card,Sun Taxi,76,DOC
1224,8.67,23.75,6.06,0,0,30.31,Credit Card,Globe Taxi,76,DOC
1620,7.1,23.25,0,0,0,23.25,Unknown,Taxi Affiliation Services,38,8
2074,19.33,47.75,15.68,0,4,67.93,Credit Card,Sun Taxi,76,33
240,0.5,4.75,0,0,0,4.75,Cash,Taxi Affiliation Services,7,7
60,0,60,12.1,0,0,72.1,Credit Card,Taxi Affiliation Services,76,76
362,1.06,6.5,2,0,0,9,Credit Card,Flash Cab,8,24
786,2.58,10.5,0,0,0,10.5,Prcard,Flash Cab,6,3
216,0.76,5.25,2,0,0,7.75,Credit Card,Sun Taxi,32,8
2100,19,46.75,9.45,0,0,56.2,Credit Card,Taxicab Insurance Agency,32,76
780,0,25,5.1,0,0,30.1,Credit Card,Blue Ribbon Taxi Association Inc.,33,8
939,9.28,24.75,0,0,0,24.75,Prcard,Flash Cab,69,53
2400,29.5,70.25,15.65,0,7.5,93.4,Credit Card,Choice Taxi Association,76,DOC
660,0.1,8.75,2,0,0,10.75,Credit Card,Taxi Affiliation Services,8,28
1800,0,30.25,0,0,1,31.25,Cash,Taxi Affiliation Services,35,49
1581,11.86,31,7.2,0,4.5,43.2,Mobile,Globe Taxi,76,4
1500,9.5,27.5,0,0,1,28.5,Credit Card,Taxi Affiliation Services,28,77
406,1.3,9.54,2.73,0,0,12.27,Mobile,Sun Taxi,8,32
2097,13.47,36,0,0,0,36,Cash,Flash Cab,6,27
944,4.44,18.12,3,0,0,21.12,Mobile,City Service,32,24
300,0.7,5.5,0,0,1,6.5,Cash,Taxicab Insurance Agency,32,32
596,1.26,7.5,2,0,2,12,Credit Card,Sun Taxi,8,8
1140,10.7,27,5,0,4,36,Credit Card,Top Cab Affiliation,POC,DOC
546,0,10.37,2.36,0,0,12.73,Mobile,Flash Cab,28,8
606,4.8,14.5,3,0,0,18,Credit Card,Chicago Independents,8,6
513,2.87,14.5,3.28,0,0,17.78,Mobile,Sun Taxi,8,7
0,0,3.25,0,0,0,3.25,Cash,U Taxicab,76,76
544,4.6,14.25,2.21,0,0,16.96,Credit Card,Flash Cab,8,6
540,1.3,7.25,2,0,0,9.25,Credit Card,Star North Management LLC,8,8
395,1.39,6.75,0,0,1,7.75,Cash,Sun Taxi,8,32
1322,5.58,17.5,0,0,0,17.5,Prcard,Flash Cab,43,39
660,2.6,10.5,0,0,0,10.5,Cash,Taxi Affiliation Services,8,24
840,0,11.5,0,0,0,11.5,Cash,Taxi Affiliation Services,6,3
1440,0.3,18.75,0,0,1,19.75,Unknown,Taxi Affiliation Services,43,44
480,1.4,7.75,0,0,0,7.75,Cash,Taxi Affiliation Services,8,32
480,1.5,6.5,2,0,0,8.5,Credit Card,Taxicab Insurance Agency,32,32
60,0.3,4,3,0,0,7,Credit Card,Taxicab Insurance Agency,8,32
480,1.3,7.25,2,0,0,9.25,Credit Card,Taxi Affiliation Services,8,28
4695,8.12,44,0,0,0,44,Prcard,Patriot Taxi Dba Peace Taxi Associat,28,DOC
371,0,9.36,2.14,0,0,11.5,Mobile,Flash Cab,8,8
960,4.2,14.25,0,0,5,19.25,Cash,Blue Ribbon Taxi Association Inc.,56,58
2280,19.5,48.5,10.5,0,4,63,Credit Card,U Taxicab,76,32
360,0.9,5.75,0,0,0,5.75,Cash,Taxi Affiliation Services,4,4
1025,4.8,16.25,0,0,0,16.25,Cash,Sun Taxi,32,7
180,0,4.75,0,0,0,4.75,Cash,Taxicab Insurance Agency,32,8
1200,4.8,16.25,4.15,0,0,20.4,Credit Card,Blue Ribbon Taxi Association Inc.,8,6
1329,12.08,32,0,0,0,32,Prcard,City Service,3,27
423,1.53,7.5,0,0,0,7.5,Cash,Flash Cab,28,DOC
616,0,11.2,2.55,0,0,13.75,Mobile,Flash Cab,28,32
360,1.1,6.5,2,0,0,8.5,Credit Card,Taxi Affiliation Services,8,8
1972,8.8,27.75,7.06,0,0,35.31,Credit Card,Globe Taxi,28,6
1019,5.82,23.14,3.9,0,0,27.04,Mobile,City Service,8,60
300,0.6,5,2,0,0,7,Credit Card,Taxi Affiliation Services,32,8
1501,17.6,44.25,10.15,0,6,60.9,Credit Card,Chicago Independents,76,DOC
1500,10.8,29,0,0,0,29,Unknown,Taxi Affiliation Services,3,60
900,0,10.25,0,0,0,10.25,Cash,Star North Management LLC,32,28
240,0.6,4.75,2,0,0,6.75,Credit Card,Chicago Independents,POC,8
900,0.1,9.5,2,0,1.5,13,Credit Card,Taxi Affiliation Services,8,32
1434,13.4,34.5,12.1,0,25.5,72.6,Credit Card,Medallion Leasin,76,DOC
120,0.6,4.75,0,0,0,4.75,Cash,Taxi Affiliation Services,32,28
1593,13.98,36,7.5,0,1,45,Credit Card,Sun Taxi,8,56
464,0,9.36,2.14,0,0,11.5,Mobile,Flash Cab,28,33
1080,4,13.5,0,0,0,13.5,Unknown,Taxi Affiliation Services,40,42
216,0.87,5.25,2,0,0,7.75,Credit Card,Flash Cab,33,33
60,0,3.25,0,0,0,3.25,Cash,Blue Ribbon Taxi Association Inc.,76,76
1596,14.8,37,8.3,0,4,49.8,Credit Card,Flash Cab,76,7
1839,17.2,43,7.12,0,4,54.62,Credit Card,Medallion Leasin,76,28
1526,17.74,44,9.7,0,4,58.2,Credit Card,Flash Cab,76,DOC
780,2.9,11.25,2.35,0,0,13.6,Credit Card,Taxi Affiliation Services,8,7
1272,11.4,30.5,0,0,0,30.5,Prcard,City Service,50,33
662,0,11.82,2.01,0,0,13.83,Mobile,Flash Cab,8,7
2160,6.9,23.75,0,0,0,23.75,Unknown,Taxi Affiliation Services,28,25
269,0.84,5.75,2,0,0,8.25,Credit Card,Sun Taxi,32,32
840,1.7,9.75,2.5,0,1,13.25,Credit Card,Taxi Affiliation Services,8,8
494,1.12,6.75,0,0,1,7.75,Cash,Flash Cab,32,8
360,1,6.5,2,0,0,8.5,Credit Card,Chicago Independents,8,8
530,1.82,8.25,2,0,0,10.75,Credit Card,Sun Taxi,28,28
1920,12.7,36,0,0,4,40,Credit Card,Taxicab Insurance Agency,56,8
660,0.1,8.75,0,0,0,8.75,Cash,Taxi Affiliation Services,32,32
0,0,3.25,0,0,0,3.25,Cash,Taxicab Insurance Agency,33,33
660,0,14.5,0,0,0,14.5,Unknown,Taxi Affiliation Services,6,8
142,0.48,4.5,0,0,0,4.5,Cash,Flash Cab,8,8
483,0,12.45,2.83,0,0,15.28,Mobile,Flash Cab,33,34
240,0.6,5,4,0,0,9,Credit Card,Taxi Affiliation Services,32,32
1784,12.3,32.25,0,0,5,37.25,Cash,Sun Taxi,POC,2
1811,11.44,31.75,0.07,0,0,31.82,Prcard,Flash Cab,POC,DOC
702,0,11.54,1.97,0,0,13.51,Mobile,Flash Cab,8,32
1151,12.08,31,0,0,0,31,Prcard,Flash Cab,1,35
2037,15.19,39.75,8.85,0,4,53.1,Credit Card,24 Seven Taxi,76,6
1020,9.5,26,0,0,0,26,Unknown,Taxi Affiliation Services,32,16
408,1.41,9.36,2.14,0,0,11.5,Mobile,Sun Taxi,32,8
783,2.98,20.3,5.72,0,0,26.02,Mobile,Sun Taxi,33,8
60,0,3.5,0,0,1.5,5,Cash,Taxi Affiliation Services,76,76
826,6.33,18.25,0,0,0,18.25,Cash,Flash Cab,33,30
1577,10.51,28.5,0,0,0,28.5,Cash,Flash Cab,4,DOC
2040,18,46,10.1,0,4,60.1,Credit Card,Choice Taxi Association,76,32
540,1.2,7.5,0,0,0,7.5,Cash,Blue Ribbon Taxi Association Inc.,8,32
2340,6.2,22.25,0,0,0,22.25,Unknown,Taxi Affiliation Services,16,7
327,1.38,9.36,2.14,0,0,11.5,Mobile,Sun Taxi,32,8
752,3.4,11.75,2.75,0,1.5,16.5,Credit Card,Flash Cab,33,28
420,1.9,8,2,0,1,11,Credit Card,Taxi Affiliation Services,8,8
2160,16.3,41.75,8,0,5,54.75,Credit Card,U Taxicab,76,DOC
2429,9.14,29.5,0,0,0,29.5,Prcard,Flash Cab,38,41
600,0,7.75,3,0,0,10.75,Credit Card,Taxi Affiliation Services,32,8
900,2.4,10.5,0,0,0,10.5,Cash,Taxi Affiliation Services,32,32
584,1.95,9,2.3,0,2,13.8,Mobile,Sun Taxi,32,8
240,0.7,5.25,0,0,0,5.25,Cash,Taxi Affiliation Services,8,8
705,2.27,11.07,3.15,0,0,14.22,Mobile,Medallion Leasin,28,8
2220,2.3,17.75,0,0,0,17.75,Cash,Taxicab Insurance Agency,28,32
540,1.2,7.5,3,0,1.5,12,Credit Card,Taxicab Insurance Agency,POC,DOC
395,1.39,9.93,1,0,0,10.93,Mobile,Medallion Leasin,32,8
231,0.5,4.5,4,0,1,10,Credit Card,Globe Taxi,POC,DOC
1092,8.82,24.5,0,0,0,24.5,Prcard,Flash Cab,43,33
720,0,17.5,0,0,5,22.5,Cash,U Taxicab,76,10
2954,21.29,59.25,0,0,33,92.25,Cash,Flash Cab,16,DOC
1680,0,27.25,6.35,0,4,37.6,Credit Card,Taxi Affiliation Services,76,DOC
1750,12.37,32.75,7.45,0,4,44.7,Credit Card,City Service,76,5
504,1.2,7,3,0,1.5,12,Credit Card,Globe Taxi,32,8
900,3.1,12,2.5,0,0,14.5,Credit Card,Taxi Affiliation Services,33,8
420,1.4,7.25,0,0,0,7.25,Cash,Taxi Affiliation Services,28,28
1380,9.9,27,0,0,0,27,Unknown,Taxi Affiliation Services,42,54
780,3.5,12.25,2.85,0,1.5,16.6,Credit Card,Taxicab Insurance Agency,33,8
2100,18.2,44.5,9.8,0,4,58.3,Credit Card,Taxi Affiliation Services,76,32
1259,9.69,26.25,0,0,0,26.25,Prcard,Flash Cab,41,8
2040,0,44.25,0,0,4,48.25,Cash,Choice Taxi Association,76,8
2168,14.59,39.64,0,0,0,39.64,Cash,Flash Cab,28,46
1931,9.03,29,0,0,0,29,Prcard,Flash Cab,35,34
1966,18.86,59.77,0,0,0,59.77,Cash,Flash Cab,38,DOC
60,0.4,4,0,0,0,4,Cash,Star North Management LLC,8,8
60,0,3.25,8.55,0,39,50.8,Credit Card,Top Cab Affiliation,8,8
1438,17.4,42.5,11.75,0,4,58.75,Credit Card,City Service,POC,8
1072,0,28.09,7.88,0,0,35.97,Mobile,Flash Cab,32,3
0,0,8,2,0,0,10,Credit Card,Taxi Affiliation Services,32,28
300,0,5.25,0,0,1,6.25,Cash,Taxi Affiliation Services,41,39
1,0,3.25,0,0,0,3.25,Cash,Flash Cab,35,35
540,1.4,7.5,0,0,0,7.5,Unknown,Taxicab Insurance Agency,8,8
840,3.5,12.75,2.65,0,0,15.4,Credit Card,Star North Management LLC,7,32
600,4.6,14,5,0,0,19.5,Credit Card,Medallion Leasin,32,7
1800,12.2,33.75,0,0,7,40.75,Cash,Star North Management LLC,56,24
1328,7.45,22.75,0,0,0,22.75,Cash,24 Seven Taxi,8,59
180,0,5,4,0,0,9,Credit Card,Taxi Affiliation Services,32,28
980,0.81,9.5,0,0,0,9.5,Cash,Globe Taxi,28,28
295,0.73,5.5,0,0,0,5.5,Cash,Chicago Independents,32,8
472,0,14.71,1.66,0,0,16.37,Mobile,Flash Cab,32,28
930,0,19.22,4.33,0,0,23.55,Mobile,Flash Cab,33,DOC
1650,16.43,41.5,9.2,0,4,55.2,Credit Card,Flash Cab,POC,8
360,1.31,9.36,1.61,0,0,10.97,Mobile,City Service,6,7
547,1.67,8.25,4,0,0,12.75,Credit Card,Flash Cab,8,28
780,0.2,13,0,0,0,13,Cash,Taxi Affiliation Services,8,6
1807,18.44,45.75,10.55,0,6.5,63.3,Credit Card,Flash Cab,76,32
616,0,9.36,2.14,0,0,11.5,Mobile,Flash Cab,8,8
540,1.5,8,0,0,0,8,Unknown,Taxi Affiliation Services,51,46
1385,0,24.76,5.56,0,0,30.32,Mobile,Flash Cab,33,22
420,2.62,11.78,2.68,0,0,14.46,Mobile,City Service,8,7
1156,4.98,16.25,0,0,0,16.25,Prcard,Flash Cab,3,2
1292,7.09,20.75,0,0,0,20.75,Prcard,Flash Cab,13,6
240,0.7,5.25,0,0,0.5,5.75,Cash,U Taxicab,8,32
2040,0.8,33.75,0,0,4,37.75,Cash,Taxi Affiliation Services,32,56
420,2,8,1,0,0,9,Credit Card,Taxi Affiliation Services,4,1
660,2,9.25,0,0,0,9.25,Prcard,Medallion Leasin,33,28
937,3.31,13.62,3.09,0,0,16.71,Mobile,Chicago Independents,7,28
769,12.18,30.5,0,0,0,30.5,Prcard,Flash Cab,73,33
660,2.3,9.75,3.05,0,0,12.8,Credit Card,Taxi Affiliation Services,32,28
167,0.4,4.25,2,0,0,6.75,Credit Card,Chicago Independents,POC,DOC
1980,10.5,30.75,6.25,0,0,37,Credit Card,Taxi Affiliation Services,32,2
420,0,6.25,2,0,0,8.25,Credit Card,Taxi Affiliation Services,32,8
268,2.07,8,1,0,0,9.5,Credit Card,City Service,28,24
540,1.4,7.5,0,0,0,7.5,Cash,Taxi Affiliation Services,8,28
724,4.56,14.5,0,0,4,18.5,Cash,Sun Taxi,76,DOC
1080,5.7,17.75,0,0,1,18.75,Cash,2733 - 74600 Benny Jona,POC,DOC
1642,12.42,32.25,7.55,0,5,45.3,Credit Card,Sun Taxi,76,4
611,0,14.03,2.38,0,0,16.41,Mobile,Flash Cab,24,28
3199,5.26,27,6.88,0,0,34.38,Credit Card,Flash Cab,8,8
1740,10.3,29,0,0,0,29,Unknown,Taxi Affiliation Services,10,DOC
1456,11.29,29.75,0,0,0,29.75,Prcard,Flash Cab,3,28
240,0.6,4.75,0,0,1,5.75,Cash,Taxi Affiliation Services,8,32
1044,9.41,25,6.38,0,0,31.38,Prcard,Flash Cab,8,25
60,0,3.25,0,0,1,4.25,Cash,U Taxicab,32,32
480,0,7,0,0,0,7,Cash,Blue Ribbon Taxi Association Inc.,8,32
324,0.73,5.75,0,0,1,6.75,Cash,Flash Cab,8,8
600,0.1,8.75,1,0,0,9.75,Credit Card,Taxi Affiliation Services,28,8
1080,0.3,18.25,3,0,0,21.25,Credit Card,Taxi Affiliation Services,32,6
476,3.3,11,2,0,0,13.5,Credit Card,Medallion Leasin,8,6
338,1.03,6.25,1.01,0,0,7.76,Mobile,Sun Taxi,32,32
780,1.9,10,0,0,0,10,Cash,Taxi Affiliation Services,41,42
480,1.3,7,2,0,0,9,Credit Card,Taxi Affiliation Services,8,8
1440,12.4,31.75,0,0,4,35.75,Cash,Taxi Affiliation Services,76,22
824,3.21,11.75,2.06,0,1.5,15.81,Credit Card,Flash Cab,33,8
2040,16.2,41.75,9.45,0,5,56.2,Credit Card,Taxicab Insurance Agency,56,7
666,1.79,9.36,2.14,0,0,11.5,Mobile,Medallion Leasin,8,24
1249,13.36,34.5,0,0,4,38.5,Cash,Flash Cab,POC,DOC
1155,14.01,35.5,12.1,0,24.5,72.6,Credit Card,Sun Taxi,76,DOC
20,0.14,3.5,0,0,0,3.5,Cash,24 Seven Taxi,POC,DOC
2219,10.12,31.75,0,0,0,31.75,Cash,Flash Cab,41,41
480,0,7.5,4,0,1,12.5,Credit Card,Taxi Affiliation Services,8,32
2040,12,33,0,0,4,37,Cash,Top Cab Affiliation,76,4
60,0,3.25,0,0,0,3.25,Cash,KOAM Taxi Association,8,8
566,2.41,9.5,0,0,1,10.5,Cash,Sun Taxi,8,7
300,0.6,5.5,0,0,0,5.5,Cash,Star North Management LLC,POC,8
1839,6.81,21.25,0,0,0,21.25,Prcard,Flash Cab,39,41
2460,15.1,39.75,5,0,4,48.75,Credit Card,Choice Taxi Association,POC,DOC
441,1.3,7,0,0,0,7,Cash,Sun Taxi,8,8
725,5.1,16,0,0,0,16.5,Credit Card,Chicago Independents,POC,DOC
808,0,10.2,1.75,0,0,11.95,Mobile,Flash Cab,8,28
522,4.67,14,3.7,0,4,22.2,Credit Card,Sun Taxi,76,10
2220,13.4,36.25,0,0,0,36.25,Credit Card,Star North Management LLC,32,DOC
2580,0.9,41,7,0,2,50,Credit Card,Taxi Affiliation Services,7,76
600,1.8,8,3,0,1.5,12.5,Credit Card,Taxicab Insurance Agency,32,8
600,0.6,6.5,2,0,1,9.5,Credit Card,Taxi Affiliation Services,8,8
2040,15.9,41.25,0,0,4,45.25,Cash,KOAM Taxi Association,56,7
6120,10.1,50.75,0,0,0,50.75,Cash,Star North Management LLC,28,56
1933,18.44,48.5,10,0,1,60,Credit Card,Patriot Taxi Dba Peace Taxi Associat,8,76
420,1.5,7,4,0,1.5,13,Credit Card,Chicago Independents,8,28
720,2,9.75,2.25,0,1,13,Credit Card,Star North Management LLC,28,8
2280,18.3,46.25,7,0,4,57.25,Credit Card,Taxicab Insurance Agency,76,32
2280,0.9,42.5,0,0,5,47.5,Cash,Taxi Affiliation Services,56,7
840,3.6,12.75,0,0,1,13.75,Cash,Taxi Affiliation Services,31,32
1080,3,12.5,0,0,1,13.5,Cash,Taxi Affiliation Services,33,8
180,1.5,6.75,0,0,0,6.75,Cash,Taxi Affiliation Services,36,39
56,0,3.25,0,0,0,3.25,Cash,Medallion Leasin,3,3
432,1.21,7,2,0,0,9,Cash,Flash Cab,32,32
2183,3.79,19.75,0,0,0,19.75,Cash,Flash Cab,2,2
1361,3.6,14.5,0,0,1,15.5,Cash,Chicago Taxicab,33,32
649,2.29,9.75,5,0,0,15.25,Credit Card,Flash Cab,32,28
97,0.1,3.5,0,0,0,3.5,Cash,Chicago Independents,POC,DOC
300,0,5.5,3,0,1,9.5,Credit Card,Taxi Affiliation Services,8,8
323,0.82,5.75,0,0,1,6.75,Cash,Flash Cab,32,8
959,3.17,12,2.1,0,1.5,16.1,Credit Card,Flash Cab,33,8
480,3.9,12.25,0.1,0,4,16.35,Credit Card,Top Cab Affiliation,76,76
0,0,3.25,0,0,0,3.25,Cash,Taxi Affiliation Services,59,59
1543,10.8,29.75,0,0,0,29.75,Prcard,Flash Cab,17,24
2062,13.5,36.5,8.2,0,4,49.2,Mobile,Medallion Leasin,76,6
