Trip Seconds,Trip Miles,Fare,Tips,Tolls,Extras,Trip Total,Payment Type,Company,Pickup Location,Dropoff Location
1156,1.29,0,0,0,0,0,Cash,Medallion Leasin,6,6
25,0.02,3.25,0,0,1.5,4.75,Cash,City Service,8,8
1051,11.24,30,0,0,0,30,Prcard,Flash Cab,37,53
2100,11.8,31.5,7.4,0,5,43.9,Credit Card,Choice Taxi Association,56,32
1200,11.2,29.5,0,0,0,29.5,Unknown,Taxi Affiliation Services,35,59
1560,5.9,19.75,0,0,0,19.75,Cash,Taxi Affiliation Services,43,38
2029,12.88,36.27,0,0,0,36.27,Cash,Flash Cab,43,28
660,1.8,8.75,2,0,0,11.25,Credit Card,Medallion Leasin,76,8
490,1.5,9.36,2.14,0,0,11.5,Mobile,Globe Taxi,28,8
2173,13.31,35.75,10.19,0,4.5,50.94,Credit Card,City Service,56,8
2303,18.24,45,7.5,0,5.5,58.5,Credit Card,Globe Taxi,76,32
601,2.72,12.13,2.76,0,0,14.89,Mobile,Medallion Leasin,28,28
1140,4,14.5,3.75,0,0,18.25,Credit Card,Star North Management LLC,28,7
1917,8.29,25.5,0,0,0,25.5,Prcard,Flash Cab,68,32
420,1.5,7.5,0,0,0,7.5,Cash,Taxi Affiliation Services,32,8
1362,12.61,33.25,6.95,0,1,41.7,Credit Card,Flash Cab,32,56
840,3.4,12.75,3.95,0,0,16.7,Credit Card,Choice Taxi Association,32,28
336,1,6.25,0,0,0,6.25,Cash,Sun Taxi,8,32
1200,3.4,13.5,0,0,0,13.5,Cash,Taxi Affiliation Services,6,77
491,1.31,7.25,3,0,0,10.75,Credit Card,Globe Taxi,28,8
3256,11.9,36.5,0,0,0,36.5,Cash,Sun Taxi,3,3
2715,17.3,44.5,9.8,0,4,58.8,Credit Card,Sun Taxi,POC,8
5100,12.9,32,0,0,0,32,Cash,Taxi Affiliation Services,4,76
1140,6.6,19.5,0,0,0,19.5,Unknown,Taxi Affiliation Services,39,44
1577,18.23,45.5,0,0,1,46.5,Cash,Flash Cab,8,76
292,0.87,5.5,2,0,3,11,Credit Card,City Service,33,33
1550,7.14,21.75,0,0,0,21.75,Prcard,Flash Cab,68,DOC
2280,18.1,45.25,0,0,0,45.25,Cash,Taxi Affiliation Services,32,76
300,0.7,5.25,0,0,0,5.25,Cash,Taxicab Insurance Agency,32,32
3180,6.7,27.75,0,0,0,27.75,Unknown,Taxi Affiliation Services,7,15
470,1.46,9.91,1.12,0,0,11.03,Mobile,Sun Taxi,8,28
865,3.09,11.75,3,0,0,15.25,Credit Card,City Service,8,33
2374,9.25,30.25,0,0,0,30.25,Prcard,Flash Cab,49,44
254,0.67,5.25,3,0,0,8.75,Credit Card,Flash Cab,28,32
301,0.76,5.5,0,0,0,5.5,Cash,Sun Taxi,28,8
660,0,7.75,0,0,0,7.75,Cash,Taxicab Insurance Agency,77,77
508,1.51,7.75,0,0,0,7.75,Cash,Sun Taxi,8,32
600,1.9,9,0,0,0,9,Cash,Star North Management LLC,28,8
437,0.97,6.5,0,0,1,7.5,Prcard,Flash Cab,8,8
765,2.66,10.5,0,0,0,10.5,Prcard,Flash Cab,77,3
180,0.6,4.75,0,0,0,4.75,Cash,Blue Ribbon Taxi Association Inc.,28,32
1689,12.66,33,6.7,0,0,40.2,Credit Card,Sun Taxi,41,6
1680,13.4,34,0,0,0,34,Unknown,Taxi Affiliation Services,7,42
2280,0.7,32.75,0,0,0,32.75,Unknown,Taxi Affiliation Services,47,33
1832,13.5,35.5,5.55,0,1,42.55,Credit Card,Flash Cab,POC,76
1560,0,24,0,0,0,24,Unknown,Taxi Affiliation Services,74,69
565,1.92,8.75,5,0,0,14.25,Credit Card,24 Seven Taxi,28,8
1388,0,10.75,0,0,0,10.75,Cash,Flash Cab,8,8
723,4.78,15,0,0,0,15,Prcard,Flash Cab,8,35
840,2.2,10.5,4,0,1,15.5,Credit Card,Taxicab Insurance Agency,28,8
300,0.8,5.75,0,0,0,5.75,Cash,Star North Management LLC,28,32
498,1.6,9.36,1,0,0,10.36,Mobile,Globe Taxi,8,8
480,1.5,7.5,0,0,0,7.5,Cash,Taxi Affiliation Services,8,8
1440,4.5,16.25,0,0,0,16.25,Cash,Taxi Affiliation Services,8,31
2770,12.66,45.27,0,0,0,45.27,Cash,Flash Cab,26,DOC
155,0.36,4.25,3,0,0,7.75,Credit Card,Sun Taxi,32,28
480,0,7.75,0,0,0,7.75,Cash,Taxi Affiliation Services,33,28
569,1.49,9.36,2.14,0,0,11.5,Mobile,24 Seven Taxi,32,8
677,3.96,26.14,0,0,0,26.14,Cash,Flash Cab,41,46
480,1.92,11.23,1.92,0,0,13.15,Mobile,24 Seven Taxi,8,32
341,1.03,6.25,4,0,0,10.75,Credit Card,Sun Taxi,8,32
420,1.9,7.75,3,0,0,10.75,Credit Card,Taxicab Insurance Agency,28,8
360,1.1,6.5,2,0,0,8.5,Credit Card,Top Cab Affiliation,28,8
2377,11.87,35.25,0,0,0,35.25,Prcard,Flash Cab,72,34
356,0,10.95,2.49,0,0,13.44,Mobile,Flash Cab,8,28
1970,8.44,26,0,0,0,26,Prcard,Flash Cab,10,22
208,0.68,5,0,0,0,5.5,Credit Card,24 Seven Taxi,28,32
453,0.91,6.25,0,0,0,6.25,Cash,City Service,POC,32
1473,10.36,28.5,4.35,0,0,32.85,Prcard,Flash Cab,32,43
480,1.3,7.25,0,0,0,7.25,Cash,Blue Ribbon Taxi Association Inc.,13,2
720,1.8,9.25,0,0,1,10.25,Cash,Medallion Leasin,28,28
2788,18.6,46.75,10.25,0,4,61.5,Credit Card,City Service,76,32
443,1.71,7.75,3,0,1,12.25,Credit Card,Flash Cab,33,31
2280,12.6,33,5,0,6,44,Credit Card,Taxi Affiliation Services,56,32
600,0,8,2,0,0,10,Credit Card,Blue Ribbon Taxi Association Inc.,28,8
960,3.4,13.25,2.75,0,0,16.5,Credit Card,Medallion Leasin,8,6
2280,8.9,27.75,0,0,0,27.75,Cash,Blue Ribbon Taxi Association Inc.,POC,1
780,2.5,10.75,2,0,0,13.25,Credit Card,Globe Taxi,28,8
0,0,3.25,0,0,0,3.25,Cash,Taxi Affiliation Services,3,3
3,0,3.25,0,0,0,3.25,Cash,Flash Cab,POC,DOC
600,0.1,9,0,0,0,9,Cash,Taxi Affiliation Services,28,8
1463,10.35,28.5,0,0,0,28.5,Prcard,Flash Cab,44,75
600,3.8,13,0,0,0,13,Cash,U Taxicab,POC,DOC
834,2.38,11.72,1.6,0,0,13.32,Mobile,Medallion Leasin,8,28
2640,10.46,30.75,0,0,0,30.75,Prcard,Flash Cab,17,8
776,0,12.06,2.74,0,0,14.8,Mobile,Patriot Taxi Dba Peace Taxi Associat,77,3
660,0,8.75,1,0,0,9.75,Credit Card,Taxi Affiliation Services,8,28
2220,12.4,34.25,7.95,0,5,47.2,Credit Card,Taxicab Insurance Agency,POC,8
327,1.21,6.5,0,0,0,6.5,Cash,City Service,8,32
145,0.52,4.5,4,0,0,9,Credit Card,Flash Cab,32,32
1920,11.4,31,0,0,4,35,Cash,Taxi Affiliation Services,76,DOC
540,2.9,10.5,2,0,0,12.5,Credit Card,Blue Ribbon Taxi Association Inc.,7,8
840,3.2,12,2.5,0,0,14.5,Credit Card,Taxi Affiliation Services,8,33
2340,6.6,24.75,0,0,0,24.75,Unknown,Taxi Affiliation Services,38,43
391,0.71,6,0,0,0,6,Cash,Flash Cab,6,6
708,0,17.98,4.06,0,0,22.04,Mobile,Flash Cab,8,32
663,4.23,13.25,0,0,0,13.25,Cash,Flash Cab,6,8
720,2.6,10.75,0,0,0,10.75,Cash,Top Cab Affiliation,8,33
1497,11.42,31.25,0,0,0,31.25,Prcard,Flash Cab,39,48
44,0.58,57.24,12.78,0,0,70.02,Mobile,City Service,76,76
639,2.34,9.75,3,0,1,14.25,Credit Card,Sun Taxi,32,33
1260,5.3,17,0,0,0,17,Unknown,Taxi Affiliation Services,38,32
2127,13.38,35.14,0,0,0,35.14,Cash,Flash Cab,71,32
3162,17.6,45.5,10.2,0,5,61.2,Credit Card,Medallion Leasin,76,8
268,1.11,6,0,0,0,6,Cash,Flash Cab,1,1
525,1.64,8,0,0,0,8,Cash,Flash Cab,28,8
0,0,3.25,0,0,0,3.25,Cash,Taxi Affiliation Services,6,6
7,0,9.36,1.07,0,0,10.43,Mobile,Sun Taxi,32,32
720,3.7,12.75,0,0,0,12.75,Cash,Medallion Leasin,8,8
41,0.04,3.25,0,0,0,3.25,Cash,Flash Cab,10,10
360,1,6.25,0,0,0,6.25,Cash,Top Cab Affiliation,28,8
338,0.68,4.75,0,0,0,4.75,Cash,Flash Cab,POC,76
0,0,3.25,0,0,0,3.25,Cash,Taxi Affiliation Services,6,DOC
1200,15,37.5,5,0,29.12,71.62,Credit Card,Taxi Affiliation Services,76,DOC
1200,7.1,21,0,0,0,21,Unknown,Taxi Affiliation Services,41,32
498,1.47,7.5,2,0,0,10,Credit Card,Sun Taxi,28,8
1802,12.13,33,0,0,0,33,Prcard,Flash Cab,43,28
2340,20.2,55.25,0,0,4,59.25,Cash,Taxicab Insurance Agency,POC,DOC
240,0,5.25,2,0,0,7.25,Credit Card,Taxicab Insurance Agency,28,32
327,0.93,6,0,0,0,6,Prcard,Flash Cab,8,8
0,0,12.75,2.65,0,0,15.4,Credit Card,Taxi Affiliation Services,33,33
540,2.3,9.75,1.95,0,0,11.7,Credit Card,Taxicab Insurance Agency,28,32
803,3.27,12.25,3.56,0,1.5,17.81,Credit Card,City Service,8,33
300,0.8,5.75,0,0,0,5.75,Cash,Blue Ribbon Taxi Association Inc.,28,24
1740,10.8,29.5,0,0,1,30.5,Prcard,Globe Taxi,2,8
361,0.97,6.25,1,0,0,7.75,Credit Card,Flash Cab,32,8
1274,17.63,43.02,0,0,0,43.02,Cash,Flash Cab,28,53
120,0,4,0,0,0,4,Cash,Taxi Affiliation Services,76,76
579,1.3,8,2,0,0,10.5,Credit Card,Globe Taxi,28,32
403,1.2,6.75,0,0,0,6.75,Cash,Flash Cab,7,7
1020,3.3,13,4,0,0,17,Credit Card,Top Cab Affiliation,8,33
240,0,4.5,2,0,0,6.5,Credit Card,Taxi Affiliation Services,32,32
1102,5.08,16,0.07,0,0,16.07,Prcard,Flash Cab,28,7
395,1.1,6.5,0,0,0,6.5,Cash,Flash Cab,28,32
540,1.8,8,2,0,0,10,Credit Card,Taxi Affiliation Services,32,28
240,0,4.75,0,0,0,4.75,Cash,Blue Ribbon Taxi Association Inc.,8,32
100,0.38,4,1,0,0.5,6,Credit Card,City Service,32,32
1953,6.76,24.75,0,0,0,24.75,Prcard,Flash Cab,6,6
698,3.53,15.64,2.65,1.5,0,19.79,Mobile,Chicago Independents,6,3
180,0.5,4.75,3,0,0,7.75,Credit Card,Taxi Affiliation Services,32,32
540,0,7.75,2,0,0,9.75,Credit Card,Taxicab Insurance Agency,28,32
1620,12.1,32.25,0,0,0,32.25,Unknown,Taxi Affiliation Services,POC,28
540,0,7.5,0,0,0,7.5,Cash,Taxi Affiliation Services,28,28
540,2.1,8.25,0,0,0,8.25,Cash,Taxicab Insurance Agency,28,8
0,0,3.25,0,0,0,3.25,Cash,Taxi Affiliation Services,8,8
862,11.89,30,0,0,0,30,Prcard,Sun Taxi,POC,DOC
2460,15.9,41.75,0,0,0,41.75,Cash,Taxi Affiliation Services,7,76
540,1.5,7.5,0,0,0,7.5,Unknown,Star North Management LLC,32,8
1939,10.3,30,0,0,0,30,Prcard,Flash Cab,50,39
1671,21.08,54.27,0,0,0,54.27,Cash,Flash Cab,8,DOC
660,1.8,8.5,0,0,0,8.5,Unknown,Taxi Affiliation Services,39,41
0,0,3.25,0,0,0,3.25,Cash,Taxi Affiliation Services,32,32
0,0,3.25,0,0,0,3.25,Cash,Taxi Affiliation Services,16,16
420,1.3,7.25,0,0,0,7.25,Cash,Taxicab Insurance Agency,32,28
600,5.4,15.75,0,0,0,15.75,Cash,Chicago Independents,6,32
300,0.8,6,0,0,0,6,Cash,Taxi Affiliation Services,28,32
420,1.1,6.5,2,0,0,8.5,Credit Card,Blue Ribbon Taxi Association Inc.,28,28
1097,8.28,22.75,0,0,0,22.75,Prcard,Flash Cab,35,46
240,0.4,4,0,0,0,4,Cash,Taxicab Insurance Agency,32,32
1693,11.02,31.25,0,0,0,31.25,Prcard,Flash Cab,33,44
0,0,3.25,0,0,0,3.25,Cash,Taxi Affiliation Services,32,32
2475,17.34,43.75,7.39,0,5,56.64,Credit Card,Flash Cab,76,8
420,1.1,6.75,0,0,0,6.75,Cash,Medallion Leasin,8,8
2225,21.3,51,11.1,0,4,66.6,Credit Card,Chicago Independents,76,33
0,0,3.25,0,0,0,3.25,Cash,Taxi Affiliation Services,32,32
372,0.79,6,3,0,0,9.5,Credit Card,Globe Taxi,32,8
1440,0.6,26.25,0,0,4,30.25,Credit Card,Taxi Affiliation Services,56,33
557,2.99,10.75,0,0,4,14.75,Cash,Sun Taxi,76,76
698,3.27,11.75,0,0,0,11.75,Prcard,Flash Cab,7,8
1680,0.7,33.5,0,0,4,37.5,Unknown,Taxi Affiliation Services,56,39
1260,15,37.5,0,0,0,37.5,Unknown,Taxi Affiliation Services,59,35
180,0.6,4.5,0,0,0,4.5,Cash,U Taxicab,32,8
360,0.8,6.25,0,0,0,6.25,Cash,Taxicab Insurance Agency,28,32
0,0,3.25,0,0,0,3.25,Cash,Taxi Affiliation Services,59,59
240,1,5.75,0,0,0,5.75,Cash,Taxi Affiliation Services,33,35
660,0,8.25,0,0,0,8.25,Unknown,Taxi Affiliation Services,8,8
437,2.61,9.5,2,0,0,12,Credit Card,Sun Taxi,32,24
1539,13.2,35,7.3,0,1,43.8,Mobile,Globe Taxi,8,56
0,0,3.25,0,0,0,3.25,Cash,Taxi Affiliation Services,33,33
933,4.16,13.5,0,0,0,13.5,Prcard,Flash Cab,2,3
540,1,7,0,0,1,8,Cash,U Taxicab,8,32
2432,21.75,71.14,0,0,0,71.14,Cash,Flash Cab,48,1
2106,1.33,16.25,0,0,0,16.25,Cash,Sun Taxi,32,28
1112,7.08,20.75,0,0,0,20.75,Prcard,Flash Cab,35,28
2400,9.4,30.75,6.25,0,0,37,Credit Card,Taxicab Insurance Agency,28,8
380,1.23,6.5,0,0,0,6.5,Cash,Flash Cab,77,77
1380,0.4,20.25,0,0,0,20.25,Unknown,Taxi Affiliation Services,25,DOC
912,3.62,12.75,0,0,0,12.75,Prcard,Flash Cab,35,8
430,1.11,6.75,0,0,0,6.75,Cash,Flash Cab,32,8
0,0,12,0,0,0,12,Credit Card,Taxi Affiliation Services,28,28
2475,11.54,35.5,0,0,0,35.5,Prcard,Flash Cab,41,29
639,4.34,13.75,2.85,0,0,17.1,Credit Card,Flash Cab,77,6
0,0,3.25,0,0,0,3.25,Cash,Taxi Affiliation Services,3,3
1140,3.4,12.75,3.3,0,0,16.05,Credit Card,Taxi Affiliation Services,5,4
2820,17.9,47.75,0,0,0,47.75,Unknown,Blue Ribbon Taxi Association Inc.,4,43
540,0,8,3,0,0,11,Credit Card,Taxi Affiliation Services,28,28
1980,12,31.25,0,0,0,31.25,Unknown,Blue Ribbon Taxi Association Inc.,71,28
989,1.2,9.5,0,0,5.5,15.5,Credit Card,Medallion Leasin,6,6
60,0,3.25,0,0,0,3.25,Cash,Taxi Affiliation Services,28,28
360,1.2,6.5,2,0,0,8.5,Credit Card,Taxicab Insurance Agency,28,28
420,0,17.73,4,0,0,21.73,Mobile,Flash Cab,8,24
600,0.1,9,2,0,0,11,Credit Card,Taxi Affiliation Services,7,8
660,1.8,8.75,0,0,0,8.75,Cash,Star North Management LLC,28,8
292,1.18,6.25,0,0,0,6.25,Cash,24 Seven Taxi,32,8
683,2.37,10,5,0,0,15.5,Credit Card,Flash Cab,28,28
7,0.01,11.38,1,0,0,12.38,Mobile,City Service,28,28
120,0.3,4,2,0,0,6,Credit Card,Top Cab Affiliation,28,28
139,0.62,4.75,0,0,0,4.75,Cash,Patriot Taxi Dba Peace Taxi Associat,8,8
720,2.5,10,0,0,2,12,Cash,Taxi Affiliation Services,8,8
211,0.6,4.75,0,0,0,4.75,Cash,Flash Cab,6,6
0,0,3.25,0,0,0,3.25,Cash,Taxi Affiliation Services,28,DOC
1500,0,47,0,0,6.5,53.5,Cash,Chicago Independents,76,DOC
360,1.3,7,1,0,0,8,Credit Card,Blue Ribbon Taxi Association Inc.,8,32
562,1.76,8.25,0,0,0,8.25,Cash,Flash Cab,8,32
3180,17.5,44.5,9.8,0,4,58.3,Credit Card,Taxicab Insurance Agency,POC,DOC
720,2.9,11,0,0,0,11,Cash,Taxi Affiliation Services,8,33
310,2.01,8,0,0,1,9,Cash,Flash Cab,28,32
1140,4.2,15.5,0,0,0,15.5,Unknown,Taxi Affiliation Services,44,42
420,1.2,6.75,0,0,0,6.75,Cash,Globe Taxi,8,32
2702,17.4,44,12.12,0,4,60.62,Credit Card,City Service,76,8
520,1.77,7.75,2,0,0,10.25,Credit Card,Flash Cab,3,77
180,0.3,4.5,0,0,0,4.5,Cash,Taxi Affiliation Services,8,8
2100,1,43,5.55,0,4,52.55,Credit Card,Taxi Affiliation Services,32,76
1457,0,52.36,11.7,0,0,64.06,Mobile,Patriot Taxi Dba Peace Taxi Associat,8,76
540,0,11.34,0,0,0,11.34,Credit Card,Taxicab Insurance Agency,6,8
1476,14.13,36.5,0,0,5.5,42,Cash,Chicago Independents,32,56
876,1.78,9.75,2,0,0,12.25,Credit Card,Sun Taxi,28,8
240,0,5.75,2,0,0,7.75,Credit Card,Taxi Affiliation Services,32,8
0,0,5.5,0,0,1.5,7,Cash,Taxi Affiliation Services,32,DOC
2369,17.62,44,0,0,4,48,Cash,Flash Cab,76,8
2269,20.95,50.75,13.81,0,4,69.06,Credit Card,City Service,76,33
840,5.6,16.25,0,0,0,16.25,Cash,Taxi Affiliation Services,28,33
107,0.35,4,0,0,0,4,Cash,City Service,8,8
600,1.9,8.75,1.5,0,0,10.25,Credit Card,Taxi Affiliation Services,7,22
2640,17.9,47,0,0,0,47,Cash,Blue Ribbon Taxi Association Inc.,57,3
240,1.1,5.75,0,0,0,5.75,Unknown,Taxicab Insurance Agency,72,72
360,1.3,6.75,0,0,0,6.75,Cash,Taxi Affiliation Services,POC,8
540,1.8,8.75,0,0,1,9.75,Cash,Medallion Leasin,28,8
1680,12,32,0,0,0,32,Unknown,Taxi Affiliation Services,39,38
0,0,39.25,9.9,0,0,49.15,Credit Card,Taxi Affiliation Services,32,32
600,3.1,11,0,0,0,11,Unknown,Blue Ribbon Taxi Association Inc.,69,71
1800,8.7,25,0,0,0,25,Unknown,Taxi Affiliation Services,70,43
540,0,7.75,2,0,0,9.75,Credit Card,Taxi Affiliation Services,8,32
2220,13.3,35.5,8,0,4,47.5,Credit Card,Taxicab Insurance Agency,56,32
724,3.28,11.25,0,0,0,11.25,Cash,Flash Cab,6,3
319,0.97,6,0,0,1,7,Cash,Sun Taxi,32,32
180,0.7,4.75,0,0,1,5.75,Cash,Top Cab Affiliation,32,32
1020,6,18.75,0,0,0,18.75,Cash,Top Cab Affiliation,32,39
460,1.41,7.25,1,0,1,9.75,Credit Card,Sun Taxi,33,32
254,0.79,5.5,0,0,0,5.5,Prcard,Flash Cab,3,3
1440,1.2,48,0,0,25,73,Credit Card,Blue Ribbon Taxi Association Inc.,76,DOC
660,3.3,11.75,2.45,0,0,14.7,Credit Card,Globe Taxi,8,7
621,2.81,0,0,0,0,0,Cash,Medallion Leasin,8,6
420,0,6.75,0,0,0,6.75,Cash,Taxi Affiliation Services,28,28
14,0.01,3.25,0,0,0,3.25,Cash,City Service,8,8
2227,8.47,28.25,0,0,1,29.25,Prcard,Patriot Taxi Dba Peace Taxi Associat,3,24
300,1.4,6.75,0,0,0,6.75,Cash,Top Cab Affiliation,33,35
91,0.36,4,4.38,0,0,8.38,Cash,Flash Cab,POC,DOC
364,1.29,6.5,4,0,0,11,Credit Card,Sun Taxi,28,32
720,3.8,12.5,0,0,0,12.5,Cash,Taxi Affiliation Services,43,41
3660,18.1,47.75,10.65,0,5,63.4,Credit Card,U Taxicab,76,32
188,0.62,5,0,0,0,5,Cash,Sun Taxi,28,32
207,0.57,5,1.5,0,0,7,Credit Card,Flash Cab,32,32
723,2.46,10,3,0,1.5,15,Credit Card,Sun Taxi,32,33
831,0,13.31,3.02,0,0,16.33,Mobile,Flash Cab,8,31
360,1,6.25,0,0,0,6.25,Cash,Taxi Affiliation Services,28,32
184,0.77,5.25,0,0,0,5.25,Cash,Flash Cab,7,7
2115,8.96,27.5,0.07,0,0,27.57,Prcard,Flash Cab,46,DOC
4500,1.3,56,0,0,6,62,Cash,Taxi Affiliation Services,76,32
3060,17.1,43.5,5,0,4,52.5,Credit Card,Taxi Affiliation Services,76,28
2272,14,36.75,0,0,4,40.75,Cash,Flash Cab,76,3
2520,20.1,53.75,10,0,25,88.75,Credit Card,Taxicab Insurance Agency,76,DOC
600,1.6,8.5,1.7,0,0,10.2,Mobile,Globe Taxi,8,32
1440,12.1,31.25,7.15,0,4,42.4,Credit Card,Taxi Affiliation Services,32,56
1597,11,30.25,0,0,0,30.25,Prcard,Globe Taxi,42,49
480,1.8,8.25,1.54,0,0,9.79,Credit Card,Taxi Affiliation Services,8,32
1276,13.3,34,7,0,21,62.5,Credit Card,Chicago Independents,76,DOC
300,1.3,6.5,0,0,0,6.5,Cash,Taxicab Insurance Agency,28,24
1421,10.29,28,0,0,0,28,Prcard,Flash Cab,1,32
2160,10.3,30,5,0,5,40,Credit Card,Top Cab Affiliation,POC,DOC
370,1.11,9.36,2.14,0,0,11.5,Mobile,Medallion Leasin,8,8
240,0.7,5.25,0,0,0,5.25,Cash,Taxi Affiliation Services,28,32
517,1.34,7.5,0,0,2,9.5,Cash,Chicago Independents,8,32
240,0.6,5,1,0,0,6,Credit Card,Taxi Affiliation Services,28,32
1781,11.57,31.77,0,0,0,31.77,Cash,Flash Cab,71,28
420,0,6.5,1,0,0,7.5,Credit Card,Taxi Affiliation Services,32,8
180,0.6,5,0,0,0,5,Cash,Top Cab Affiliation,32,32
1145,9.2,24.5,5.8,0,4,34.8,Credit Card,City Service,56,33
1740,0.7,32,0,0,0,32,Unknown,Taxi Affiliation Services,35,19
480,3,10.5,0,0,0,10.5,Unknown,Taxi Affiliation Services,33,33
1,0,3.25,0,0,0,3.25,Cash,Flash Cab,8,8
1716,11.98,32,0,0,0,32,Prcard,Flash Cab,76,16
1698,10.47,28,0,0,7,35,Cash,Flash Cab,POC,14
2640,17.61,44.5,10.1,0,5.5,60.6,Credit Card,Sun Taxi,POC,32
420,1.2,7.25,0,0,0,7.25,Cash,Top Cab Affiliation,32,32
480,1.3,7.25,1,0,0,8.25,Credit Card,Choice Taxi Association,8,32
3780,19,49.75,11.05,0,5,65.8,Credit Card,Taxicab Insurance Agency,76,32
3120,15.4,41.5,0,0,4,45.5,Cash,Star North Management LLC,76,23
2265,18.66,45.5,5,0,4,55,Credit Card,Sun Taxi,76,31
2100,11,31,0,0,0,31,Unknown,Taxi Affiliation Services,75,38
893,3.43,12.25,0,0,0,12.25,Cash,Flash Cab,41,43
3261,17.31,50.25,0,0,0,50.25,Prcard,Flash Cab,5,DOC
1320,0,15,0,0,0,15,Unknown,Taxi Affiliation Services,28,7
2216,14.18,39,0,0,0,39,Cash,Flash Cab,1,28
360,0.7,5.75,3,0,0,8.75,Credit Card,Taxicab Insurance Agency,32,32
1475,13.01,40.77,0,0,0,40.77,Cash,Flash Cab,49,34
120,0,4.75,0,0,0,4.75,Cash,Taxi Affiliation Services,35,35
2220,18.5,46,5,0,1,52,Credit Card,Taxicab Insurance Agency,8,76
2212,13,35.75,4,0,5,45.25,Credit Card,Medallion Leasin,56,8
365,1.22,9.36,2.14,0,0,11.5,Mobile,24 Seven Taxi,8,8
1933,8.76,27.25,0,0,0,27.25,Prcard,Flash Cab,43,63
780,0,10.25,2,0,0,12.25,Credit Card,Taxi Affiliation Services,28,8
300,1.2,6.25,2,0,0,8.25,Credit Card,Taxicab Insurance Agency,28,32
2100,0,33.75,0,0,0,33.75,Unknown,Taxi Affiliation Services,46,28
342,0.76,5.75,1.25,0,0,7.5,Credit Card,Flash Cab,8,8
960,8,22.5,0,0,2,24.5,Cash,Medallion Leasin,8,41
360,1,6,2,0,0,8,Credit Card,Top Cab Affiliation,8,32
202,0.3,4.5,1,0,0,6,Mobile,Chicago Independents,32,32
3300,0,45.5,10,0,4,59.5,Credit Card,Taxi Affiliation Services,76,32
240,0,5,0,0,0,5,Cash,Blue Ribbon Taxi Association Inc.,32,32
1261,2.51,12.75,0,0,1,13.75,Prcard,Sun Taxi,23,24
492,1.68,7.75,0,0,0,7.75,Prcard,Flash Cab,1,1
480,1.8,8.25,0,0,0,8.25,Cash,KOAM Taxi Association,28,28
967,2.99,12.25,0,0,0,12.25,Prcard,Flash Cab,41,43
369,0.82,5.75,0,0,1,6.75,Cash,Flash Cab,3,3
334,1.2,6.25,0,0,0,6.75,Credit Card,Medallion Leasin,32,28
2404,17.64,44.25,12.31,0,4.5,61.56,Credit Card,Sun Taxi,76,28
360,1.4,7,3,0,0,10,Credit Card,Taxicab Insurance Agency,32,28
2862,18.4,47,10.3,0,4,61.8,Credit Card,Sun Taxi,76,8
1427,10.4,28,0,0,0,28,Prcard,City Service,27,6
3714,5.74,29.75,0,0,0,29.75,Prcard,Flash Cab,75,DOC
240,0.7,5.25,0,0,1,6.25,Cash,Medallion Leasin,8,8
319,0.6,5,0,0,2.5,8,Credit Card,Medallion Leasin,32,32
2014,8.38,25.5,5.2,0,0,30.7,Prcard,Flash Cab,61,28
1620,0,30,0,0,0,30,Unknown,Taxi Affiliation Services,69,27
0,0,3.5,2.5,0,0,6,Cash,Taxi Affiliation Services,33,DOC
63,0,3.25,0,0,0,3.25,Cash,Globe Taxi,8,8
480,1.7,8,0,0,0,8,Unknown,Taxi Affiliation Services,33,28
2047,17.11,37.39,0,0,0,37.39,Cash,Flash Cab,75,28
900,5.6,16.75,0,0,0,16.75,Cash,Globe Taxi,32,30
484,1.68,7.75,3,0,0,11.25,Credit Card,Sun Taxi,8,28
157,0.41,4.25,0,0,0,4.25,Prcard,Flash Cab,4,4
0,0,3.25,0,0,0,3.25,Cash,Taxi Affiliation Services,41,41
900,0,11.27,1.13,0,0,12.4,Credit Card,Taxicab Insurance Agency,8,32
630,2.98,16.38,2.78,0,0,19.16,Mobile,Sun Taxi,32,33
2280,18.4,45.5,5.35,0,7.5,58.85,Mobile,Medallion Leasin,6,32
180,0.5,4.75,0,0,0,4.75,Cash,Taxi Affiliation Services,33,33
664,1.4,8.25,3,0,0,11.75,Credit Card,Chicago Independents,8,28
3270,7.16,30.25,0,0,0,30.25,Prcard,Flash Cab,43,44
840,5.5,17,0,0,0,17,Cash,Medallion Leasin,3,8
720,2.6,10.5,5,0,0,15.5,Credit Card,Star North Management LLC,8,33
1417,17.33,43,8.7,0,0,52.2,Credit Card,Flash Cab,8,76
3480,14.2,39.25,0,0,4,43.25,Cash,Top Cab Affiliation,76,7
422,0,9.36,2.14,0,0,11.5,Mobile,Flash Cab,8,8
106,0.16,3.75,0,0,0,3.75,Cash,Flash Cab,32,32
1550,13.04,34.5,0,0,0,35,Credit Card,City Service,8,56
734,5.15,16,3.3,0,0,19.8,Credit Card,Sun Taxi,8,33
2880,0,36.75,5,0,4,45.75,Credit Card,Taxi Affiliation Services,76,6
420,1.2,7,0,0,1,8,Cash,Choice Taxi Association,8,32
3420,17.1,45.25,10,0,5,60.25,Credit Card,4623 - 27290 Jay Kim,POC,DOC
960,0.17,8.5,0,0,0,8.5,Cash,City Service,28,28
2060,6.75,23.5,0,0,0.5,24,Cash,Flash Cab,28,6
