Versus,Exit_Velocity,Launch_Angle,Pitch_Speed,Distance,Pitcher_Age,Pitch_Type,Batter_Age
OAK,109,24,88.7,409,28,Cutter,26
PIT,100.7,29,54.8,409,27,Eephus,33
CLE,104.4,28,94,409,27,Four Seam,31
MIA,104,32,92.9,409,32,Four Seam,33
PIT,108.5,22,80.4,409,29,Curveball,33
CWS,102.8,34,81,409,28,Changeup,29
SEA,105.9,30,90.5,409,31,Sinker,31
MIA,105.6,31,96.4,409,24,Four Seam,23
CLE,104.1,32,95.8,409,27,Four Seam,27
AZ,104.7,34,77.6,409,33,Curveball,25
MIN,107,24,94.4,409,24,Split-Finger,27
CIN,104.2,29,96.8,408,30,Four Seam,23
OAK,100.9,30,95,408,31,Four Seam,28
CWS,103.9,27,93,408,26,Four Seam,25
HOU,106.7,26,98.1,408,25,Four Seam,31
OAK,107.1,35,80.5,408,26,Slider,25
CHC,104.2,25,92.8,408,27,Four Seam,28
NYM,104,29,84,408,29,Slider,31
MIA,105.4,29,83.7,408,25,Curveball,30
LAD,105.4,29,93.4,408,33,Four Seam,26
CIN,104.4,23,83.4,408,30,Slider,30
TOR,101.3,31,90.5,408,36,Cutter,31
BOS,101.5,34,90.1,408,24,Four Seam,24
COL,102,32,86.3,408,30,Changeup,28
WSH,109.8,19,87.6,408,29,Cutter,24
MIA,107.3,24,98.9,408,27,Sinker,25
MIA,107.5,27,94.5,408,25,Four Seam,28
MIN,104.3,24,88.6,408,27,Four Seam,28
BOS,103.9,35,83.8,408,26,Slider,27
TOR,103.8,24,84.8,408,31,Slider,25
DET,104.6,27,84.9,408,27,Changeup,24
PIT,104.7,30,78.7,408,33,Curveball,30
TB,103.8,30,91,408,27,Sinker,23
CIN,104.7,30,82.2,408,24,Curveball,27
HOU,106.2,30,91.8,408,32,Four Seam,28
CIN,106,35,92.4,408,27,Four Seam,34
PIT,104.4,35,80.7,408,25,Slider,35
STL,102.8,35,91.1,408,29,Four Seam,28
LAA,107.6,32,92,408,31,Four Seam,30
LAA,107.6,24,94.5,408,26,Four Seam,25
TB,104.9,27,91.6,408,26,Sinker,30
NYY,106.7,21,89.3,408,32,Slider,27
SEA,110.4,23,84.9,408,24,Slider,25
TEX,104.8,27,91.8,408,37,Four Seam,27
CLE,105.6,31,86.7,408,27,Changeup,32
LAA,102.1,26,81.2,408,30,Slider,32
NYY,106.8,27,93.5,408,26,Four Seam,27
SF,102.8,30,101.8,408,25,Cutter,26
MIL,105,31,93.9,408,24,Sinker,24
TEX,103.2,23,91.8,408,26,Sinker,26
STL,109.2,23,90.8,408,32,Sinker,26
TOR,103.3,30,94.7,408,24,Sinker,28
MIL,103.3,29,95.7,408,30,Sinker,30
LAA,100.1,29,85.8,408,30,Slider,28
SD,109.1,36,93.4,408,36,Sinker,32
ATL,109.8,22,94.3,408,27,Four Seam,31
MIA,107.9,31,96.2,408,25,Four Seam,27
STL,103.7,32,85.2,408,26,Slider,27
MIL,108.4,22,97.3,408,36,Four Seam,27
MIL,104.2,26,88.7,408,28,Changeup,24
SF,104.2,31,94.7,408,26,Sinker,30
TOR,101.9,31,61.1,408,33,Curveball,23
DET,108,25,86.4,408,24,Changeup,29
ATL,103.6,24,92.1,408,30,Four Seam,26
NYM,113.8,21,86.3,408,35,Changeup,25
MIN,105.2,21,90.7,408,30,Sinker,31
CIN,102.3,28,93.5,408,31,Four Seam,27
BAL,110.1,26,92.5,408,30,Four Seam,31
MIL,110.9,25,91.4,408,26,Four Seam,33
LAA,100.3,29,94.1,408,27,Four Seam,25
DET,104.1,28,93.3,408,25,Four Seam,34
DET,105.3,25,91.5,408,26,Four Seam,26
MIL,103.6,26,90.5,408,29,Changeup,30
CIN,104.5,27,84.7,408,29,Slider,27
WSH,104.8,32,94.8,408,25,Four Seam,32
NYY,103.6,29,95.2,408,28,Four Seam,31
TEX,104.3,33,83.3,408,26,Cutter,27
OAK,105,30,89.4,408,26,Four Seam,28
CHC,103.4,26,77.4,408,33,Knuckle Curve,27
CHC,103.9,29,85.9,408,33,Four Seam,31
STL,101.6,31,86.8,408,34,Changeup,31
LAD,102.4,26,87.3,408,34,Slider,25
CLE,107.8,37,92.8,408,26,Four Seam,30
AZ,111.6,17,92.8,408,28,Sinker,28
STL,104.1,31,84.5,408,24,Slider,26
SD,107.9,25,82.5,408,30,Changeup,28
COL,101.6,28,85.7,408,31,Slider,26
TOR,103.8,30,95.7,408,31,Four Seam,32
BAL,103.1,29,93.9,408,26,Four Seam,27
NYY,107.8,24,88.5,408,32,Slider,28
TEX,105.5,24,78.2,408,28,Slider,25
CHC,102.3,31,94.4,408,36,Sinker,31
COL,102.6,30,91.7,408,34,Cutter,35
SF,103.6,32,94.7,408,29,Four Seam,29
KC,102.3,29,92.1,408,25,Four Seam,35
HOU,104.9,33,92.4,408,29,Sinker,23
KC,108.8,30,97.2,408,29,Four Seam,29
PIT,102.3,31,94.9,408,23,Four Seam,35
CWS,105.4,25,92.5,407,28,Four Seam,24
TOR,109.2,22,93,407,30,Sinker,24
CWS,106.3,23,92.9,407,28,Four Seam,25
DET,102.2,29,92.6,407,24,Four Seam,29
AZ,103.4,29,82.4,407,28,Slider,27
TEX,108.6,24,89.1,407,25,Cutter,28
SD,104.3,21,86.6,407,30,Slider,30
BAL,106.3,34,91.9,407,27,Four Seam,26
CLE,105.3,25,85.3,407,27,Slider,26
WSH,96.3,40,80.6,407,38,Changeup,28
LAA,105.8,35,93.4,407,31,Four Seam,31
PHI,107,28,90.8,407,35,Sinker,24
STL,99.4,32,94.3,407,32,Sinker,32
HOU,106.2,20,93.2,407,27,Four Seam,28
PHI,100.2,28,77.4,407,29,Knuckle Curve,30
CWS,104,28,94,407,28,Four Seam,28
TB,109.4,22,81.1,407,29,Slider,28
AZ,109.6,24,92.9,407,33,Four Seam,30
LAD,104.6,24,93.3,407,28,Four Seam,31
OAK,104.7,23,80.4,407,27,Curveball,31
LAD,110.6,27,96.1,407,35,Four Seam,30
MIA,107,26,85.2,407,28,Cutter,32
STL,102.9,26,88.3,407,28,Slider,31
LAD,108.6,30,95,407,27,Four Seam,37
MIN,102.8,32,95.8,407,28,Four Seam,26
CIN,103.9,32,91,407,35,Four Seam,27
LAD,104.7,34,94.2,407,31,Four Seam,36
LAD,104.4,24,87.9,407,33,Cutter,26
LAD,104.4,32,92.5,407,28,Four Seam,35
NYM,104.4,28,83.8,407,30,Slider,35
CWS,101.8,29,95,407,26,Four Seam,28
CIN,101.7,34,75.8,407,27,Slider,28
CHC,101.2,30,84,407,36,Cutter,32
KC,101.6,27,86.5,407,25,Changeup,30
CWS,105.6,36,84,407,30,Slider,29
HOU,105.2,24,96,407,26,Four Seam,24
LAA,104.3,29,92.8,407,24,Four Seam,29
CLE,109.7,24,92.5,407,27,Four Seam,22
OAK,103.3,32,90.8,407,29,Four Seam,28
LAA,108.4,34,91.3,407,26,Four Seam,36
STL,102.7,37,90.5,407,26,Changeup,26
SF,107,25,95.8,407,30,Four Seam,33
WSH,101.3,36,75.2,407,35,Slider,32
CIN,104.7,28,81.2,407,24,Curveball,23
CWS,109.1,20,84.3,407,28,Slider,29
TEX,103.9,34,92.9,407,33,Four Seam,38
CLE,101.4,24,87.2,407,24,Cutter,30
SD,101,30,87,407,30,Changeup,38
HOU,106.6,23,91.6,407,27,Four Seam,24
CHC,106.5,25,92.8,407,30,Four Seam,32
TB,103.7,27,72.3,407,31,Curveball,31
STL,106.2,27,93.7,407,34,Four Seam,30
TOR,107.7,29,93,407,29,Four Seam,25
ATL,108.8,21,88.2,407,27,Slider,27
WSH,110.8,27,95.4,407,24,Four Seam,25
PHI,101.7,25,88.6,407,33,Slider,32
SD,98.5,28,88.8,407,28,Four Seam,32
COL,104.4,28,94.8,407,27,Sinker,29
NYM,111.6,37,99.5,407,34,Four Seam,28
COL,102.8,29,87.2,407,29,Changeup,25
SD,107.5,22,81.8,407,28,Changeup,33
PHI,105.3,35,86.3,407,31,Slider,34
CHC,110.2,22,95.2,407,29,Four Seam,31
KC,105.1,29,97.6,407,26,Four Seam,28
AZ,103,23,91.5,407,33,Sinker,35
MIA,107.7,28,94,407,25,Four Seam,29
PIT,106.6,27,96.4,407,28,Four Seam,28
CLE,103.2,26,85.5,407,27,Cutter,28
LAD,103,27,95.2,407,27,Four Seam,29
PIT,104.1,26,94.6,407,23,Four Seam,27
SEA,106.8,33,88.2,407,30,Four Seam,28
PIT,105,34,80.8,407,32,Slider,31
DET,107.3,36,84.1,407,24,Changeup,27
AZ,104.5,38,88.2,407,27,Cutter,24
CLE,104.1,30,89,407,24,Slider,28
SEA,102.9,24,78.8,407,30,Changeup,25
DET,110.5,35,79.7,407,29,Slider,22
CIN,105.5,26,86.4,407,23,Slider,24
OAK,110.9,27,85.7,407,29,Slider,31
TB,109,41,75.2,406,28,Curveball,30
OAK,104.2,26,77.6,406,26,Curveball,27
OAK,106.7,23,94.1,406,28,Four Seam,25
BOS,105.9,39,79.6,406,26,Curveball,24
MIA,103.9,37,92.4,406,26,Four Seam,29
SD,103.6,31,95.7,406,36,Four Seam,22
MIL,102,29,84.6,406,29,Curveball,31
STL,106.1,20,93.4,406,31,Sinker,28
MIL,104.3,33,88.1,406,27,Slider,31
LAD,107.4,25,95.2,406,29,Four Seam,32
AZ,103.2,29,93.1,406,38,Four Seam,35
CIN,104.3,35,81.2,406,35,Knuckle Curve,31
NYM,104,30,77.8,406,30,Curveball,29
CIN,104.4,29,94.5,406,27,Four Seam,27
SD,97.9,29,88.9,406,30,Cutter,35
HOU,104.6,26,87.5,406,25,Slider,30
ATL,101.2,27,88.6,406,24,Changeup,29
DET,105.7,37,93.7,406,24,Four Seam,26
MIA,115.6,21,87.8,406,24,Slider,28
NYY,107,26,95.3,406,27,Four Seam,33
NYM,106.5,26,89.9,406,33,Sinker,26
MIN,105.1,23,90.8,406,33,Sinker,30
TB,107.2,26,81.1,406,26,Changeup,35
OAK,104,35,90.3,406,33,Four Seam,25
OAK,108.3,24,88,406,29,Slider,31
BAL,106.5,23,89.9,406,27,Split-Finger,33
DET,102.3,30,81,406,24,Changeup,31
PIT,109.6,37,85.4,406,29,Changeup,29
BOS,100.9,26,90,406,31,Cutter,24
CHC,104.6,34,91.5,406,31,Sinker,30
OAK,108,31,85.5,406,28,Slider,26
LAA,101.7,28,93.4,406,26,Four Seam,24
TOR,107.6,29,95,406,31,Four Seam,29
PIT,103.6,26,86.6,406,29,Changeup,28
ATL,102.6,27,96.1,406,29,Four Seam,28
DET,102.2,25,81.2,406,24,Changeup,30
MIN,102.8,29,90.8,406,27,Four Seam,28
MIN,102.8,25,89.1,406,34,Slider,26
WSH,111,21,88.3,406,38,Sinker,30
SF,104.7,30,90.5,406,30,Sinker,24
PHI,105.6,26,78,406,29,Knuckle Curve,29
CWS,107.4,26,97.3,406,33,Four Seam,27
CIN,104.4,30,85.8,406,28,Split-Finger,35
TEX,108,41,95.9,406,36,Four Seam,28
PHI,112.5,20,92.2,406,26,Sinker,30
WSH,102.8,33,80.7,406,29,Curveball,26
BOS,108.4,29,93.3,406,31,Four Seam,22
NYY,101.1,26,90.6,406,30,Sinker,24
CIN,101.4,32,86.3,406,30,Changeup,30
ATL,110.9,25,90.9,406,23,Cutter,28
PIT,102.6,29,78.9,406,29,Curveball,24
OAK,107,26,85.1,406,29,Split-Finger,28
CIN,105.8,21,94,406,24,Sinker,30
SF,105.5,23,94.6,406,27,Four Seam,29
SF,103.8,27,83.4,406,29,Changeup,30
CHC,105.2,37,93.1,406,24,Four Seam,31
ATL,105,37,93.9,406,28,Four Seam,27
DET,103.5,27,94.5,406,27,Sinker,30
LAD,100.4,31,81.7,406,28,Split-Finger,29
AZ,102.9,34,81.1,406,37,Knuckle Curve,24
BAL,103.6,33,99.6,406,27,Four Seam,32
CWS,104.8,30,96.2,406,28,Four Seam,26
STL,104,26,94.1,406,24,Four Seam,29
MIA,104,32,82.1,406,31,Slider,29
TB,113,24,80.2,406,31,Slider,31
MIN,111.2,20,82.2,406,38,Sinker,22
WSH,104.2,30,91.6,406,27,Four Seam,27
WSH,104.8,29,93.6,406,25,Four Seam,26
MIN,108.3,26,89.8,406,27,Four Seam,23
NYM,105.9,32,95.9,406,30,Four Seam,29
BAL,105.1,26,94.8,406,30,Four Seam,25
MIN,106.6,23,83.4,406,26,Slider,29
SF,103.9,28,81.1,406,26,Slider,30
MIL,104.4,33,94.2,406,27,Four Seam,24
TB,101.4,27,77.5,406,28,Slider,30
CHC,105.1,27,80.3,406,27,Slider,34
TEX,106.5,24,94.5,406,31,Four Seam,30
KC,105.2,30,94.5,406,26,Sinker,25
OAK,105.8,29,92.6,406,28,Sinker,26
LAD,102.7,24,93.8,406,28,Four Seam,28
LAD,106.7,24,76.8,406,26,Curveball,30
LAA,104.9,30,86.8,405,35,Changeup,24
PHI,103.7,28,92.5,405,28,Sinker,32
DET,103,24,80.7,405,33,Split-Finger,24
MIA,101.1,26,94.7,405,24,Four Seam,30
MIA,104,32,83.3,405,25,Curveball,26
LAD,108.8,32,87.2,405,25,Slider,29
LAA,103,28,94.6,405,30,Four Seam,32
BAL,105.6,21,100,405,27,Four Seam,28
AZ,106.7,23,93.9,405,34,Sinker,26
STL,103.3,26,92.9,405,34,Four Seam,30
SEA,111.6,22,86.4,405,31,Slider,25
COL,103.3,31,90.5,405,29,Four Seam,28
SD,106.8,36,92,405,38,Sinker,33
BAL,103.1,32,79.6,405,32,Slider,30
SF,105.8,33,94.2,405,36,Four Seam,27
LAA,109.9,21,86.1,405,28,Slider,30
LAD,102.8,32,61.8,405,30,Other,24
BAL,101,29,95.1,405,27,Four Seam,32
LAD,109.9,22,84.3,405,33,Cutter,30
OAK,107.4,22,79,405,29,Curveball,23
ATL,103.5,38,90.2,405,35,Cutter,30
SD,104.4,28,88,405,30,Sinker,27
KC,104.8,23,97.2,405,27,Sinker,24
CLE,108.5,29,88.2,405,27,Slider,31
WSH,104.8,25,93.4,405,25,Four Seam,30
SF,109.1,32,96,405,30,Four Seam,35
CIN,103,36,89.7,405,24,Slider,37
DET,102.5,28,89.2,405,26,Slider,23
PIT,106.7,36,80.5,405,27,Slider,24
CHC,104.7,34,92.3,405,27,Sinker,27
CHC,102,28,93.8,405,27,Four Seam,30
PIT,100.3,33,95.8,405,26,Four Seam,27
LAA,107.7,24,92.2,405,30,Four Seam,27
WSH,101.9,31,94.9,405,25,Four Seam,34
CHC,102.9,30,91.8,405,33,Sinker,28
PIT,104.1,27,86.1,405,29,Slider,28
COL,97.1,30,95.2,405,27,Sinker,25
LAD,106.4,23,92.6,405,37,Sinker,25
BOS,103.9,29,70.9,405,42,Curveball,33
TEX,114.4,22,78.3,405,28,Slider,31
DET,105.5,28,92.2,405,24,Four Seam,26
BAL,107,21,86.5,405,26,Slider,27
TB,106.7,24,90.2,405,28,Cutter,28
PIT,102.4,25,81.8,405,29,Slider,28
STL,104.5,30,95.9,405,26,Four Seam,29
CHC,107.4,30,81.7,405,32,Changeup,33
LAA,103.3,31,93.7,405,23,Four Seam,26
CLE,103.6,31,85.8,405,27,Cutter,26
CLE,107.8,26,86,405,27,Cutter,24
NYY,104.7,32,85.7,405,29,Slider,31
LAD,103.7,25,90.5,405,34,Four Seam,21
TOR,104.2,33,83.6,405,27,Slider,31
BAL,100,29,93.6,405,28,Four Seam,28
BOS,103.2,30,92.4,405,32,Cutter,35
NYM,105.9,32,96.4,405,29,Four Seam,30
DET,107.7,23,92.7,405,24,Four Seam,30
CIN,100,29,84.1,405,35,Changeup,25
SD,106.6,24,86.6,405,32,Cutter,22
NYM,102.1,26,90.7,405,27,Sinker,28
STL,107.4,30,87.1,405,34,Slider,29
TOR,103.8,26,89,405,29,Cutter,27
CIN,102.9,35,93.7,405,24,Cutter,27
TEX,110.6,23,92.7,405,27,Sinker,28
TOR,102.9,34,86.6,405,31,Split-Finger,24
CIN,99.2,33,94.3,405,23,Four Seam,32
WSH,103.4,26,84,405,33,Slider,27
AZ,108.6,28,88,405,29,Cutter,28
LAA,109,22,95.4,405,27,Four Seam,28
SD,111.1,23,94.6,405,28,Sinker,30
CLE,104.1,30,92.5,405,35,Cutter,27
COL,104.6,40,93.4,404,27,Four Seam,24
HOU,100.7,31,81.4,404,25,Slider,28
SD,99.7,32,79.8,404,32,Slider,27
ATL,112,19,87.6,404,32,Cutter,29
STL,103.6,22,88.6,404,26,Changeup,30
BOS,103.9,34,77.1,404,29,Knuckle Curve,28
NYM,105.4,32,83.8,404,38,Changeup,29
CHC,99.2,28,81,404,29,Slider,29
WSH,102.2,28,97.3,404,30,Four Seam,25
SF,104.6,23,83.4,404,31,Changeup,30
SD,103.9,27,93.3,404,30,Four Seam,23
CWS,101,26,84.4,404,33,Curveball,24
TOR,98.9,34,93.8,404,29,Four Seam,32
SD,106.6,27,90.7,404,30,Sinker,29
TB,105.5,35,88.1,404,36,Sinker,31
NYY,105.4,35,96,404,27,Sinker,32
CIN,107.3,24,84.4,404,30,Slider,27
COL,106.5,28,90.3,404,26,Sinker,35
TOR,102.9,26,86.6,404,31,Slider,26
KC,104.4,27,84.3,404,26,Slider,30
TB,100.1,30,83.7,404,25,Curveball,25
STL,110.3,33,93.4,404,27,Four Seam,24
PIT,100.5,28,87,404,29,Cutter,25
PIT,104.8,34,91.6,404,29,Four Seam,30
CLE,105.2,24,90.2,404,27,Four Seam,28
HOU,104,34,92.8,404,34,Four Seam,28
PHI,108.8,36,95,404,32,Four Seam,30
STL,100.5,31,79.7,404,26,Slider,28
STL,105.5,37,89.2,404,41,Sinker,25
NYM,103.9,33,88.2,404,31,Changeup,26
TOR,100.2,26,84.2,404,31,Changeup,27
SD,104,26,89,404,32,Changeup,26
OAK,99.7,31,84.5,404,28,Changeup,25
MIN,104.6,27,97.1,404,31,Four Seam,29
TB,105.2,26,89.9,404,33,Sinker,30
AZ,102.8,29,85.8,404,34,Four Seam,26
TOR,104.8,22,87,404,32,Sinker,29
STL,106.8,26,86.5,404,41,Sinker,30
PHI,103.3,25,89.2,404,26,Four Seam,32
PHI,105,23,96.5,404,32,Four Seam,22
MIL,109.4,20,97.5,404,29,Four Seam,27
OAK,101.8,29,90.3,404,28,Sinker,35
ATL,105.5,24,92.5,404,28,Four Seam,32
BAL,106.6,27,97.9,404,27,Four Seam,29
AZ,106.8,20,88.7,404,34,Changeup,30
SF,99.9,30,93.3,404,32,Four Seam,30
DET,104.6,25,84.3,404,33,Slider,23
MIN,98.3,27,87.5,404,34,Slider,31
BOS,103.3,30,94.6,404,26,Four Seam,35
ATL,108.3,27,87.8,404,27,Changeup,30
MIN,109.6,34,87.9,404,29,Slider,30
CHC,107.3,26,83.3,404,32,Changeup,27
WSH,106,21,90,404,29,Cutter,29
OAK,107.8,36,83,404,29,Slider,28
STL,107.8,18,82.4,404,33,Changeup,28
OAK,100.3,27,86.7,404,26,Cutter,26
LAA,102.9,25,91.9,404,26,Four Seam,25
NYY,103,37,91.7,404,32,Cutter,32
PIT,102,33,84.6,404,30,Changeup,26
WSH,105.3,28,93.9,404,30,Four Seam,30
TOR,102,27,87.6,404,23,Changeup,33
CLE,103.4,25,87.1,404,25,Changeup,35
CWS,106.7,29,93.8,404,25,Four Seam,25
BAL,108.3,30,90.6,404,26,Cutter,39
OAK,105.5,26,91,404,26,Four Seam,24
MIA,101.7,22,99.1,404,27,Sinker,29
SD,102.5,36,93.8,404,32,Four Seam,31
PHI,108.1,27,95.3,404,29,Four Seam,28
AZ,106.7,21,85,404,38,Cutter,31
ATL,105.7,35,89.2,404,39,Cutter,30
BOS,104,24,97.9,404,25,Four Seam,35
KC,105.7,30,90.4,404,39,Four Seam,27
NYY,103,37,81.8,404,30,Curveball,30
ATL,107.5,19,95.3,404,27,Sinker,28
WSH,102.3,34,95.2,404,25,Four Seam,30
MIA,109.1,22,92.1,404,24,Changeup,30
BOS,106.5,33,96.6,404,26,Four Seam,25
SD,101.1,31,89.8,404,30,Cutter,38
LAA,107.3,22,83.6,404,24,Changeup,30
SD,104.8,31,83.8,404,30,Slider,27
CIN,105.3,29,91.4,404,29,Four Seam,32
NYM,105.6,26,96.8,404,27,Four Seam,31
OAK,100,27,82.3,404,26,Changeup,27
TOR,107.2,39,75,404,39,Slider,31
ATL,101.3,34,77.1,404,33,Curveball,31
TEX,105.3,36,80.3,404,26,Slider,35
BOS,108.6,24,84.3,403,31,Changeup,31
SD,102.8,23,92.1,403,38,Sinker,31
LAA,102.8,33,79.4,403,29,Slider,25
HOU,105.4,24,93,403,29,Sinker,35
STL,104.7,24,93.9,403,30,Sinker,26
STL,101.7,31,96.2,403,26,Four Seam,32
LAA,101.4,34,90.7,403,26,Sinker,28
COL,101.3,27,83.4,403,28,Slider,27
SEA,101.9,25,94.1,403,25,Four Seam,30
COL,103.2,25,91.6,403,29,Four Seam,30
OAK,105.7,26,94.1,403,29,Four Seam,28
BAL,108.5,24,91.8,403,28,Cutter,37
NYM,101.1,30,81.9,403,36,Curveball,24
CIN,104.2,30,94.2,403,30,Sinker,37
NYY,103.3,30,96,403,32,Four Seam,27
MIA,105.6,29,88.1,403,25,Changeup,33
TB,112.3,21,82.1,403,36,Curveball,28
CWS,105.5,20,89.5,403,28,Changeup,25
ATL,105,26,84,403,28,Changeup,28
BOS,105.5,29,96.6,403,30,Four Seam,28
DET,104.9,24,86,403,27,Curveball,26
TOR,105.9,23,94.9,403,28,Sinker,25
STL,104.4,28,94.7,403,23,Four Seam,29
SD,106.6,25,94.6,403,23,Four Seam,25
CIN,106.3,27,87.2,403,35,Slider,32
SF,106.2,22,93,403,26,Sinker,29
BOS,107.4,24,89.1,403,42,Four Seam,30
SF,103,28,83.4,403,30,Changeup,29
PIT,104.1,26,71.1,403,27,Other,42
CWS,109,21,90.8,403,36,Four Seam,28
NYM,106.2,33,89.7,403,32,Four Seam,25
TB,104.4,29,96,403,23,Four Seam,25
LAD,102.2,24,84.6,403,26,Slider,31
SD,105.7,34,80.6,403,32,Changeup,22
CWS,102.6,34,91.4,403,35,Sinker,25
SEA,105.2,21,94.6,403,31,Sinker,32
TOR,111.4,32,84,403,35,Slider,29
CIN,105.1,25,95.7,403,23,Four Seam,28
WSH,106.7,31,89.7,403,28,Four Seam,28
WSH,103.6,31,93.5,403,25,Four Seam,40
NYY,103.6,23,94.3,403,30,Sinker,26
TB,105.9,26,88.6,403,36,Sinker,27
CHC,106.7,27,89,403,31,Four Seam,37
WSH,108.6,25,87.4,403,29,Changeup,30
LAD,104.1,25,93.5,403,28,Four Seam,28
BOS,106.8,28,91.9,403,29,Four Seam,32
CLE,101.5,29,97.9,403,32,Four Seam,32
WSH,103.5,24,88.4,403,35,Four Seam,25
MIL,107.3,23,95.6,403,29,Sinker,30
NYY,109.4,29,99.7,403,32,Four Seam,27
CHC,108.7,26,89.2,403,29,Cutter,35
PHI,106.2,26,91.4,403,25,Sinker,25
SEA,105.6,28,85.1,403,24,Changeup,30
PHI,102.6,26,86.5,403,28,Cutter,31
BAL,102.6,31,97.7,403,26,Four Seam,24
MIA,107.5,37,91.3,403,26,Sinker,27
KC,102.7,29,94.1,403,25,Four Seam,34
PIT,105.5,25,93.4,403,29,Four Seam,42
COL,101.2,26,87.4,403,27,Slider,32
STL,99.4,34,52.6,403,42,Other,27
PIT,101.6,30,91.2,403,29,Four Seam,32
AZ,99,33,86.1,403,29,Cutter,39
COL,103.4,28,77,403,29,Knuckle Curve,31
CIN,112.5,22,95,403,34,Four Seam,32
DET,104.6,28,89.2,403,32,Cutter,28
KC,106.3,26,87.2,403,39,Four Seam,26
SD,108.1,27,82.9,403,28,Changeup,29
MIL,109,33,88,403,27,Slider,29
WSH,104.5,29,88.4,403,31,Slider,25
SEA,106.2,30,79.4,403,35,Changeup,31
MIN,104.1,29,82,403,29,Curveball,32
ATL,106,29,85.9,403,25,Slider,32
AZ,103.4,31,79.4,403,33,Curveball,37
PHI,103.4,34,80.5,403,35,Curveball,27
SD,102.9,35,83,403,36,Slider,26
COL,101.4,27,95.8,403,31,Sinker,26
KC,106.3,19,81.3,403,29,Curveball,31
ATL,102,31,88.5,403,39,Cutter,27
NYM,109,20,92.7,403,35,Sinker,42
KC,102.5,26,95.2,403,25,Four Seam,28
LAA,102.9,32,84,403,22,Split-Finger,32
CIN,108.5,25,85.1,403,34,Slider,27
PIT,102.7,28,82.2,403,23,Slider,23
SD,109.7,26,81.8,403,30,Curveball,24
SF,104.1,33,91,403,33,Sinker,33
HOU,105.3,21,93.6,403,27,Four Seam,28
NYM,103.5,32,96.2,403,27,Four Seam,29
PHI,108.1,25,91.1,403,35,Four Seam,26
CLE,104.6,31,94.6,403,27,Sinker,25
TB,108.5,33,97.2,403,29,Four Seam,22
OAK,107.2,24,90.1,403,26,Four Seam,29
OAK,102.3,31,94,403,28,Four Seam,27
LAD,100.8,31,93.6,403,31,Four Seam,25
BOS,104.2,31,85.7,402,26,Slider,28
MIA,104.2,30,87.3,402,35,Cutter,24
CHC,105.4,23,72.9,402,33,Curveball,27
COL,100,26,85.8,402,30,Slider,30
PIT,101.7,31,85.1,402,23,Slider,30
WSH,106.1,19,82.3,402,25,Slider,26
SEA,102,33,99.5,402,23,Four Seam,23
CWS,105.9,33,96.5,402,27,Four Seam,24
TB,104.8,30,78.5,402,32,Changeup,30
SF,103.7,30,82.2,402,26,Slider,29
LAD,102.8,34,91.3,402,33,Four Seam,29
MIA,107.6,38,86.9,402,26,Cutter,35
OAK,111.4,35,94.1,402,28,Four Seam,29
ATL,100.8,21,81.9,402,24,Curveball,28
SD,102.4,28,94.8,402,36,Sinker,27
AZ,102.5,26,89.1,402,29,Sinker,27
PHI,109,27,94.3,402,27,Four Seam,34
SD,105.4,36,79.6,402,38,Slider,23
STL,102.2,29,90.4,402,28,Sinker,25
DET,102.8,23,78.5,402,24,Curveball,32
LAA,100.2,33,83.9,402,28,Slider,28
NYY,100.7,28,90.2,402,28,Cutter,23
ATL,107.3,21,95.3,402,28,Sinker,27
LAA,102.3,30,80.6,402,27,Slider,28
NYM,104,21,86.8,402,27,Slider,27
SD,104.3,29,95.9,402,36,Four Seam,35
WSH,107.1,22,94,402,30,Sinker,31
TB,105.1,30,86.4,402,30,Slider,30
COL,103.5,24,92.6,402,29,Four Seam,37
LAD,102.6,25,93.2,402,26,Four Seam,23
SF,106,25,90.4,402,30,Sinker,32
SF,104.5,35,95.3,402,30,Four Seam,27
AZ,103.7,26,93.8,402,27,Four Seam,35
MIA,104.5,32,84,402,24,Slider,28
OAK,104.7,37,78,402,26,Curveball,29
OAK,103.8,31,79.8,402,28,Slider,31
TEX,103.8,32,84.1,402,28,Changeup,29
SEA,107.1,26,96.6,402,25,Four Seam,34
SD,106.6,22,80.4,402,36,Slider,35
CHC,98.8,32,88,402,33,Four Seam,28
PIT,103.8,28,90,402,29,Slider,30
LAA,107,26,88.9,402,25,Slider,35
SD,101.2,34,55.3,402,32,Other,29
MIL,103.9,26,94.5,402,27,Four Seam,35
NYM,103.6,23,79.5,402,30,Slider,28
MIL,101.3,32,93.1,402,29,Four Seam,24
CWS,109.8,29,96.5,402,32,Sinker,29
COL,97,33,82.2,402,27,Curveball,25
COL,106.9,33,97.8,402,37,Sinker,28
MIA,105.3,27,92.4,402,26,Sinker,28
ATL,99,34,81.1,402,33,Slider,27
ATL,105,33,97.6,402,39,Four Seam,27
CLE,101.7,30,92.6,402,27,Four Seam,36
BAL,102.9,31,91.5,402,32,Sinker,27
WSH,106.6,38,77.9,402,30,Curveball,32
MIA,102.2,33,88.6,402,26,Cutter,35
CWS,107,27,88.1,402,36,Cutter,24
WSH,102.7,34,95.6,402,24,Four Seam,24
ATL,117.2,17,83.4,402,35,Slider,22
STL,100.3,28,81.5,402,33,Changeup,34
BAL,99,28,92,402,30,Four Seam,28
