Player,Opp_Team,Exit_Velocity,Angle,Pitch_Speed,Distance,Pitch_Type
Swanson,CIN,105.9,21,93.4,383,4
Devers,LAA,104.1,30,93.4,400,4
IbÃ¡Ã±ez,LAA,98.5,31,93.4,398,4
Swanson,TOR,107,37,93.4,436,Sinker
BÃ¡ez,WSH,97.3,28,93.4,370,4
Betts,MIA,106.4,22,93.4,380,4
Torres,BOS,99.6,35,93.4,380,4
Soto,ATL,109.7,28,93.4,437,4
India,NYM,106.7,30,93.4,400,4
O'Neill,MIL,106.1,36,93.4,409,4
DÃ­az,TOR,97.5,31,93.4,388,4
Marchan,WSH,99.6,23,93.4,396,Sinker
Maldonado,NYY,106.2,35,93.4,386,4
GarcÃ­a,PHI,108.5,36,93.3,423,4
Smith,COL,108.3,26,93.3,435,4
Pillar,PHI,108.6,21,93.3,379,Sinker
Chang,BAL,108.9,22,93.3,439,4
Stassi,SEA,101.9,28,93.3,417,Cutter
Semien,TEX,100.5,36,93.3,396,4
Donaldson,TOR,102.8,28,93.3,413,Sinker
Semien,DET,105.8,27,93.3,399,Sinker
Short,TEX,103.7,40,93.3,379,4
RamÃ­rez,CWS,104.5,33,93.3,392,4
Gomes,PIT,100.8,34,93.3,400,4
Belt,SD,92.4,31,93.3,336,Sinker
Duvall,PHI,113.7,28,93.3,424,Sinker
Duffy,PHI,102.5,24,93.3,377,4
RamÃ­rez,KC,108.5,24,93.3,407,4
Realmuto,SD,104.6,33,93.3,382,4
Alvarez,OAK,103.4,28,93.3,366,Sinker
Carlson,SD,105.7,27,93.3,415,4
Polanco,SD,103,28,93.3,395,4
Contreras,PHI,103.1,29,93.3,397,4
RamÃ­rez,TOR,99,34,93.3,377,Slider
Escobar,BOS,99.5,32,93.3,398,4
Moncada,MIN,104.9,37,93.3,405,Sinker
Votto,PIT,98.1,32,93.3,377,4
Beaty,MIL,94.6,29,93.3,368,4
Zunino,SEA,109.2,23,93.3,424,4
Stevenson,STL,104.3,33,93.3,409,4
Rizzo,PIT,109.8,21,93.3,409,4
SÃ¡nchez,ATL,111,22,93.3,403,4
Zunino,PHI,116.1,20,93.3,387,Sinker
SanÃ³,CLE,98.4,42,93.3,375,Sinker
McCutchen,WSH,98.9,42,93.3,348,Sinker
Gardner,OAK,97.2,29,93.3,370,Sinker
Franco,NYM,110.9,37,93.3,423,Sinker
Riley,NYM,110.3,21,93.3,415,Sinker
Semien,KC,102.8,29,93.3,411,Sinker
Evans,DET,107.9,21,93.3,419,Sinker
Estrada,ARI,106,31,93.3,431,4
Johnson,MIN,108,35,93.3,425,4
Jansen,HOU,107.1,28,93.3,448,4
Robert,CIN,111.5,19,93.3,415,4
Belt,MIL,95.9,35,93.3,369,Cutter
Lowrie,BAL,103.5,34,93.3,389,4
Winker,ARI,104.8,24,93.3,415,Sinker
SanÃ³,DET,108.4,26,93.3,411,4
Santander,LAA,108.9,20,93.3,394,4
Harper,ARI,106.1,37,93.3,424,4
Correa,ARI,99.7,31,93.3,351,4
Grandal,KC,106.2,24,93.3,425,Sinker
Urshela,BAL,104.3,24,93.3,414,Cutter
SuÃ¡rez,PIT,109.9,21,93.3,409,4
Hermosillo,CIN,108.8,29,93.3,441,4
Wisdom,STL,106.6,31,93.3,453,4
Williams,PIT,108.8,24,93.3,419,Sinker
Rojas,TB,103.2,36,93.3,390,4
Olson,HOU,105,33,93.3,403,4
Correa,OAK,99.9,35,93.3,335,4
Bogaerts,BAL,104.3,27,93.3,419,4
Moustakas,MIA,109.5,32,93.3,427,4
Martinez,DET,109,22,93.3,410,Sinker
Duffy,PHI,100.3,23,93.3,377,4
Biggio,LAA,101.4,34,93.3,395,4
Naquin,CLE,109.6,33,93.3,428,4
Rodgers,SEA,108.2,36,93.3,394,Sinker
Panik,HOU,102.1,33,93.3,371,4
Cruz,HOU,111.4,20,93.3,442,4
McCormick,LAA,103.8,28,93.2,415,Sinker
O'Neill,CHC,102.4,30,93.2,374,4
Arozarena,BAL,99.9,24,93.2,349,4
Voit,KC,99.1,33,93.2,379,Sinker
SuÃ¡rez,ARI,110.2,27,93.2,441,4
Odor,DET,102.1,26,93.2,362,4
Olson,HOU,105.6,24,93.2,418,Sinker
Cron,LAD,110.7,19,93.2,392,4
Hays,TEX,106.9,26,93.2,412,4
Gurriel Jr.,SEA,106.5,38,93.2,419,4
Hedges,DET,99.5,39,93.2,362,4
RamÃ­rez,DET,106,26,93.2,399,4
Severino,DET,107.9,27,93.2,442,Sinker
Devers,SEA,108.2,24,93.2,427,4
Olson,LAA,103.3,37,93.2,402,4
Aquino,MIL,107.4,21,93.2,418,4
Story,SEA,105.3,25,93.2,401,Sinker
Judge,DET,111.3,26,93.2,436,4
Bader,CHC,99.1,30,93.2,386,Sinker
Peralta,CIN,102.7,25,93.2,414,Sinker
Story,LAD,106.5,25,93.2,415,Sinker
Wisdom,SF,105.6,28,93.2,412,4
GarcÃ­a,CIN,107.1,28,93.2,426,4
Kieboom,PHI,106,28,93.2,423,4
Goldschmidt,KC,106.2,37,93.2,403,4
Grossman,NYY,98.1,37,93.2,366,4
Freeman,CHC,99.9,40,93.2,385,4
Chisholm Jr.,WSH,106.7,24,93.2,414,4
Harper,SD,113.5,44,93.2,406,4
Flores,ATL,96.8,32,93.2,395,4
Stewart,TEX,109.6,22,93.2,436,Sinker
Wisdom,MIL,109.8,32,93.2,435,4
Perez,TEX,107.5,29,93.2,422,4
Rizzo,BAL,109.4,20,93.2,421,Sinker
Hilliard,LAA,99.7,27,93.2,390,4
Lopez,BAL,102.7,20,93.2,383,4
Peterson,CHC,107.7,29,93.2,396,4
Vogelbach,PIT,100.4,29,93.2,397,4
Tucker,TEX,100.5,24,93.2,373,4
NuÃ±ez,ARI,106.8,24,93.2,390,4
Wade Jr.,ARI,100.6,30,93.2,370,Sinker
Heyward,PIT,110.7,30,93.2,423,Sinker
Soler,WSH,111.1,30,93.2,439,Sinker
Contreras,WSH,109.7,24,93.2,428,Sinker
Walsh,SEA,110.7,28,93.2,437,4
Guerrero Jr.,NYY,106.9,23,93.2,380,4
Tucker,OAK,100.2,34,93.2,387,Sinker
Voit,OAK,110.2,25,93.2,437,Sinker
DeJong,CHC,106.7,30,93.2,410,4
Yastrzemski,ARI,97.9,34,93.2,380,4
Bregman,NYY,105.8,30,93.2,410,4
Santander,NYY,109.7,20,93.2,401,4
Betts,COL,101.9,24,93.2,415,4
O'Hearn,BOS,105.8,22,93.2,419,4
Nootbaar,CHC,101.6,28,93.2,408,4
Yelich,COL,96.8,29,93.2,386,4
Cabrera,CWS,101.8,26,93.1,410,4
BÃ¡ez,NYM,109.1,21,93.1,409,Sinker
Haniger,OAK,106.4,33,93.1,402,Sinker
UrÃ­as,CLE,101.6,23,93.1,386,4
Kemp,NYY,97.8,24,93.1,353,4
Schwindel,MIL,97.6,32,93.1,382,4
DeJong,WSH,104.9,39,93.1,378,4
Pham,OAK,104.5,21,93.1,401,Sinker
Bradley,KC,109.9,24,93.1,413,4
Odor,OAK,104.6,25,93.1,411,4
Grisham,COL,99.2,26,93.1,378,4
France,TEX,108.9,23,93.1,442,4
Soler,TB,112.9,25,93.1,422,4
Escobar,WSH,106.2,28,93.1,423,Sinker
Contreras,STL,103.4,24,93.1,425,4
Goldschmidt,CHC,109.1,28,93.1,464,4
SÃ¡nchez,PHI,111.2,34,93.1,436,4
Gomes,ARI,104.9,31,93.1,383,4
Mountcastle,TB,105,34,93.1,389,4
Ward,SEA,107,25,93.1,417,4
Stanton,PHI,104.5,21,93.1,395,Sinker
Meadows,BOS,105.1,28,93.1,413,4
Reynolds,ATL,105.3,22,93.1,420,4
Pederson,MIA,113.6,18,93.1,393,4
Molina,CIN,103.5,26,93.1,400,Sinker
Hilliard,TEX,101.5,30,93.1,382,4
Yastrzemski,SD,105.5,31,93.1,422,4
Jones,BOS,104.1,27,93.1,378,4
Perez,MIN,100.9,30,93.1,369,4
Guerrero Jr.,NYY,103.1,30,93.1,395,4
RamÃ­rez,LAA,108.9,25,93.1,429,4
Moore,TEX,103.9,35,93.1,390,Sinker
Iglesias,TEX,104.5,29,93.1,417,4
Mountcastle,TOR,105.6,27,93.1,408,4
Shaw,SD,102.6,39,93.1,379,Sinker
Santander,TOR,105.2,39,93.1,386,Sinker
Bryant,LAD,105.9,36,93.1,414,4
Mullins,LAA,102.9,25,93.1,415,4
Gallagher,CHC,100.5,36,93.1,390,4
Wisdom,SD,103.5,36,93.1,391,Sinker
Wong,PIT,104.9,27,93.1,415,Sinker
Haggerty,BOS,103,28,93.1,406,4
Lowrie,DET,104.2,26,93.1,411,Sinker
SÃ¡nchez,BAL,113.3,29,93.1,430,4
Brinson,SD,110.6,26,93.1,391,4
GarcÃ­a,MIN,107.7,23,93.1,393,4
d'Arnaud,COL,102.5,33,93.1,423,4
McCormick,ARI,103.9,31,93.1,417,4
Gamel,WSH,92,35,93.1,347,4
Zunino,SEA,110.6,19,93.1,404,4
Happ,MIL,105.2,26,93.1,420,Cutter
LeÃ³n,ARI,101.6,27,93.1,417,Sinker
Hedges,BOS,99.9,31,93.1,374,4
Drury,ATL,106,35,93.1,404,Sinker
Betts,PIT,106.6,26,93.1,417,4
Naquin,PIT,106,28,93.1,399,4
Machado,NYM,104.6,26,93,391,Sinker
Devers,CLE,100.4,25,93,371,4
Kelenic,TB,104.6,24,93,419,4
Riley,PIT,101.7,28,93,394,4
HernÃ¡ndez,CLE,103.4,29,93,372,4
Wisdom,SD,105.5,38,93,423,4
Myers,CIN,107,34,93,434,4
Perez,CLE,114.2,32,93,460,4
Arenado,ATL,105.8,25,93,397,4
Myers,HOU,101.3,30,93,382,4
Donaldson,CLE,107.4,30,93,417,4
SÃ¡nchez,BAL,106.8,24,93,423,4
Polanco,CLE,106.3,23,93,426,4
Schwarber,MIL,112.1,31,93,439,4
Mondesi,MIN,107.2,24,93,403,4
HernÃ¡ndez,BAL,103.3,28,93,430,4
Peters,CLE,104.5,23,93,385,Cutter
DÃ­az,CLE,99.9,25,93,355,Cutter
Altuve,TEX,102.8,27,93,399,4
Swanson,BOS,106.3,23,93,390,4
Perez,MIN,105.7,42,93,365,4
Polanco,DET,107,20,93,395,Sinker
Cruz,CWS,99.2,24,93,375,4
Ruf,PHI,108.5,26,93,423,Sinker
Goodrum,KC,104.1,30,93,426,4
Casali,OAK,104.4,38,93,378,4
Goldschmidt,NYM,109,26,93,417,Sinker
Lowe,PHI,110.1,22,93,419,Slider
Aguilar,SF,99.8,40,93,353,4
McCutchen,SF,107.2,24,93,429,Sinker
Slater,SD,102.4,29,93,357,4
Muncy,ARI,108.5,33,93,436,4
Kiermaier,NYY,92.6,32,93,362,4
GarcÃ­a,PIT,104.2,36,93,402,4
Duggar,PIT,103.3,26,93,411,Sinker
Choi,TOR,110.1,25,93,437,4
NarvÃ¡ez,CHC,99.1,26,93,392,4
Alfaro,PIT,108.2,29,93,432,4
AraÃºz,CLE,102.6,28,93,412,4
Choi,CWS,105.6,27,93,411,4
Walsh,OAK,105.6,24,93,397,Sinker
Zimmerman,BAL,103.1,26,93,402,4
Solano,LAD,98.2,27,93,360,Sinker
McCutchen,MIL,106.3,23,93,432,4
Bote,PIT,104.6,24,93,413,4
Perez,CWS,108.9,33,93,446,4
Schwarber,NYY,103.3,37,93,387,4
Swanson,MIA,105.6,24,93,403,4
Castellanos,PIT,109,26,93,421,4
Miller,COL,106.7,43,93,361,Slider
Riley,MIA,105.2,25,92.9,372,Sinker
Davis,PIT,101.3,29,92.9,410,Sinker
Gallo,MIN,110.2,24,92.9,397,4
Ruf,COL,101.2,34,92.9,398,Slider
Casali,WSH,105.2,31,92.9,420,Sinker
Bregman,SEA,102.5,36,92.9,384,4
HernÃ¡ndez,BAL,102.3,34,92.9,414,4
Schwindel,PHI,100.9,24,92.9,358,Sinker
Vogt,WSH,104.4,29,92.9,405,4
Hayes,PHI,97.7,31,92.9,341,Sinker
Duvall,ARI,110.7,24,92.9,389,4
Bryant,CIN,101.1,28,92.9,381,4
Yastrzemski,PHI,105.6,25,92.9,427,4
Olson,SEA,98.1,27,92.9,376,4
Voit,MIN,107.6,37,92.9,408,4
LaMarre,TB,100.9,28,92.9,396,Sinker
Martinez,PHI,104.9,27,92.9,400,4
Story,CHC,103.6,43,92.9,397,Sinker
Wong,CIN,100.1,27,92.9,378,4
India,COL,99.6,33,92.9,406,4
Turner,ARI,108.3,24,92.9,443,4
McCutchen,WSH,99.1,30,92.9,366,Sinker
Arozarena,TOR,109.5,30,92.9,445,Sinker
Escobar,ATL,105,32,92.9,424,Sinker
Segura,BOS,105.8,32,92.9,411,Sinker
Taylor,DET,101.6,29,92.9,394,Sinker
Grossman,TB,97.7,34,92.9,357,Cutter
Turner,MIA,101,34,92.9,402,4
Nido,ATL,105.9,37,92.9,408,4
Galvis,SEA,100.5,27,92.9,394,4
Carlson,MIL,107.4,24,92.9,393,4
DeJong,CIN,109.5,20,92.9,387,4
Judge,CLE,107.4,24,92.9,405,4
Gallo,BAL,103.3,28,92.9,402,4
AcuÃ±a Jr.,PIT,108.5,21,92.9,404,4
Cave,PIT,101.9,30,92.9,371,4
Schoop,SEA,102.5,30,92.9,379,Sinker
Votto,PIT,109.9,25,92.9,371,4
Alonso,SF,106.5,20,92.9,398,Sinker
Villar,ATL,103.6,26,92.9,427,4
Votto,CLE,103.6,25,92.9,381,4
Castro,LAA,102.5,27,92.9,390,4
Duvall,ARI,110.6,30,92.9,483,4
Smith,PIT,107.3,48,92.9,352,4
SanÃ³,TB,111.6,23,92.8,444,4
Alonso,CHC,115.4,28,92.8,429,4
Alonso,WSH,105.8,30,92.8,417,4
Galvis,WSH,102.7,25,92.8,392,Sinker
Tatis Jr.,COL,104.5,27,92.8,431,4
O'Neill,CIN,108.1,33,92.8,416,Sinker
Contreras,NYM,109.4,25,92.8,420,4
Mullins,TB,98.5,29,92.8,395,4
SÃ¡nchez,KC,104.7,30,92.8,421,4
Hoskins,BOS,101.3,26,92.8,371,Cutter
Happ,MIN,110,30,92.8,437,4
Hays,TOR,97.7,27,92.8,363,4
Contreras,ARI,105.3,31,92.8,404,4
Bradley,DET,107.2,24,92.8,403,Sinker
Zunino,WSH,111,48,92.8,358,4
Hiura,COL,108.3,24,92.8,423,4
Mullins,TOR,101.9,34,92.8,390,4
Gomes,PIT,103,33,92.8,399,4
Bohm,NYM,103,26,92.8,364,Sinker
Adames,COL,99.7,32,92.8,400,Slider
Semien,TB,102.5,44,92.8,357,Sinker
Duffy,PIT,101.4,30,92.8,384,Sinker
Tom,CHC,103.8,22,92.8,382,4
Herrera,CHC,108,18,92.8,411,Sinker
Turner,CHC,106.8,27,92.8,423,Sinker
Zimmer,OAK,112,20,92.8,423,Sinker
Lux,STL,109.2,22,92.8,421,4
GarcÃ­a,ATL,108.6,28,92.8,448,4
Schwindel,SF,100.8,28,92.8,414,4
Bell,NYY,110.3,26,92.8,423,4
Semien,NYY,107.2,23,92.8,374,4
Taylor,MIA,106.2,27,92.8,433,4
Simmons,KC,98.6,32,92.8,408,4
Machado,PHI,99,28,92.8,388,4
Molina,CIN,106.2,22,92.8,375,4
Chisholm Jr.,PIT,101.8,44,92.8,371,4
Abreu,MIN,95.9,27,92.8,346,4
Ahmed,SF,97.8,31,92.8,379,4
France,TEX,102.3,25,92.8,400,4
Vogt,ATL,106.4,29,92.8,401,4
Semien,BAL,102.1,28,92.8,405,4
Cabrera,CLE,101.8,33,92.8,349,4
Buxton,CLE,103.1,33,92.8,398,4
Segura,NYM,100.1,23,92.8,385,Sinker
Correa,MIN,106.8,20,92.8,389,Changeup
Reynolds,CLE,103.1,33,92.8,387,Sinker
Mountcastle,NYY,113.1,23,92.8,438,Sinker
Astudillo,PIT,95.7,28,92.8,376,4
Castellanos,PIT,103.3,30,92.8,402,4
Rizzo,CIN,102.3,28,92.8,410,4
Mercado,TEX,104.8,26,92.8,427,4
Alvarez,CLE,116.4,21,92.8,446,Sinker
Flores,LAD,106.8,29,92.8,423,4
Hosmer,ARI,111.9,31,92.8,413,4
Myers,CIN,107.8,21,92.8,354,4
Perez,ATL,98,32,92.8,389,4
Slater,SD,109.9,21,92.8,355,4
Engel,DET,106.9,18,92.8,357,Sinker
Candelario,BOS,104.9,36,92.8,397,Sinker
Sheets,HOU,104.6,27,92.8,424,4
Rizzo,NYM,105.3,39,92.8,397,4
Biggio,HOU,104.2,32,92.8,390,4
Altuve,CLE,102.1,30,92.8,398,4
Jansen,MIN,102.3,31,92.7,402,4
Hill,MIN,102.1,38,92.7,383,4
Semien,MIN,106.5,25,92.7,397,4
Taylor,ARI,107.4,20,92.7,388,Sinker
Kepler,LAA,102.7,26,92.7,390,4
Conforto,MIA,109,23,92.7,422,Changeup
Seager,ARI,103.5,38,92.7,393,4
Lindor,NYY,97.3,33,92.7,352,4
Hoskins,NYM,100.1,31,92.7,362,4
UrÃ­as,SEA,100.5,28,92.7,379,Sinker
Adames,ATL,107,28,92.7,430,Sinker
Goodrum,MIN,107.1,25,92.7,411,4
Rodgers,LAA,105.9,24,92.7,415,4
Stevenson,PHI,108.1,24,92.7,388,4
Cronenworth,CIN,108.8,24,92.7,385,4
SÃ¡nchez,CIN,111.6,24,92.7,443,4
Brown,CLE,103.8,33,92.7,413,4
Alonso,TB,103.4,29,92.7,398,Slider
Franco,DET,100,42,92.7,361,4
Gamel,MIL,107,27,92.7,423,4
Martin,CLE,99.3,27,92.7,374,4
Straw,CWS,103.9,29,92.7,409,4
Kelenic,TOR,102.4,28,92.7,384,4
Peters,LAA,99.5,24,92.7,399,4
Aguilar,ARI,100.3,29,92.7,390,Sinker
Polanco,HOU,105.6,27,92.7,425,4
Hoskins,SD,109,27,92.7,426,4
Hoskins,COL,98.7,31,92.7,408,4
Calhoun,BOS,102.7,29,92.7,371,4
Gallo,LAA,114.1,37,92.7,417,Sinker
Duran,TOR,99.5,24,92.7,357,4
Frazier,BAL,105.6,24,92.7,418,4
Murphy,TEX,109.4,23,92.7,438,4
Mancini,BOS,102.8,32,92.7,405,4
Kirilloff,KC,108.4,25,92.7,432,4
SuÃ¡rez,SF,103.1,27,92.7,393,4
Altuve,LAA,103.6,40,92.7,366,4
Altuve,LAD,103.7,29,92.7,401,4
Santana,NYY,107.2,28,92.7,432,Sinker
Farmer,SD,104.9,24,92.7,406,Cutter
Marisnick,LAD,105.8,24,92.7,406,4
Castro,OAK,101.1,31,92.7,380,Sinker
Rizzo,LAD,111.8,22,92.7,415,4
Parra,NYM,100.9,37,92.7,379,4
Conforto,PIT,103.8,33,92.7,418,4
Ramos,CLE,107.3,22,92.7,407,4
Dalbec,MIN,101.1,34,92.7,410,Sinker
Baddoo,OAK,103.6,23,92.7,371,4
Pham,MIL,108,33,92.7,430,4
Cruz,BAL,107,33,92.7,395,4
Arenado,KC,101.5,36,92.7,381,4
Severino,BOS,101.1,35,92.7,364,4
Iglesias,OAK,105.5,20,92.7,417,4
AcuÃ±a Jr.,CHC,111.9,27,92.7,481,4
Moreland,BAL,108,20,92.7,406,4
Brinson,ARI,106.6,22,92.7,406,4
Robert,NYY,108.5,27,92.7,438,4
Ozuna,CHC,114.3,25,92.6,479,Sinker
Engel,BAL,101.3,37,92.6,375,4
Mountcastle,NYY,100.4,32,92.6,357,4
Gosselin,NYY,98.6,30,92.6,379,4
Arozarena,BAL,104.3,25,92.6,418,4
McKinney,PIT,100.5,32,92.6,399,4
Bogaerts,SEA,107.6,21,92.6,416,4
Crawford,PHI,105.4,33,92.6,421,Sinker
Hamilton,BAL,95.8,27,92.6,364,4
Larnach,BAL,112.2,24,92.6,461,4
Soler,MIL,108.5,31,92.6,438,4
Zunino,BOS,105.4,28,92.6,407,4
Escobar,PIT,104.8,26,92.6,368,4
Benintendi,OAK,100.3,30,92.6,373,4
Polanco,HOU,96.1,33,92.6,350,Sinker
Peralta,CIN,111.8,16,92.6,401,4
GarcÃ­a,WSH,106.8,28,92.6,415,4
Bryant,ATL,98.5,28,92.6,380,4
Perez,BOS,106.6,40,92.6,374,4
Moreland,MIN,104.9,21,92.6,405,Sinker
McCutchen,MIL,102.9,34,92.6,405,4
LeÃ³n,ATL,98.9,35,92.6,383,Sinker
Tatis Jr.,ATL,104.4,26,92.6,411,Sinker
Hoskins,ATL,102.6,27,92.6,404,4
Kieboom,TOR,103,29,92.6,402,4
Betts,SD,97.4,33,92.6,382,Sinker
Realmuto,SD,101.9,29,92.6,354,Sinker
Marisnick,PHI,100.7,25,92.6,416,4
Reyes,NYY,110.8,38,92.6,383,4
Lamb,MIN,98.1,24,92.6,395,4
Varsho,LAD,101.1,27,92.6,394,Sinker
SÃ¡nchez,KC,110.9,19,92.6,379,4
Brosseau,TEX,104.7,36,92.6,396,4
Laureano,BAL,105.9,28,92.6,385,Cutter
Betts,LAA,105.5,28,92.6,426,Sinker
Stewart,DET,99.3,35,92.6,365,4
Gurriel Jr.,BAL,104.1,22,92.6,402,4
Rosario,MIN,103.4,41,92.6,374,4
Bader,CIN,107.2,26,92.6,409,4
SanÃ³,CLE,113.9,27,92.6,475,4
Chapman,DET,108.4,27,92.6,423,4
Calhoun,CLE,107.2,22,92.6,407,4
Bradley,SEA,108.9,23,92.6,391,4
Bradley Jr.,LAD,100.8,34,92.6,391,Sinker
Cooper,ATL,102.8,26,92.6,352,4
Duvall,LAD,110.5,34,92.6,407,Sinker
Lagares,BAL,104.8,25,92.6,426,4
AlcÃ¡ntara,STL,107.4,22,92.6,383,Sinker
Gardner,TOR,103.3,23,92.6,408,4
Zunino,NYY,102.8,22,92.6,358,4
Flores,CHC,95.1,37,92.6,383,4
DÃ­az,LAD,98.7,24,92.6,380,4
Longoria,LAD,101.5,25,92.6,380,4
Gonzalez,TEX,104.6,31,92.5,404,4
O'Hearn,MIL,106.3,27,92.5,431,Sinker
Stanton,BOS,108.4,18,92.5,386,Cutter
GimÃ©nez,CIN,106.2,20,92.5,384,Sinker
RamÃ­rez,NYY,110.3,32,92.5,428,4
Smith,ATL,99.6,35,92.5,381,4
Miller,DET,98.8,29,92.5,380,Sinker
Park,MIA,103.8,26,92.5,392,Sinker
Belt,COL,105.5,32,92.5,452,Sinker
Baddoo,TEX,105.1,32,92.5,409,4
Nootbaar,KC,108.1,23,92.5,449,4
Torreyes,WSH,101.4,29,92.5,401,Sinker
Muncy,PIT,106.1,33,92.5,383,4
Springer,KC,108.9,25,92.5,421,4
Murphy,TOR,108.7,21,92.5,366,4
Crawford,SD,103.6,30,92.5,412,4
McMahon,SF,104.7,22,92.5,402,4
Severino,LAA,110,21,92.5,437,Sinker
Albies,WSH,104.6,28,92.5,412,4
Smith,PHI,109.3,24,92.5,399,4
Stanton,CLE,104.5,28,92.5,397,Cutter
Hays,NYY,110.3,19,92.5,419,Sinker
Yastrzemski,ATL,101.3,31,92.5,405,4
Smith,ARI,104,33,92.5,418,4
Devers,OAK,98.5,30,92.5,353,Sinker
Lester,MIA,104.5,28,92.5,419,4
Ramirez,PIT,109.3,26,92.5,428,4
Freeman,PHI,104.6,33,92.5,402,4
Gamel,CIN,91,35,92.5,350,4
India,PIT,106.8,35,92.5,410,4
Schwindel,MIN,104.6,27,92.5,421,Sinker
Young,COL,107.5,20,92.5,381,4
Mullins,NYY,105.6,28,92.5,406,4
Kim,HOU,103.8,29,92.5,391,Cutter
Polanco,CLE,107.2,29,92.5,409,4
Pollock,MIL,107.6,23,92.5,412,4
Contreras,SD,110.9,26,92.5,445,Sinker
Happ,MIL,109.4,42,92.5,373,4
Short,MIN,98,36,92.5,369,4
Votto,MIL,102.9,36,92.5,400,4
Ohtani,HOU,107.1,27,92.5,440,4
Lowe,CLE,109.2,29,92.5,422,4
Duran,DET,100.7,24,92.5,355,Sinker
Tucker,LAA,103.1,34,92.5,406,4
NarvÃ¡ez,PIT,104.1,26,92.5,398,4
d'Arnaud,BAL,99.7,28,92.5,401,4
Stanton,LAA,108.4,19,92.5,426,4
Mullins,CLE,104.4,27,92.5,440,Sinker
Murphy,DET,103.7,27,92.5,391,4
McMahon,SF,108.4,29,92.5,449,Slider
Renfroe,ATL,107.1,31,92.5,444,4
Abreu,CLE,115.6,25,92.5,458,4
Ramirez,PIT,104.3,24,92.5,408,4
Heredia,CIN,104.1,23,92.5,399,4
AcuÃ±a Jr.,TOR,112.4,22,92.4,422,4
Soler,MIL,107.6,29,92.4,442,4
Grisham,CIN,102.1,35,92.4,387,4
Lowe,NYY,110.9,19,92.4,349,Sinker
SuÃ¡rez,STL,104.6,26,92.4,346,4
Turner,ARI,108.5,19,92.4,418,4
Arenado,SD,105.9,23,92.4,359,4
Chang,BAL,106.2,35,92.4,392,4
Segura,ARI,96.2,28,92.4,380,4
Stanton,HOU,107.2,28,92.4,435,4
Bichette,NYY,103.2,33,92.4,407,Sinker
Springer,CLE,110.2,28,92.4,439,4
JimÃ©nez,MIN,94.1,33,92.4,359,4
Contreras,MIN,113.3,26,92.4,385,4
Hayes,CIN,102.7,26,92.4,403,4
Stanton,TB,112.4,28,92.4,398,4
Alonso,MIA,97.9,22,92.4,383,Changeup
Semien,TB,100.9,32,92.4,407,Cutter
Wisdom,PHI,110.4,24,92.4,447,Sinker
Meadows,MIN,100.8,26,92.4,397,4
Pollock,CHC,99.7,36,92.4,373,Sinker
Reyes,TEX,105.7,23,92.4,375,Sinker
Urshela,MIN,105.6,27,92.4,408,4
Castellanos,STL,106.6,21,92.4,404,4
Straw,TEX,94,26,92.4,340,4
SÃ¡nchez,TOR,113.4,33,92.4,446,4
Bader,CIN,104.2,26,92.4,415,Sinker
Vogelbach,CIN,100.4,37,92.4,380,4
Cruz,DET,116.6,29,92.4,418,4
Short,LAA,104.2,29,92.4,387,4
McMahon,ARI,103.8,27,92.4,424,4
Stassi,KC,104.8,23,92.4,389,4
Castro,ARI,103.3,28,92.4,390,4
Stallings,ATL,99.5,28,92.4,400,4
Grichuk,BOS,101.8,31,92.4,367,4
Yastrzemski,ARI,104.2,34,92.4,418,4
Perez,STL,109.8,27,92.4,450,4
Harper,ATL,110.5,22,92.4,410,4
Castro,CLE,96.7,24,92.4,356,4
Rortvedt,KC,105.8,29,92.4,417,Sinker
Vogelbach,PIT,112.2,20,92.4,411,4
Reynolds,MIA,98.5,30,92.4,385,4
Seager,KC,105.6,32,92.4,413,Sinker
Reyes,TB,102.4,27,92.4,358,4
Taylor,CWS,103.7,26,92.4,432,4
Cruz,CIN,116.5,17,92.4,424,4
Vosler,ARI,106.5,23,92.4,375,4
Soto,TOR,109.5,21,92.4,386,Sinker
O'Neill,ARI,110,32,92.4,451,4
Schoop,MIL,100.9,26,92.4,392,Sinker
GarcÃ­a,OAK,108.8,24,92.4,426,4
Grichuk,MIA,105.5,33,92.4,412,4
Taylor,CWS,99.8,35,92.4,400,4
Moran,PHI,106.7,32,92.4,432,4
Pollock,MIL,103,32,92.4,412,4
Bryant,OAK,95.2,31,92.4,364,Sinker
Cronenworth,PHI,104.7,26,92.4,410,Sinker
Crawford,COL,107,25,92.4,385,4
Bellinger,CHC,103.3,43,92.4,363,4
Reyes,DET,98.1,28,92.3,354,4
Seager,MIL,108.9,28,92.3,393,4
Shaw,STL,111.7,27,92.3,449,4
Naquin,MIL,112.6,24,92.3,459,Sinker
Devers,SEA,109.2,28,92.3,382,4
Murphy,OAK,104.9,33,92.3,394,Sinker
Schwarber,CHC,102.5,32,92.3,383,4
Smith,COL,107.3,31,92.3,396,Sinker
Lowe,LAA,100.5,31,92.3,394,4
Torreyes,PIT,98.7,24,92.3,366,4
Gardner,PHI,93.2,37,92.3,361,4
Duvall,CHC,103.7,39,92.3,377,Cutter
Aguilar,COL,107.8,27,92.3,422,4
Miller,WSH,105.8,28,92.3,425,Sinker
Lindor,SD,107.4,24,92.3,416,4
Sandoval,PHI,111.5,26,92.3,407,4
