Player,Opp_Team,Exit_Velocity,Angle,Pitch_Speed,Distance,Pitch_Type
Escobar,LAD,102.2,24,90.1,405,4
Marte,LAD,101,23,90.1,387,4
Kieboom,PHI,105.5,29,90.1,410,4
Verdugo,MIN,109.4,23,90.1,406,4
Rojas,WSH,104.1,29,90.1,419,4
Grossman,MIN,100.4,38,90,364,Cutter
Torres,BOS,104.1,24,90,402,Sinker
Rizzo,ARI,101.9,26,90,407,4
Maldonado,KC,104.9,27,90,394,4
Arroyo,HOU,93.2,39,90,339,Cutter
Plawecki,LAA,106.5,34,90,389,4
Vosler,TEX,106.9,33,90,379,Cutter
Semien,BAL,102,23,90,378,4
IbÃ¡Ã±ez,HOU,101,28,90,391,4
O'Neill,CHC,107.8,35,90,412,4
Pillar,WSH,102.1,24,90,386,Sinker
Haase,SEA,108.9,25,90,429,Cutter
Ruf,PIT,110.1,36,90,415,4
Reyes,MIN,109.3,27,90,424,4
Lowrie,SD,96.7,32,90,379,Cutter
Renfroe,TB,107.5,35,90,415,Slider
Kiner-Falefa,MIN,104.3,19,90,386,Sinker
Moore,BAL,100.7,32,90,393,4
Alford,WSH,101.1,29,90,372,4
Hays,HOU,105.6,24,90,372,4
Miller,PIT,105.9,24,90,388,4
Santana,BAL,103.5,29,90,402,4
Upton,CLE,104.9,26,89.9,413,Slider
Ramos,HOU,101.7,26,89.9,363,Slider
Grossman,CLE,102,26,89.9,392,4
Riley,NYM,103.9,29,89.9,420,Changeup
Realmuto,STL,109.8,26,89.9,392,4
Guerrero Jr.,BAL,113.2,24,89.9,412,4
Castellanos,STL,109.7,22,89.9,407,4
Judge,MIN,107,20,89.9,361,Sinker
O'Neill,SF,105.4,29,89.9,374,Slider
HernÃ¡ndez,NYM,103.9,29,89.9,379,Sinker
Souza Jr.,ARI,105.8,23,89.9,382,Sinker
Arozarena,MIN,102.8,27,89.9,379,Sinker
Springer,TEX,97.1,35,89.9,370,Sinker
Semien,PHI,97.8,26,89.9,368,4
Alvarez,MIN,112.6,29,89.9,417,4
Meadows,NYY,103.2,24,89.9,409,Changeup
Wisdom,STL,110.6,23,89.9,382,Sinker
McKenna,TOR,98.8,30,89.9,370,Slider
Belt,TEX,102.8,32,89.9,395,Sinker
AcuÃ±a Jr.,TOR,108,35,89.9,442,4
Ohtani,TB,116.1,27,89.9,453,Changeup
Long Jr.,TOR,107.4,19,89.9,402,4
Moore,CLE,104.2,28,89.9,427,4
Davis,KC,107.4,25,89.9,384,4
Perez,MIN,102.4,32,89.9,408,4
Newman,MIN,105.1,24,89.9,400,4
JimÃ©nez,DET,107.8,26,89.9,432,Slider
UrÃ­as,STL,100.7,36,89.9,381,4
Zunino,OAK,112.8,35,89.9,466,Sinker
Chapman,NYY,99.8,26,89.9,403,4
GarcÃ­a,STL,110.4,28,89.9,397,Sinker
Pinder,COL,112.2,27,89.9,462,Sinker
Alvarez,TB,107.5,24,89.9,424,Cutter
Bellinger,CHC,106.7,26,89.9,422,Cutter
Naylor,KC,95.7,27,89.8,376,Cutter
Bryant,CIN,103.5,23,89.8,379,Slider
Jansen,BAL,97.8,34,89.8,339,Sinker
Schoop,CWS,99.2,24,89.8,379,Changeup
Tucker,LAA,109.6,23,89.8,434,Cutter
Tellez,CWS,108.4,28,89.8,413,Changeup
Farmer,COL,100.7,31,89.8,402,Sinker
Santander,TEX,98.5,25,89.8,383,Sinker
Conforto,MIA,111.3,26,89.8,469,4
Slater,MIL,107.3,23,89.8,407,4
Haniger,LAA,102.9,25,89.8,414,Sinker
Harrison,TEX,103.6,26,89.8,417,4
Raley,SD,113.5,22,89.8,436,Slider
Mayfield,SD,99.3,27,89.8,384,Changeup
Casali,WSH,99.3,30,89.8,388,4
Mountcastle,WSH,113,20,89.8,386,Cutter
Seager,MIN,105.4,38,89.8,383,Cutter
France,HOU,107.4,31,89.8,425,4
Hays,TOR,98.6,34,89.8,383,4
Gurriel Jr.,BOS,102.1,33,89.8,400,Cutter
Santana,TB,110,21,89.8,447,4
GarcÃ­a,CHC,103,33,89.8,402,Sinker
Alvarez,NYY,112.7,25,89.8,424,Slider
Jeffers,KC,110.4,32,89.8,435,4
Hays,NYY,96.9,28,89.7,371,Sinker
Grisham,COL,98.1,37,89.7,391,Changeup
Franco,OAK,100.5,30,89.7,383,4
Carpenter,WSH,106.9,40,89.7,388,4
AcuÃ±a Jr.,PHI,114.1,29,89.7,456,Slider
RamÃ­rez,STL,106.1,26,89.7,410,4
Haniger,ARI,101.9,31,89.7,372,4
Zimmerman,STL,101.1,28,89.7,400,4
Duggar,SD,103.2,41,89.7,362,Cutter
HernÃ¡ndez,SEA,102.6,32,89.7,391,Cutter
Tsutsugo,STL,106.6,26,89.7,430,4
Kelenic,ARI,105,23,89.7,412,Sinker
O'Neill,CHC,103.7,23,89.7,381,Sinker
Gurriel Jr.,OAK,102.1,35,89.7,400,Sinker
Riley,TB,107.6,32,89.7,422,Cutter
Riley,NYM,112.5,26,89.7,432,4
Phillips,PHI,97.3,33,89.7,371,Slider
Santander,NYM,104.6,26,89.7,420,Cutter
AcuÃ±a Jr.,PHI,116,27,89.7,460,4
Semien,OAK,105.2,36,89.7,403,Sinker
Dalbec,OAK,110,25,89.7,432,Sinker
Choi,TOR,100.2,28,89.7,407,Cutter
Mancini,TOR,98.9,30,89.7,368,Cutter
Urshela,CLE,103,23,89.7,382,4
AcuÃ±a Jr.,PHI,108.6,25,89.7,428,Slider
Locastro,SD,105.3,33,89.6,395,Sinker
Machado,PIT,100.3,28,89.6,374,Slider
Adrianza,NYM,100.7,30,89.6,406,4
Bader,NYM,109.4,31,89.6,450,Cutter
Pinder,HOU,103.6,23,89.6,357,Sinker
Harper,MIL,107.2,20,89.6,357,Changeup
Mancini,WSH,107.6,31,89.6,455,4
Guerrero Jr.,KC,105.2,34,89.6,400,4
Semien,NYY,104,27,89.6,387,Sinker
Yelich,WSH,98.9,30,89.6,414,4
SÃ¡nchez,TOR,105.3,36,89.6,410,Cutter
Olson,KC,102.9,28,89.6,388,Cutter
Luplow,MIN,103.2,34,89.6,399,Cutter
Muncy,ARI,111.7,22,89.6,398,4
La Stella,NYM,100,31,89.6,415,Cutter
Schoop,MIN,111.1,33,89.6,418,4
Zunino,TOR,105.1,25,89.6,392,Changeup
Lowe,TOR,108,28,89.6,410,4
Bradley,MIN,106.8,29,89.6,417,4
White,HOU,103.3,26,89.6,392,4
Schoop,CWS,102.1,38,89.6,375,4
Schwarber,MIN,108.4,25,89.6,437,Cutter
Renfroe,SEA,108.8,25,89.6,414,Sinker
Grossman,BAL,101.9,36,89.6,384,4
Castellanos,CHC,103.3,36,89.6,384,Sinker
Belt,COL,101.9,27,89.6,388,4
Wong,CWS,103.1,32,89.6,401,4
Gardner,NYM,104.3,23,89.6,407,Split-Finger
Hoskins,MIA,106.5,32,89.5,403,Changeup
Alvarez,SEA,108.7,24,89.5,423,Cutter
Cronenworth,HOU,102.8,28,89.5,407,Split-Finger
Gurriel,OAK,100.7,22,89.5,393,Sinker
Martinez,CLE,104.5,27,89.5,401,4
Toro,CWS,92.5,35,89.5,362,Cutter
Hoskins,SD,102.5,28,89.5,395,Changeup
Lowe,KC,108.5,29,89.5,432,4
Vaughn,BAL,108.7,28,89.5,447,4
Peraza,TB,100.8,24,89.5,404,Slider
Swanson,SD,106,30,89.5,361,Changeup
Wendle,NYY,104.2,24,89.5,405,Changeup
Blackmon,MIA,99.8,30,89.5,386,Slider
Pinder,HOU,110.6,30,89.5,419,Cutter
Herrera,ARI,100.1,32,89.5,402,4
Thompson,STL,109.7,27,89.5,425,Sinker
Mayfield,SEA,104.7,30,89.5,421,Cutter
India,ATL,100.5,37,89.5,405,4
Zimmer,CIN,111.6,28,89.5,471,Cutter
Rosario,DET,108.4,25,89.5,383,Sinker
Pujols,SF,103.6,37,89.5,376,Sinker
Luplow,MIN,101.8,38,89.5,378,Sinker
Slater,SD,103.7,34,89.4,418,4
UrÃ­as,STL,102.8,30,89.4,411,4
AcuÃ±a Jr.,MIA,102.2,31,89.4,344,Sinker
Murphy,TB,102.9,40,89.4,367,4
Heyward,WSH,101.5,24,89.4,374,4
Hedges,CWS,100.3,25,89.4,407,Sinker
Cabrera,SF,97.7,32,89.4,405,Changeup
Tellez,NYY,101.5,28,89.4,409,Cutter
Springer,BAL,107.1,27,89.4,417,Slider
O'Hearn,MIN,108.6,27,89.4,426,4
Urshela,LAA,106.5,23,89.4,398,4
Seager,OAK,100.4,30,89.4,406,4
Taylor,COL,100.9,26,89.4,398,Slider
AcuÃ±a Jr.,MIA,103.2,30,89.4,385,Cutter
Barnhart,MIN,103.4,34,89.4,407,Sinker
Olson,BOS,110.4,31,89.4,425,Changeup
Tucker,NYY,101.3,35,89.4,380,Slider
Gomes,ATL,102.9,27,89.4,366,4
Chisholm Jr.,WSH,110.4,37,89.4,415,Cutter
Alford,CHC,106.1,31,89.4,435,Sinker
Arroyo,ATL,105.7,31,89.4,467,Cutter
DÃ­az,PIT,100.6,35,89.4,390,Slider
Ohtani,TEX,117,24,89.4,380,Cutter
GimÃ©nez,NYY,97.1,32,89.4,384,Changeup
Ramirez,SEA,104.5,23,89.4,384,Cutter
DeJong,CIN,108.4,34,89.4,404,Slider
Winker,ATL,109,24,89.3,435,Changeup
Hermosillo,PIT,105.4,37,89.3,425,Sinker
Gregorius,PIT,106.2,28,89.3,438,Cutter
Baddoo,CLE,103.7,29,89.3,372,4
Hedges,TEX,105.3,20,89.3,396,Cutter
Albies,PHI,107.2,22,89.3,404,4
Peralta,SD,100.1,24,89.3,418,Split-Finger
Freeman,MIL,109.9,33,89.3,415,Sinker
Lowe,CWS,107.5,33,89.3,402,Cutter
Grichuk,HOU,109.6,27,89.3,459,4
Swanson,WSH,105.3,25,89.3,417,4
Wendle,WSH,104.4,24,89.3,389,Slider
Tatis Jr.,LAD,105.2,28,89.3,414,Cutter
Perez,TOR,103.4,42,89.3,370,4
Profar,WSH,107.6,30,89.3,431,Cutter
Gordon,KC,104.8,26,89.3,423,Cutter
Ohtani,COL,113.1,22,89.3,388,4
Bichette,TB,106.2,23,89.3,377,Changeup
Perez,CLE,105.8,30,89.3,418,Slider
Adames,NYM,102.7,23,89.3,401,Cutter
Moran,CHC,102.1,24,89.3,367,Cutter
Martinez,TB,97,27,89.3,326,Sinker
Duvall,COL,102.3,28,89.3,398,Slider
Anderson,TB,105.9,23,89.3,416,Slider
Vogt,WSH,97.8,36,89.3,395,Cutter
HernÃ¡ndez,WSH,108.8,36,89.3,409,Cutter
Swanson,CHC,104.4,29,89.3,410,Sinker
Maldonado,OAK,102.9,27,89.2,388,4
Arenado,CHC,103.5,29,89.2,408,Cutter
Lindor,NYY,107.3,22,89.2,436,Changeup
Olson,MIN,107.8,33,89.2,421,4
SuÃ¡rez,MIN,103.9,28,89.2,389,4
LaMarre,BOS,99.4,24,89.2,350,Slider
Perez,CWS,105.6,24,89.2,428,Slider
Farmer,PHI,98.2,34,89.2,386,Changeup
Meadows,NYY,100.1,22,89.2,337,Changeup
Albies,CHC,104.4,41,89.2,387,4
Harper,COL,98.3,33,89.2,360,Slider
Mullins,TEX,104.2,32,89.2,397,Cutter
Alberto,BAL,106.2,26,89.2,426,4
Story,STL,105.5,32,89.2,461,Changeup
Mullins,SEA,99.5,26,89.2,391,Cutter
Abreu,MIN,107.9,41,89.2,384,Changeup
Cruz,CWS,106.7,29,89.2,423,4
Machado,OAK,101.5,25,89.2,367,4
Franco,TOR,99.5,26,89.2,383,Slider
Stanton,MIN,105.9,18,89.2,345,Sinker
Garver,HOU,106.1,41,89.2,393,Sinker
McKinney,BAL,102.3,28,89.2,374,Cutter
France,TOR,107.6,22,89.2,422,4
DÃ­az,MIN,104.9,26,89.1,395,4
Casali,ARI,102.3,29,89.1,408,4
Pollock,MIL,102.5,33,89.1,417,Sinker
India,STL,102.6,39,89.1,375,4
Grossman,CHC,108.2,27,89.1,442,Sinker
Torrens,TB,107.1,26,89.1,414,4
Benintendi,MIN,99.1,32,89.1,379,Changeup
Martinez,TOR,104.4,26,89.1,402,Slider
Frazier,TB,106.5,22,89.1,379,Slider
Turner,ARI,95.5,39,89.1,354,4
McMahon,WSH,98.8,31,89.1,394,4
Daza,MIL,98.4,35,89.1,412,Cutter
Mullins,BOS,101.5,35,89.1,384,Changeup
Gordon,CHC,101.3,27,89.1,378,4
SanÃ³,CLE,113.7,20,89.1,420,Slider
Happ,WSH,99.4,25,89.1,365,Changeup
Albies,NYM,102.6,42,89.1,381,4
Castro,NYM,102.7,34,89.1,403,Sinker
Perez,OAK,103.5,25,89.1,356,4
Taylor,SD,100.5,29,89.1,390,Sinker
Turner,TOR,101.7,33,89.1,413,Cutter
Lindor,MIA,109.6,24,89.1,399,4
Wong,ARI,96.2,35,89.1,385,Cutter
Yastrzemski,LAA,106.4,35,89,414,Cutter
Mullins,NYY,96,31,89,363,Changeup
Pillar,WSH,106.2,23,89,401,4
Chapman,TB,103.9,22,89,382,Changeup
Jeffers,KC,107,33,89,429,4
Arenado,KC,108,25,89,404,4
Goodwin,DET,92,29,89,365,Changeup
Bote,MIL,111.2,19,89,421,Sinker
O'Neill,ARI,107.4,30,89,450,Slider
Marisnick,MIL,106.4,21,89,394,Sinker
Schoop,TB,99.6,24,89,382,Slider
Pujols,NYM,106.6,25,89,406,4
Castellanos,ATL,107,34,89,415,Slider
Maldonado,LAA,100.3,28,89,401,Cutter
Perez,SEA,106.1,39,89,369,Sinker
Meyers,OAK,107.8,33,89,401,4
Goldschmidt,CHC,105.1,27,89,406,Cutter
Ahmed,MIA,102.8,35,89,402,Changeup
Anderson,CHC,104,27,89,381,Sinker
Hernandez,CHC,99.9,30,89,353,4
Chisholm Jr.,CHC,111.3,28,89,435,Sinker
Gurriel Jr.,LAA,99.4,27,89,383,Sinker
Candelario,TB,105.2,24,88.9,414,Slider
Ohtani,SEA,116.5,31,88.9,463,Sinker
Reynolds,MIL,107.8,29,88.9,436,4
UrÃ­as,CHC,101.1,33,88.9,398,Sinker
Devers,NYY,99.9,30,88.9,373,Changeup
Lowe,TOR,110.1,21,88.9,424,Slider
Bryant,PIT,103,34,88.9,404,4
Bichette,ATL,105,27,88.9,420,Cutter
Miller,ARI,105.8,30,88.9,398,Sinker
SanÃ³,CWS,99,31,88.9,372,Cutter
Pujols,STL,102.6,21,88.9,386,Sinker
Newman,WSH,100.1,33,88.9,380,Cutter
HernÃ¡ndez,HOU,104.2,42,88.9,379,4
Harper,WSH,111.6,30,88.9,431,Cutter
Ahmed,TEX,99.3,31,88.9,398,4
BÃ¡ez,ARI,105.8,25,88.9,424,Slider
Wade Jr.,PIT,104.1,28,88.9,400,Changeup
Springer,BAL,97.8,28,88.9,353,Slider
Trout,TB,109.6,42,88.9,383,Slider
Garcia,DET,104.4,33,88.9,398,Slider
Votto,PIT,110.9,27,88.9,466,Cutter
McMahon,CHC,97.2,40,88.8,362,Changeup
Devers,MIN,108.4,32,88.8,404,Slider
Solak,LAA,101.3,24,88.8,408,Slider
Soler,OAK,108.4,31,88.8,425,Changeup
Iglesias,CLE,97.1,38,88.8,382,Slider
Guerrero Jr.,CLE,115.2,19,88.8,424,4
Hoskins,LAD,112.2,23,88.8,379,Slider
Guerrero Jr.,BOS,111.1,21,88.8,402,Sinker
Alfaro,BOS,106,31,88.8,381,Cutter
Alvarez,SEA,103.4,24,88.8,396,Sinker
Alonso,BOS,107.6,24,88.8,402,Slider
Riley,SF,109,22,88.8,423,Slider
Mancini,WSH,107.8,36,88.8,414,4
Grandal,TOR,99.9,24,88.8,361,4
SuÃ¡rez,CHC,103.4,24,88.8,398,Cutter
Bichette,BOS,111.8,24,88.8,382,Changeup
Moreland,CLE,107.1,21,88.8,379,Cutter
DÃ­az,DET,112.3,19,88.8,438,Sinker
Story,SD,111,25,88.8,433,4
Goldschmidt,WSH,102.1,29,88.8,400,Changeup
Marte,SEA,105.1,30,88.7,415,Sinker
Donaldson,MIL,110.8,20,88.7,376,Slider
Urshela,TB,108.1,25,88.7,453,Cutter
Murphy,LAA,105.2,30,88.7,401,4
Walsh,BOS,107.7,23,88.7,435,Cutter
Flores,PHI,98.8,27,88.7,392,Slider
Smith,PIT,99.1,33,88.7,403,Changeup
Cooper,WSH,110.2,21,88.7,432,Changeup
RamÃ­rez,KC,104.3,21,88.7,348,Slider
BÃ¡ez,WSH,100,29,88.7,391,4
Peters,HOU,110.7,18,88.7,421,4
Bregman,OAK,106,31,88.7,418,4
HernÃ¡ndez,HOU,105.6,28,88.7,424,4
Ohtani,DET,110.1,31,88.7,430,Slider
Hedges,CWS,104.8,24,88.7,419,Sinker
Senzel,CHC,102.2,21,88.7,367,Sinker
Hayes,ATL,101,30,88.7,374,4
Davis,CHC,110.4,27,88.7,432,Sinker
Aguilar,NYM,102.6,33,88.7,394,Slider
Solak,TOR,108.8,29,88.7,404,4
Alford,ARI,106.6,46,88.7,369,4
Stephenson,STL,104.5,25,88.7,368,4
Candelario,KC,104.5,32,88.7,434,Changeup
Bogaerts,BAL,102.3,50,88.7,343,4
Polanco,MIN,109.6,26,88.7,419,Changeup
Weathers,MIA,104.3,24,88.7,421,Sinker
Meadows,CLE,100.2,34,88.6,395,Split-Finger
Mancini,NYY,110.5,19,88.6,394,Cutter
Chirinos,ARI,97.6,31,88.6,381,Slider
Gibson,PIT,97.6,29,88.6,380,4
HernÃ¡ndez,TOR,105.8,30,88.6,391,4
Thompson,STL,107.8,23,88.6,409,4
Kim,CIN,103.7,24,88.6,384,Slider
Polanco,STL,100.8,28,88.6,389,4
GarcÃ­a,CWS,102.1,37,88.6,368,Curveball
Devers,CLE,105.9,34,88.6,448,Cutter
Greiner,HOU,98.7,30,88.6,365,4
Donaldson,DET,109.3,32,88.6,446,Slider
Machado,COL,103,22,88.6,364,Changeup
Kepler,CWS,105.4,29,88.6,406,Sinker
Bote,WSH,103.9,31,88.6,407,Cutter
Zunino,TOR,109.9,33,88.6,428,4
Kieboom,MIL,103.4,29,88.6,414,Sinker
Turner,PHI,109.9,21,88.6,430,4
Escobar,LAA,94.2,30,88.6,374,Changeup
Lowe,OAK,109.6,35,88.6,431,Cutter
Olivares,CWS,99.7,28,88.6,389,Slider
Castro,KC,103,26,88.6,418,Changeup
Myers,ARI,101.8,41,88.6,382,4
Stevenson,NYM,101.8,26,88.6,402,Changeup
Haase,SEA,108.3,32,88.6,429,Slider
Reynolds,CHC,103.6,30,88.6,387,Sinker
Tsutsugo,STL,105.8,32,88.6,422,Slider
Sheets,LAA,109.5,28,88.6,447,Cutter
Flores,HOU,98.9,44,88.5,363,4
Kiner-Falefa,OAK,102.5,22,88.5,393,4
Pederson,STL,105.3,21,88.5,408,4
Castellanos,CHC,104.7,32,88.5,412,Sinker
Robert,CHC,103.1,25,88.5,406,Sinker
McCann,ATL,101,30,88.5,417,Cutter
Wade Jr.,HOU,107.8,28,88.5,417,4
Ruiz,NYY,96.5,43,88.5,342,Cutter
Donaldson,KC,111.1,19,88.5,390,4
Phillips,CLE,102.3,40,88.5,395,Changeup
Santana,TB,104.6,24,88.5,379,Sinker
Haniger,CLE,107.4,26,88.5,438,Slider
Gurriel Jr.,BAL,102,31,88.5,401,4
Bradley Jr.,PIT,102.3,28,88.5,404,Changeup
Correa,TEX,101.5,28,88.5,377,Slider
Lowe,COL,103.2,26,88.5,403,4
Joyce,CIN,100.2,33,88.5,389,Fastball
DÃ­az,SF,94.2,31,88.5,389,Slider
Tatis Jr.,SEA,105.8,30,88.5,393,Cutter
Murphy,TOR,109.2,26,88.5,434,Slider
Celestino,SEA,102.5,24,88.5,370,Sinker
Valera,OAK,94.5,32,88.4,358,Cutter
Cron,PIT,95.8,32,88.4,391,Slider
Cron,CHC,110.5,31,88.4,421,Sinker
Fuentes,SD,101.2,36,88.4,404,Changeup
Nola,SF,96.2,29,88.4,363,Slider
Edman,CHC,105.7,26,88.4,422,Sinker
Seager,SD,110.9,24,88.4,414,Slider
Frazier,COL,101.6,28,88.4,395,4
Lowrie,LAA,109.9,25,88.4,421,Changeup
Perez,CHC,105.1,28,88.4,407,Sinker
Goodrum,OAK,103,31,88.4,413,Sinker
Moran,CHC,102.7,27,88.4,406,4
Suzuki,SEA,99.1,32,88.4,384,Sinker
Margot,LAA,106.8,28,88.4,409,Changeup
Olson,SEA,102.7,27,88.4,395,Sinker
Kirilloff,SEA,105,26,88.4,421,Sinker
Pederson,MIA,112.2,23,88.4,435,Changeup
SÃ¡nchez,BAL,112.3,28,88.4,435,Cutter
JimÃ©nez,CHC,99.8,29,88.4,374,Sinker
Heredia,CIN,106.5,28,88.4,433,4
Rogers,CHC,95.9,28,88.4,349,Sinker
Sheets,CIN,105.4,22,88.4,413,Changeup
Myers,WSH,106.4,28,88.4,425,4
Stewart,MIN,104.2,30,88.4,429,Cutter
Zunino,TOR,106.6,45,88.4,347,Slider
McKinney,CHC,101,28,88.4,415,4
Alonso,BAL,104.6,33,88.4,413,Slider
Brantley,OAK,107.9,19,88.4,376,Sinker
Kirk,BAL,104.2,22,88.4,374,Slider
Anderson,HOU,99.4,27,88.4,369,Changeup
Heyward,ARI,94.7,28,88.4,384,Slider
Renfroe,HOU,108.4,31,88.4,419,Slider
Pollock,PIT,102.9,27,88.4,399,Slider
Guerrero Jr.,LAA,111.3,21,88.4,404,Slider
Machado,CHC,97.5,36,88.3,352,Slider
Cron,MIA,109.1,34,88.3,456,Slider
Seager,CLE,105.3,26,88.3,419,Cutter
Garver,TEX,110.7,32,88.3,429,4
Urshela,BAL,109.8,20,88.3,386,Cutter
Arozarena,NYY,99.4,38,88.3,344,Cutter
GarcÃ­a,STL,109.7,30,88.3,442,Cutter
Gregorius,MIA,93.1,35,88.3,353,Slider
Wisdom,CIN,97.8,31,88.3,373,Changeup
Machado,NYM,105,23,88.3,413,Changeup
Winker,CHC,100.2,31,88.3,398,Slider
Kemp,NYY,97.2,25,88.3,353,Slider
Guerrero Jr.,DET,107.6,23,88.3,425,Sinker
Arozarena,BAL,104.6,27,88.3,427,Cutter
UrÃ­as,STL,103.9,23,88.3,382,Sinker
Farmer,STL,106,21,88.3,365,Sinker
DeJong,CHC,109,22,88.3,429,Sinker
UrÃ­as,CHC,105.4,26,88.3,427,Slider
Herrera,CIN,102.1,21,88.3,402,Changeup
Polanco,BAL,101.2,38,88.3,355,Cutter
Martinez,KC,108.4,24,88.3,420,Changeup
Canha,TOR,106.8,27,88.2,410,4
Martinez,TOR,100.7,28,88.2,395,Slider
Guerrero Jr.,BAL,113.1,28,88.2,438,Cutter
Aquino,MIL,104.7,27,88.2,399,Sinker
HernÃ¡ndez,STL,101.5,32,88.2,396,4
Fraley,LAA,101.4,28,88.2,395,Split-Finger
Alonso,STL,98.5,34,88.2,390,4
Carlson,MIL,106.6,36,88.2,408,Sinker
Villar,PIT,105,36,88.2,388,Cutter
Trammell,CWS,99,41,88.2,372,Sinker
Vaughn,HOU,102.5,23,88.2,359,Sinker
Bell,SD,106.9,24,88.2,412,Slider
Arenado,PIT,101.4,25,88.2,403,Slider
Contreras,SD,108.5,29,88.2,419,Slider
Yelich,NYM,104.7,32,88.2,402,Changeup
Aguilar,ATL,103.3,26,88.2,379,Changeup
Ozuna,MIA,106.7,27,88.2,425,Changeup
DÃ­az,NYM,103.6,31,88.2,424,Split-Finger
Hoskins,CHC,106.6,35,88.2,418,4
Ohtani,NYY,109.6,23,88.2,395,Changeup
Votto,CHC,111.3,27,88.2,431,4
Olson,TEX,112.9,19,88.1,387,Slider
Olson,SEA,105.6,25,88.1,378,Sinker
Altuve,BOS,92.2,32,88.1,330,Changeup
Ortega,WSH,108.9,30,88.1,392,Changeup
Miller,NYM,107,27,88.1,443,Split-Finger
Ohtani,TB,110.3,34,88.1,427,Slider
Varsho,COL,102.1,22,88.1,402,Slider
Fletcher,SEA,97.3,22,88.1,361,Sinker
Freeman,PHI,103.2,32,88.1,416,Changeup
Turner,MIL,106.3,21,88.1,401,Changeup
Moore,COL,96.5,30,88.1,405,Slider
JimÃ©nez,CHC,106.7,30,88.1,409,Sinker
Cruz,BOS,107.9,21,88.1,410,Cutter
Wisdom,MIL,102.5,30,88.1,391,Slider
Dickerson,ARI,103.4,32,88.1,383,Sinker
Choi,BAL,104.9,29,88.1,418,Cutter
Robles,PHI,108.2,31,88.1,424,4
Turner,NYM,96.8,31,88.1,374,4
Schrock,WSH,102.8,23,88.1,380,4
Martinez,HOU,102.9,30,88.1,411,4
Adames,ATL,104.7,36,88.1,394,Cutter
Piscotty,DET,109.6,21,88.1,404,Slider
McCutchen,CIN,103.8,27,88.1,382,Changeup
Odor,CLE,106.2,31,88.1,426,Changeup
Miller,TEX,94.4,38,88.1,359,Changeup
Aguilar,TOR,104.1,23,88.1,372,Changeup
Pederson,STL,107.3,25,88.1,425,Changeup
Cabrera,BAL,101.9,26,88.1,363,4
GarcÃ­a,TB,101.1,31,88,366,Slider
Ohtani,TEX,107.2,31,88,426,Cutter
Gardner,TB,102.7,40,88,376,Sinker
Escobar,CLE,99.9,36,88,386,4
India,STL,105.1,29,88,419,Changeup
Grichuk,BAL,101.3,37,88,380,Cutter
Altuve,OAK,99.6,32,88,396,Slider
Mancini,SEA,110.3,24,88,429,Sinker
Bichette,BAL,107.4,21,88,367,Sinker
Crawford,PIT,106.3,45,88,354,Changeup
Grichuk,MIA,103.5,32,88,393,Changeup
Winker,MIL,108.6,20,88,396,Changeup
Taylor,SEA,105.8,34,88,413,Sinker
Edman,CWS,110.9,27,88,430,Cutter
Smith,NYM,104.4,31,88,444,Slider
Contreras,WSH,101.8,24,88,365,Cutter
Rizzo,MIL,104.6,26,88,401,Cutter
Pederson,SD,109.2,34,88,424,Cutter
Sosa,MIL,100.3,33,88,369,Sinker
Peters,LAA,112.5,23,88,436,Split-Finger
Kelly,WSH,103.7,32,88,392,4
Smith,ARI,104.7,34,88,398,Cutter
Goodwin,CHC,94.7,31,88,351,4
Canha,TOR,101.5,27,87.9,391,Changeup
Mathisen,SD,106.7,27,87.9,429,Sinker
Lowe,NYM,98,30,87.9,375,Cutter
Ortega,CIN,98,27,87.9,371,Changeup
Rosario,CWS,99.1,31,87.9,401,Sinker
HernÃ¡ndez,CWS,96.6,40,87.9,342,Sinker
Cron,SD,101.2,33,87.9,414,Slider
Reyes,MIN,108.8,23,87.9,418,4
Smith,SF,94.5,31,87.9,377,Slider
Arenado,CHC,105.4,21,87.9,386,Sinker
Wade Jr.,LAD,98.7,38,87.9,373,Changeup
Wade Jr.,ATL,106.8,33,87.9,422,Changeup
Tatis Jr.,ARI,105,40,87.9,416,Slider
Long Jr.,TB,96,25,87.9,348,Slider
Naquin,ARI,111.3,32,87.9,454,Changeup
RamÃ­rez,TB,106.7,27,87.9,410,Cutter
Jeffers,HOU,104.3,36,87.9,414,Changeup
Lamb,BAL,99.4,39,87.9,383,Changeup
Culberson,SEA,103.7,21,87.9,390,Sinker
Bichette,SEA,102.3,25,87.9,406,Slider
Galvis,CHC,102.8,30,87.9,395,Sinker
Joe,SEA,103.9,27,87.9,441,4
Contreras,MIL,110.4,28,87.9,438,4
Torres,BOS,98.5,30,87.9,380,Slider
Contreras,CIN,112.9,25,87.9,464,Slider
AcuÃ±a Jr.,NYM,109.8,33,87.9,401,Cutter
Duggar,PIT,106.2,29,87.9,372,Slider
Flores,PIT,104.1,22,87.9,370,Changeup
Fuentes,CIN,96,26,87.9,385,Changeup
Thomas,COL,101.2,32,87.8,404,Slider
Schwarber,ARI,111.9,30,87.8,463,Sinker
Ward,DET,105.7,33,87.8,418,Slider
Polanco,CIN,107.4,28,87.8,396,Slider
Benintendi,CWS,99.2,32,87.8,402,Sinker
Grichuk,OAK,109.8,19,87.8,412,Sinker
GuzmÃ¡n,TOR,112,24,87.8,426,Slider
