Player,Opp_Team,Exit_Velocity,Angle,Pitch_Speed,Distance,Pitch_Type
"Meadows, Austin",TOR,101,29,94,395,4
"Thompson, Trayce",MIN,105,26,94,386,4
"India, Jonathan",CHC,101.8,31,94,424,4
"Stewart, DJ",TOR,109.3,29,94,437,4
"Goldschmidt, Paul",CHC,106,34,94,402,Sinker
"Yastrzemski, Mike",ARI,103.1,30,94,407,4
"Escobar, Alcides",SD,101,29,94,393,4
"Story, Trevor",CHC,98.7,29,94,401,Sinker
"Wade Jr., LaMonte",OAK,104.5,33,94,384,4
"Galvis, Freddy",SEA,92.9,31,94,358,4
"DÃ­az, Isan",ATL,104.9,23,94,416,Sinker
"Bote, David",ATL,102.4,23,94,396,4
"Schwarber, Kyle",NYM,96.7,29,94,398,4
"Buxton, Byron",DET,112,26,94,426,4
"Votto, Joey",CHC,105.9,27,94,421,4
"Buxton, Byron",KC,111.8,29,94,457,Sinker
"Votto, Joey",STL,104,27,94,406,4
"GarcÃ­a, Adolis",LAA,107.2,24,94,378,4
"Olivares, Edward",TOR,108.4,26,94,417,Sinker
"Villar, Jonathan",CIN,94.2,29,94,366,4
"Escobar, Eduardo",PIT,110.8,28,94,421,4
"Harper, Bryce",WSH,107.1,28,94,430,4
"RamÃ­rez, JosÃ©",TOR,106.1,31,94,408,4
"Posey, Buster",SEA,103.7,26,94,404,4
"Walker, Christian",ATL,108.3,20,94,418,4
"Farmer, Kyle",WSH,99.3,29,94,375,4
"Bogaerts, Xander",NYY,96.9,33,94,379,4
"Reyes, Franmil",DET,103.3,27,94,409,Sinker
"Taylor, Chris",STL,104.4,31,94,409,4
"AcuÃ±a Jr., Ronald",WSH,107.9,33,94,416,4
"Trejo, Alan",OAK,100.2,31,94,433,4
"Schoop, Jonathan",SEA,103.8,25,94,386,4
"Beaty, Matt",SF,105.9,45,94,345,4
"Pillar, Kevin",BAL,107.3,20,94,393,4
"Goldschmidt, Paul",SF,109.3,29,94,409,Sinker
"Tatis Jr., Fernando",ATL,110.6,21,94,419,4
"Muncy, Max",SF,112.3,34,93.9,423,4
"Moniak, Mickey",SF,103.9,23,93.9,372,Sinker
"Cordero, Franchy",PHI,118.6,29,93.9,474,4
"GarcÃ­a, AvisaÃ­l",WSH,105.7,24,93.9,412,4
"Seager, Kyle",TOR,98.3,29,93.9,350,Sinker
"Bregman, Alex",TB,100.7,32,93.9,395,Sinker
"Smith, Will",NYM,103.7,42,93.9,386,4
"Yelich, Christian",CIN,107.7,32,93.9,440,4
"Rengifo, Luis",SF,102.7,42,93.9,383,4
"Torres, Gleyber",TOR,106.4,28,93.9,425,4
"Hoskins, Rhys",SD,107.4,29,93.9,408,4
"Goldschmidt, Paul",DET,106.1,32,93.9,427,4
"Harper, Bryce",ATL,115.6,20,93.9,390,4
"Kelly, Carson",ATL,105.5,26,93.9,402,4
"Andrus, Elvis",HOU,106.4,27,93.9,406,4
"Nimmo, Brandon",ATL,111.1,21,93.9,414,4
"Canha, Mark",DET,100.7,33,93.9,370,Sinker
"Martin, Jason",SEA,108.1,28,93.9,414,4
"Stanton, Giancarlo",SEA,115.8,19,93.9,434,Sinker
"Frazier, Clint",DET,106.7,20,93.9,364,4
"Friedl, TJ",LAD,100.5,24,93.9,385,4
"Clement, Ernie",KC,100.2,29,93.9,396,4
"Votto, Joey",ARI,104.1,34,93.9,395,4
"Escobar, Eduardo",CLE,108,29,93.9,416,4
"Rodgers, Brendan",CHC,101.7,26,93.9,389,4
"Candelario, Jeimer",CLE,106.4,25,93.9,359,4
"Lindor, Francisco",PIT,99.6,25,93.9,376,4
"Soto, Juan",SD,106.7,34,93.9,407,4
"Alvarez, Yordan",LAA,116.1,22,93.9,456,4
"Goodwin, Brian",CLE,104,24,93.9,377,4
"Perez, Salvador",CWS,99.2,36,93.9,384,4
"Happ, Ian",MIA,108.8,27,93.9,439,4
"Contreras, William",PIT,107.8,22,93.9,391,Sinker
"Martinez, J.D.",KC,112.3,21,93.9,417,Sinker
"Laureano, RamÃ³n",BAL,109.6,28,93.9,405,4
"Duvall, Adam",WSH,108.9,27,93.9,432,4
"Trevino, Jose",BAL,105.6,24,93.9,420,4
"Escobar, Eduardo",CIN,104.1,27,93.9,436,Sinker
"Robert, Luis",CIN,111.6,33,93.9,445,4
"Riley, Austin",NYY,100.6,35,93.9,361,4
"Vosler, Jason",CHC,104.6,29,93.9,429,4
"Plawecki, Kevin",CLE,107.2,23,93.9,390,Sinker
"Taveras, Leody",COL,106.2,25,93.9,428,4
"Duvall, Adam",WSH,96.4,32,93.9,384,4
"Realmuto, J.T.",NYM,102.1,33,93.9,360,4
"Freeman, Freddie",LAD,104.2,30,93.9,403,4
"Gallo, Joey",OAK,103.8,27,93.9,386,4
"Villar, Jonathan",WSH,104,26,93.9,382,4
"Sogard, Eric",CLE,102.3,29,93.8,376,4
"GarcÃ­a, Adolis",HOU,102.2,33,93.8,382,Sinker
"Garver, Mitch",CIN,105.9,36,93.8,401,4
"Dozier, Hunter",DET,109.4,22,93.8,396,4
"Harper, Bryce",NYM,102.7,23,93.8,398,Sinker
"Ohtani, Shohei",HOU,114.7,22,93.8,368,Sinker
"Vogelbach, Daniel",ARI,106.6,21,93.8,386,Sinker
"MejÃ­a, Francisco",NYY,101.3,23,93.8,365,Sinker
"Bogaerts, Xander",ATL,105.2,36,93.8,424,Sinker
"Thomas, Lane",NYM,102.1,26,93.8,402,4
"Crawford, Brandon",COL,106.1,28,93.8,442,4
"Mountcastle, Ryan",TOR,105.5,36,93.8,417,4
"Winker, Jesse",MIL,109.2,29,93.8,456,4
"Goldschmidt, Paul",PIT,104.9,34,93.8,414,4
"Martinez, J.D.",DET,104.4,28,93.8,389,Sinker
"Perez, Salvador",CLE,113.4,24,93.8,439,4
"Happ, Ian",CIN,107,30,93.8,427,4
"Frazier, Adam",ATL,101.6,27,93.8,376,4
"Ohtani, Shohei",HOU,116.1,26,93.8,445,4
"Gallo, Joey",CLE,112.1,30,93.8,418,4
"Anderson, Brian",WSH,106.7,34,93.8,420,4
"Adames, Willy",LAD,101.9,35,93.8,383,Sinker
"Yastrzemski, Mike",MIA,105.2,31,93.8,400,4
"Chapman, Matt",TEX,107.9,31,93.8,420,4
"McKinstry, Zach",COL,98.2,26,93.8,371,4
"Kepler, Max",DET,106.9,36,93.8,409,4
"Adams, Riley",ATL,110.1,41,93.8,412,4
"Pederson, Joc",BAL,106.7,38,93.8,415,4
"Lowe, Brandon",BAL,104.5,30,93.8,424,Sinker
"Kepler, Max",DET,100.1,31,93.8,363,Sinker
"Reyes, Franmil",KC,105.7,29,93.8,435,4
"Naylor, Josh",KC,107.7,26,93.8,402,4
"Goldschmidt, Paul",MIL,106.6,29,93.8,418,4
"Brown, Seth",TEX,111.8,24,93.8,472,4
"Brown, Seth",CWS,97.9,30,93.8,359,4
"Stewart, DJ",CWS,97.3,31,93.8,373,4
"Reyes, Franmil",NYY,107.5,39,93.8,342,4
"Almonte, Abraham",NYM,100,30,93.8,385,4
"Conforto, Michael",PIT,102.9,32,93.8,418,4
"Murphy, Tom",NYY,104.7,23,93.8,376,4
"Voit, Luke",KC,101.6,27,93.8,362,4
"Hilliard, Sam",WSH,107.6,26,93.8,436,4
"Devers, Rafael",TOR,107.1,24,93.8,392,4
"Myers, Wil",WSH,99.2,35,93.8,352,Cutter
"Cooper, Garrett",LAD,103.4,30,93.8,377,4
"Polanco, Jorge",BOS,104.2,29,93.8,405,4
"Santana, Danny",TB,107.9,31,93.8,408,4
"Realmuto, J.T.",MIL,110.1,33,93.8,417,4
"Haase, Eric",CWS,106.6,27,93.8,427,Sinker
"Gomes, Yan",TEX,93.4,36,93.8,361,4
"Alonso, Pete",TOR,111.3,29,93.8,450,Sinker
"UrÃ­as, Luis",SD,105.9,26,93.8,372,4
"Almonte, Abraham",PIT,105.6,21,93.8,394,Sinker
"Edman, Tommy",WSH,100.8,27,93.8,385,Sinker
"Barnes, Austin",SF,109,18,93.8,398,4
"Schwarber, Kyle",PHI,109.4,29,93.8,399,Sinker
"Ortega, Rafael",WSH,101.6,23,93.8,391,Sinker
"Luplow, Jordan",CIN,104.6,31,93.8,418,Sinker
"Escobar, Eduardo",WSH,107.2,24,93.8,400,4
"HernÃ¡ndez, CÃ©sar",PIT,101,26,93.8,407,4
"AcuÃ±a Jr., Ronald",WSH,109.8,29,93.8,432,4
"Albies, Ozzie",NYM,102.2,28,93.8,392,Sinker
"VanMeter, Josh",PIT,108.4,25,93.8,411,4
"Gregorius, Didi",WSH,105.7,30,93.7,412,Sinker
"Bell, Josh",PIT,107.7,23,93.7,429,4
"O'Grady, Brian",CHC,105.8,32,93.7,407,4
"Higashioka, Kyle",CLE,105.6,25,93.7,420,Sinker
"HernÃ¡ndez, Enrique",PHI,99.8,39,93.7,363,4
"Realmuto, J.T.",ATL,103.6,30,93.7,416,4
"Young, Andrew",CIN,115.9,17,93.7,414,Sinker
"Lindor, Francisco",WSH,106.6,40,93.7,359,Sinker
"RamÃ­rez, JosÃ©",MIN,108.6,22,93.7,411,4
"Cabrera, Miguel",CWS,110.2,27,93.7,445,4
"Santander, Anthony",TB,105,23,93.7,422,4
"Turner, Trea",MIL,95.4,31,93.7,348,4
"Carlson, Dylan",PIT,102.2,28,93.7,381,Sinker
"Kepler, Max",CIN,105.8,21,93.7,422,4
"Gallo, Joey",OAK,111.5,44,93.7,376,4
"LeMahieu, DJ",KC,101.2,33,93.7,373,4
"Muncy, Max",OAK,105.6,26,93.7,363,4
"GonzÃ¡lez, Erik",CIN,102.4,25,93.7,377,4
"BÃ¡ez, Javier",STL,95.5,30,93.7,358,4
"Verdugo, Alex",BAL,103.3,24,93.7,400,Sinker
"Schwarber, Kyle",CLE,104.8,31,93.7,400,Sinker
"Garcia, Aramis",SEA,95.5,31,93.7,336,4
"Estrada, Thairo",LAD,104.2,29,93.7,406,4
"Turner, Trea",ARI,107.4,24,93.7,443,Sinker
"Polanco, Gregory",ARI,102.9,26,93.7,414,4
"Albies, Ozzie",PIT,107.4,42,93.7,395,4
"Anderson, Tim",MIN,107.2,25,93.7,417,4
"Gosselin, Phil",HOU,107,27,93.7,430,4
"Stewart, DJ",LAA,102.1,30,93.7,371,4
"Mullins, Cedric",TOR,104.6,37,93.7,398,4
"Cron, C.J.",MIA,98.2,26,93.7,413,4
"Hernandez, Yadiel",MIA,101.8,31,93.7,396,Changeup
"Buxton, Byron",CLE,97.7,32,93.7,350,4
"Pujols, Albert",LAA,106.9,33,93.7,418,4
"Ohtani, Shohei",CLE,111.9,31,93.7,440,4
"Winker, Jesse",PIT,102.8,26,93.7,402,Sinker
"Torrens, Luis",TOR,103.7,38,93.7,377,4
"Posey, Buster",LAD,109.2,23,93.7,381,4
"Lamb, Jake",BAL,108.3,32,93.7,430,4
"Choi, Ji-Man",ATL,96.1,25,93.7,362,4
"Guerrero Jr., Vladimir",BOS,111.6,24,93.7,430,4
"Grisham, Trent",TEX,106.1,22,93.7,400,4
"Higashioka, Kyle",OAK,106.4,23,93.7,407,4
"Turner, Justin",WSH,102.8,29,93.7,399,4
"Taylor, Tyrone",CIN,97.4,32,93.7,390,4
"Higashioka, Kyle",TOR,104.7,25,93.7,416,4
"Perez, Michael",PHI,105.6,25,93.7,392,4
"Haniger, Mitch",LAA,106.3,28,93.7,434,4
"Pederson, Joc",SF,110.4,32,93.7,427,4
"Mountcastle, Ryan",TOR,93.6,28,93.7,382,4
"Dozier, Hunter",MIN,103.9,25,93.7,394,4
"SanÃ³, Miguel",CWS,109.7,24,93.7,418,4
"Cron, C.J.",TEX,100.2,38,93.7,352,4
"Polanco, Gregory",SF,106.2,24,93.7,426,4
"Flores, Wilmer",CIN,103.1,22,93.6,357,Sinker
"Baddoo, Akil",KC,103.2,28,93.6,410,4
"Lowe, Nathaniel",LAD,107.2,23,93.6,432,Sinker
"Rendon, Anthony",TB,95.5,28,93.6,361,Sinker
"Buxton, Byron",TEX,108.4,24,93.6,433,Sinker
"Crawford, Brandon",CHC,105.3,28,93.6,422,4
"McCormick, Chas",MIN,106.8,32,93.6,420,4
"Chavis, Michael",TOR,104.2,27,93.6,409,4
"Stanton, Giancarlo",NYM,112.7,20,93.6,443,Sinker
"Phillips, Brett",DET,98.1,35,93.6,384,4
"Gutierrez, Kelvin",TEX,103.3,20,93.6,362,4
"Soler, Jorge",COL,103,24,93.6,407,4
"Seager, Kyle",NYY,105,29,93.6,402,4
"HernÃ¡ndez, CÃ©sar",DET,104.7,41,93.6,396,4
"Hilliard, Sam",ARI,109.7,23,93.6,430,4
"Canha, Mark",DET,99.7,29,93.6,363,4
"Renfroe, Hunter",BAL,103.3,33,93.6,372,4
"Bryant, Kris",MIL,100.3,25,93.6,401,4
"Herrera, OdÃºbel",WSH,108,24,93.6,416,4
"Mancini, Trey",LAA,109.5,23,93.6,451,4
"Ohtani, Shohei",CLE,105.9,27,93.6,431,4
"Lauer, Eric",SD,101.4,33,93.6,388,4
"Arenado, Nolan",PIT,97.5,31,93.6,381,4
"Jones, JaCoby",PIT,105.5,21,93.6,381,4
"Castellanos, Nick",PIT,101.7,27,93.6,356,4
"Perez, Salvador",DET,110.5,27,93.6,452,Sinker
"Laureano, RamÃ³n",TEX,105.3,32,93.6,419,Sinker
"Altuve, Jose",CLE,102.5,43,93.6,357,4
"Story, Trevor",ATL,107,29,93.6,430,Sinker
"Chapman, Matt",TOR,111.2,22,93.6,431,4
"Rojas, Miguel",MIL,102.1,27,93.6,408,4
"Castellanos, Nick",SD,100.4,29,93.6,357,4
"GarcÃ­a, Adolis",OAK,101.9,30,93.6,379,4
"HernÃ¡ndez, Teoscar",NYY,95.4,26,93.6,341,4
"Realmuto, J.T.",ATL,106.5,37,93.6,378,4
"Ward, Taylor",LAD,106.4,34,93.6,413,4
"Grandal, Yasmani",CLE,106,32,93.6,387,Sinker
"Dickerson, Alex",COL,104,28,93.6,413,4
"AcuÃ±a Jr., Ronald",PIT,110.1,25,93.6,444,4
"Myers, Wil",WSH,106,32,93.6,400,Sinker
"Anderson, Brian",PHI,105.9,30,93.6,399,Sinker
"Gardner, Brett",LAA,103,40,93.6,372,4
"Miller, Brad",BOS,98.1,32,93.6,343,4
"Tucker, Kyle",OAK,103.9,31,93.6,360,Sinker
"Duvall, Adam",WSH,105.8,37,93.6,397,4
"Voit, Luke",CWS,103.5,24,93.6,375,4
"McCarthy, Jake",ATL,103.2,41,93.6,369,4
"Hilliard, Sam",LAD,105.2,31,93.6,438,4
"Renfroe, Hunter",BAL,113.1,23,93.5,453,4
"Zimmer, Bradley",MIN,110.3,24,93.5,446,4
"Caratini, Victor",PIT,105.8,34,93.5,401,Sinker
"Murphy, Sean",SEA,106,35,93.5,391,4
"Grandal, Yasmani",DET,105,25,93.5,414,Sinker
"Alonso, Pete",PIT,112.9,23,93.5,428,4
"Heim, Jonah",SEA,101.3,30,93.5,405,4
"Thomas, Lane",CIN,102.8,30,93.5,404,4
"Seager, Corey",ARI,108.7,30,93.5,464,4
"Brown, Seth",KC,105.1,27,93.5,405,Sinker
"AcuÃ±a Jr., Ronald",MIA,110.8,32,93.5,434,4
"Turner, Trea",ARI,107.8,29,93.5,410,4
"Harrison, Josh",SD,104.7,23,93.5,409,4
"Smith, Will",CIN,106.7,25,93.5,425,4
"McKinney, Billy",BAL,96.2,35,93.5,370,4
"Bradley, Bobby",TEX,105.7,41,93.5,381,4
"Stevenson, Andrew",BOS,105.5,25,93.5,420,4
"Marte, Ketel",PHI,107.8,24,93.5,419,4
"Polanco, Gregory",CLE,109.1,22,93.5,410,Sinker
"Solak, Nick",LAA,98,29,93.5,380,Sinker
"SanÃ³, Miguel",KC,114.3,20,93.5,428,4
"Grandal, Yasmani",CHC,103.9,35,93.5,369,Sinker
"Turner, Trea",SD,99,29,93.5,384,4
"Gallo, Joey",KC,111.7,24,93.5,450,4
"GarcÃ­a, Adolis",OAK,100.7,35,93.5,370,4
"Wisdom, Patrick",CWS,99.3,23,93.5,362,4
"Mancini, Trey",BOS,102.8,22,93.5,368,Sinker
"Hoskins, Rhys",WSH,106.5,33,93.5,430,Sinker
"Phillips, Brett",TOR,106.6,26,93.5,428,4
"Phillips, Brett",BAL,106.1,32,93.5,398,4
"DÃ­az, Lewin",WSH,106,28,93.5,421,4
"RamÃ­rez, JosÃ©",STL,106,31,93.5,425,4
"Piscotty, Stephen",TEX,105.1,34,93.5,415,4
"Ortega, Rafael",WSH,103.1,40,93.5,357,Sinker
"Betts, Mookie",OAK,104.3,25,93.5,403,4
"Brantley, Michael",NYY,109.4,31,93.5,415,4
"Rojas, Miguel",COL,101.6,24,93.5,409,4
"Goldschmidt, Paul",COL,100.9,36,93.5,403,4
"Semien, Marcus",NYY,99.5,43,93.5,375,4
"Garneau, Dustin",TB,104.2,29,93.5,405,4
"DÃ­az, Lewin",TB,102.6,29,93.5,401,4
"Kirilloff, Alex",KC,106.1,29,93.5,431,4
"Schwarber, Kyle",CHC,104.6,24,93.5,407,Sinker
"Estrada, Thairo",SD,101.4,26,93.5,361,4
"Bryant, Kris",SD,104.4,36,93.5,410,4
"Polanco, Jorge",KC,104.6,29,93.5,435,4
"O'Neill, Tyler",SD,108.9,26,93.5,419,4
"Kelenic, Jarred",ARI,108.3,29,93.5,428,4
"Slater, Austin",LAD,104.3,25,93.5,369,4
"Laureano, RamÃ³n",LAA,107.1,35,93.5,393,4
"Dickerson, Corey",MIL,106.3,27,93.4,432,4
"Turner, Justin",SD,99.7,31,93.4,378,4
"Mountcastle, Ryan",BOS,109,19,93.4,404,4
"Aguilar, JesÃºs",PIT,106.1,27,93.4,421,4
"Soto, Juan",ATL,109.3,35,93.4,432,4
"Arroyo, Christian",TOR,104.4,37,93.4,403,4
"Joyce, Matt",TB,100.6,34,93.4,376,Sinker
"Myers, Wil",CIN,106.8,25,93.4,420,4
"Calhoun, Kole",WSH,108.9,37,93.4,419,Sinker
"Mateo, Jorge",WSH,106.7,26,93.4,427,4
"Perez, Salvador",OAK,107.6,31,93.4,413,Sinker
"Santana, Carlos",TB,107,31,93.4,413,4
"Pham, Tommy",WSH,104.8,32,93.4,407,Cutter
"Lowe, Brandon",BOS,108.4,25,93.4,441,4
"RamÃ­rez, JosÃ©",CHC,104.5,25,93.4,387,4
"UrÃ­as, Luis",SF,103.8,24,93.4,419,4
"Guerrero Jr., Vladimir",PHI,94.3,28,93.4,343,4
"Guerrero Jr., Vladimir",ATL,106.3,23,93.4,379,Sinker
"Winker, Jesse",PIT,107.9,28,93.4,438,Sinker
"Taylor, Chris",STL,107.7,27,93.4,399,4
"Moncada, YoÃ¡n",HOU,108.3,20,93.4,383,Sinker
"Lindor, Francisco",MIL,107.6,29,93.4,427,4
"Seager, Corey",PIT,101.4,31,93.4,385,4
"Abreu, JosÃ©",CIN,104.5,29,93.4,417,4
"Bryant, Kris",ATL,103.6,31,93.4,395,4
"Jansen, Danny",HOU,94.1,41,93.4,353,4
"Muncy, Max",PIT,96.8,38,93.4,369,Sinker
"McCutchen, Andrew",MIA,101.6,28,93.4,404,4
"Brown, Seth",HOU,106.7,21,93.4,394,4
"Hicks, Aaron",CLE,103,25,93.4,395,4
"Zunino, Mike",NYY,111,23,93.4,472,Sinker
"Polanco, Jorge",KC,104.5,35,93.4,406,Sinker
"Machado, Manny",HOU,112,26,93.4,453,4
"Olson, Matt",LAA,107.4,22,93.4,407,Sinker
"Ruf, Darin",HOU,102.6,30,93.4,393,4
"Segura, Jean",ARI,95.4,30,93.4,363,4
"Molina, Yadier",SD,102.1,27,93.4,378,4
"Blackmon, Charlie",SD,102.1,32,93.4,438,4
"Aguilar, JesÃºs",LAD,103.6,23,93.4,398,Sinker
"Cruz, Nelson",CLE,106.7,20,93.4,358,4
"Springer, George",CLE,107.3,24,93.4,408,4
"Swanson, Dansby",CIN,105.9,21,93.4,383,4
"Devers, Rafael",LAA,104.1,30,93.4,400,4
"IbÃ¡Ã±ez, Andy",LAA,98.5,31,93.4,398,4
"Swanson, Dansby",TOR,107,37,93.4,436,Sinker
"BÃ¡ez, Javier",WSH,97.3,28,93.4,370,4
"Betts, Mookie",MIA,106.4,22,93.4,380,4
"Torres, Gleyber",BOS,99.6,35,93.4,380,4
"Soto, Juan",ATL,109.7,28,93.4,437,4
"India, Jonathan",NYM,106.7,30,93.4,400,4
"O'Neill, Tyler",MIL,106.1,36,93.4,409,4
"DÃ­az, Yandy",TOR,97.5,31,93.4,388,4
"Marchan, Rafael",WSH,99.6,23,93.4,396,Sinker
"Maldonado, MartÃ­n",NYY,106.2,35,93.4,386,4
"GarcÃ­a, AvisaÃ­l",PHI,108.5,36,93.3,423,4
"Smith, Pavin",COL,108.3,26,93.3,435,4
"Pillar, Kevin",PHI,108.6,21,93.3,379,Sinker
"Chang, Yu",BAL,108.9,22,93.3,439,4
"Stassi, Max",SEA,101.9,28,93.3,417,Cutter
"Semien, Marcus",TEX,100.5,36,93.3,396,4
"Donaldson, Josh",TOR,102.8,28,93.3,413,Sinker
"Semien, Marcus",DET,105.8,27,93.3,399,Sinker
"Short, Zack",TEX,103.7,40,93.3,379,4
"RamÃ­rez, JosÃ©",CWS,104.5,33,93.3,392,4
"Gomes, Yan",PIT,100.8,34,93.3,400,4
"Belt, Brandon",SD,92.4,31,93.3,336,Sinker
"Duvall, Adam",PHI,113.7,28,93.3,424,Sinker
"Duffy, Matt",PHI,102.5,24,93.3,377,4
"RamÃ­rez, JosÃ©",KC,108.5,24,93.3,407,4
"Realmuto, J.T.",SD,104.6,33,93.3,382,4
"Alvarez, Yordan",OAK,103.4,28,93.3,366,Sinker
"Carlson, Dylan",SD,105.7,27,93.3,415,4
"Polanco, Gregory",SD,103,28,93.3,395,4
"Contreras, William",PHI,103.1,29,93.3,397,4
"RamÃ­rez, JosÃ©",TOR,99,34,93.3,377,Slider
"Escobar, Alcides",BOS,99.5,32,93.3,398,4
"Moncada, YoÃ¡n",MIN,104.9,37,93.3,405,Sinker
"Votto, Joey",PIT,98.1,32,93.3,377,4
"Beaty, Matt",MIL,94.6,29,93.3,368,4
"Zunino, Mike",SEA,109.2,23,93.3,424,4
"Stevenson, Andrew",STL,104.3,33,93.3,409,4
"Rizzo, Anthony",PIT,109.8,21,93.3,409,4
"SÃ¡nchez, JesÃºs",ATL,111,22,93.3,403,4
"Zunino, Mike",PHI,116.1,20,93.3,387,Sinker
"SanÃ³, Miguel",CLE,98.4,42,93.3,375,Sinker
"McCutchen, Andrew",WSH,98.9,42,93.3,348,Sinker
"Gardner, Brett",OAK,97.2,29,93.3,370,Sinker
"Franco, Maikel",NYM,110.9,37,93.3,423,Sinker
"Riley, Austin",NYM,110.3,21,93.3,415,Sinker
"Semien, Marcus",KC,102.8,29,93.3,411,Sinker
"Evans, Phillip",DET,107.9,21,93.3,419,Sinker
"Estrada, Thairo",ARI,106,31,93.3,431,4
"Johnson, Daniel",MIN,108,35,93.3,425,4
"Jansen, Danny",HOU,107.1,28,93.3,448,4
"Robert, Luis",CIN,111.5,19,93.3,415,4
"Belt, Brandon",MIL,95.9,35,93.3,369,Cutter
"Lowrie, Jed",BAL,103.5,34,93.3,389,4
"Winker, Jesse",ARI,104.8,24,93.3,415,Sinker
"SanÃ³, Miguel",DET,108.4,26,93.3,411,4
"Santander, Anthony",LAA,108.9,20,93.3,394,4
"Harper, Bryce",ARI,106.1,37,93.3,424,4
"Correa, Carlos",ARI,99.7,31,93.3,351,4
"Grandal, Yasmani",KC,106.2,24,93.3,425,Sinker
"Urshela, Gio",BAL,104.3,24,93.3,414,Cutter
"SuÃ¡rez, Eugenio",PIT,109.9,21,93.3,409,4
"Hermosillo, Michael",CIN,108.8,29,93.3,441,4
"Wisdom, Patrick",STL,106.6,31,93.3,453,4
"Williams, Justin",PIT,108.8,24,93.3,419,Sinker
"Rojas, Miguel",TB,103.2,36,93.3,390,4
"Olson, Matt",HOU,105,33,93.3,403,4
"Correa, Carlos",OAK,99.9,35,93.3,335,4
"Bogaerts, Xander",BAL,104.3,27,93.3,419,4
"Moustakas, Mike",MIA,109.5,32,93.3,427,4
"Martinez, J.D.",DET,109,22,93.3,410,Sinker
"Duffy, Matt",PHI,100.3,23,93.3,377,4
"Biggio, Cavan",LAA,101.4,34,93.3,395,4
"Naquin, Tyler",CLE,109.6,33,93.3,428,4
"Rodgers, Brendan",SEA,108.2,36,93.3,394,Sinker
"Panik, Joe",HOU,102.1,33,93.3,371,4
"Cruz, Nelson",HOU,111.4,20,93.3,442,4
"McCormick, Chas",LAA,103.8,28,93.2,415,Sinker
"O'Neill, Tyler",CHC,102.4,30,93.2,374,4
"Arozarena, Randy",BAL,99.9,24,93.2,349,4
"Voit, Luke",KC,99.1,33,93.2,379,Sinker
"SuÃ¡rez, Eugenio",ARI,110.2,27,93.2,441,4
"Odor, Rougned",DET,102.1,26,93.2,362,4
"Olson, Matt",HOU,105.6,24,93.2,418,Sinker
"Cron, C.J.",LAD,110.7,19,93.2,392,4
"Hays, Austin",TEX,106.9,26,93.2,412,4
"Gurriel Jr., Lourdes",SEA,106.5,38,93.2,419,4
"Hedges, Austin",DET,99.5,39,93.2,362,4
"RamÃ­rez, JosÃ©",DET,106,26,93.2,399,4
"Severino, Pedro",DET,107.9,27,93.2,442,Sinker
"Devers, Rafael",SEA,108.2,24,93.2,427,4
"Olson, Matt",LAA,103.3,37,93.2,402,4
"Aquino, Aristides",MIL,107.4,21,93.2,418,4
"Story, Trevor",SEA,105.3,25,93.2,401,Sinker
"Judge, Aaron",DET,111.3,26,93.2,436,4
"Bader, Harrison",CHC,99.1,30,93.2,386,Sinker
"Peralta, David",CIN,102.7,25,93.2,414,Sinker
"Story, Trevor",LAD,106.5,25,93.2,415,Sinker
"Wisdom, Patrick",SF,105.6,28,93.2,412,4
"GarcÃ­a, AvisaÃ­l",CIN,107.1,28,93.2,426,4
"Kieboom, Carter",PHI,106,28,93.2,423,4
"Goldschmidt, Paul",KC,106.2,37,93.2,403,4
"Grossman, Robbie",NYY,98.1,37,93.2,366,4
"Freeman, Freddie",CHC,99.9,40,93.2,385,4
"Chisholm Jr., Jazz",WSH,106.7,24,93.2,414,4
"Harper, Bryce",SD,113.5,44,93.2,406,4
"Flores, Wilmer",ATL,96.8,32,93.2,395,4
"Stewart, DJ",TEX,109.6,22,93.2,436,Sinker
"Wisdom, Patrick",MIL,109.8,32,93.2,435,4
"Perez, Salvador",TEX,107.5,29,93.2,422,4
"Rizzo, Anthony",BAL,109.4,20,93.2,421,Sinker
"Hilliard, Sam",LAA,99.7,27,93.2,390,4
"Lopez, Nicky",BAL,102.7,20,93.2,383,4
"Peterson, Jace",CHC,107.7,29,93.2,396,4
"Vogelbach, Daniel",PIT,100.4,29,93.2,397,4
"Tucker, Kyle",TEX,100.5,24,93.2,373,4
"NuÃ±ez, Dom",ARI,106.8,24,93.2,390,4
"Wade Jr., LaMonte",ARI,100.6,30,93.2,370,Sinker
"Heyward, Jason",PIT,110.7,30,93.2,423,Sinker
"Soler, Jorge",WSH,111.1,30,93.2,439,Sinker
"Contreras, William",WSH,109.7,24,93.2,428,Sinker
"Walsh, Jared",SEA,110.7,28,93.2,437,4
"Guerrero Jr., Vladimir",NYY,106.9,23,93.2,380,4
"Tucker, Kyle",OAK,100.2,34,93.2,387,Sinker
"Voit, Luke",OAK,110.2,25,93.2,437,Sinker
"DeJong, Paul",CHC,106.7,30,93.2,410,4
"Yastrzemski, Mike",ARI,97.9,34,93.2,380,4
"Bregman, Alex",NYY,105.8,30,93.2,410,4
"Santander, Anthony",NYY,109.7,20,93.2,401,4
"Betts, Mookie",COL,101.9,24,93.2,415,4
"O'Hearn, Ryan",BOS,105.8,22,93.2,419,4
"Nootbaar, Lars",CHC,101.6,28,93.2,408,4
"Yelich, Christian",COL,96.8,29,93.2,386,4
