Name,State,Prog Length,School Type,2018_Drate,2017_Drate,2016_Drate
CASCADIA COLLEGE,WA,6,1,6.1,6.3,6.4
PAUL MITCHELL THE SCHOOL CHICAGO,IL,3,3,7.9,10.5,14.4
AMERICAN ADVANCED TECHNICIANS INSTITUTE,FL,2,3,9,14.7,5.2
UNIVERSITY OF OXFORD - GREEN TEMPLETON COLLEGE,FC,8,5,0,0,0
UNIVERSITY OF CAMBRIDGE - ST. CATHARINE'S COLLEGE,FC,8,5,16.6,20,0
ALL-STATE CAREER,MD,5,3,20.5,25.8,20.9
UNIVERSITY OF CAMBRIDGE - SELWYN COLLEGE,FC,8,5,0,0,0
OMEGA INSTITUTE OF COSMETOLOGY,LA,3,3,3.1,1.3,1.4
LEEDS BECKETT UNIVERSITY,FC,8,5,1.6,3,4.7
UNIVERSITY OF SUNDERLAND,FC,8,5,0,12.5,16.6
ERIKSON INSTITUTE,IL,8,2,1.4,0,3.3
WILLIAMSON CHRISTIAN COLLEGE,TN,8,2,5.5,7.8,5.7
UNIVERSITY OF CENTRAL LANCASHIRE,FC,8,5,0,0,0
KING'S UNIVERSITY (THE),TX,8,2,5.4,7.3,11.4
UNIVERSITY OF BRIGHTON,FC,8,5,3.4,3.1,6.8
EUROPEAN GRADUATE SCHOOL (EGS),FC,8,6,4.6,7.5,7.3
MISSOURI COLLEGE OF COSMETOLOGY NORTH,MO,3,3,7.1,0,7.2
AVIATION INSTITUTE OF MAINTENANCE,GA,5,3,11.4,17,21.6
ATA COLLEGE,CA,5,3,0,0,0
BATH SPA UNIVERSITY,FC,8,5,7.4,12.5,14.2
AMERICAN INSTITUTE OF ALTERNATIVE MEDICINE,OH,8,3,3.1,6.3,7.6
HUNTINGDON COUNTY CAREER AND TECHNOLOGY CENTER,PA,3,1,2.4,2.2,5.8
INSTITUTE FOR THERAPEUTIC MASSAGE,NJ,3,3,18,12.7,14.2
NEW YORK AUTOMOTIVE & DIESEL INSTITUTE,NY,5,3,16.4,20.8,19.6
ALEXANDRIA SCHOOL OF SCIENTIFIC THERAPEUTICS,IN,2,3,11.9,11.3,8.3
CONCORDE CAREER COLLEGE,TX,5,3,17.2,21.3,17.9
COPPER MOUNTAIN COLLEGE,CA,5,1,14.6,23.2,17.6
UNIVERSITY OF SOUTH WALES,FC,8,5,12.5,9.5,10
ULTIMATE MEDICAL ACADEMY,FL,5,2,12.1,16.9,15
SOUTHEASTERN INSTITUTE,NC,3,3,16.1,18.7,13.8
SOUTHEASTERN COLLEGE,SC,5,3,14.8,19.2,12.5
NORTH FLORIDA COSMETOLOGY INSTITUTE,FL,3,3,5.4,11,8.1
APPALACHIAN SCHOOL OF LAW,VA,7,2,3.5,10,1.3
SUSQUEHANNA COUNTY CAREER & TECHNOLOGY CENTER,PA,3,1,14.9,22.2,17.3
LEON STUDIO ONE SCHOOL OF BEAUTY KNOWLEDGE,NY,3,3,21,17.1,22.3
CAROLINA CHRISTIAN COLLEGE,NC,8,2,8.5,11.6,7.2
NORTHPOINT BIBLE COLLEGE,MA,8,2,4.8,8.5,11.7
EAST VALLEY INSTITUTE OF TECHNOLOGY,AZ,3,1,18.8,15,24.3
AVIATION INSTITUTE OF MAINTENANCE,TX,11,3,8.7,14.8,22.3
COBA ACADEMY,CA,3,3,6,23.3,5
TEXAS COUNTY TECHNICAL INSTITUTE,MO,5,2,1.2,2.5,1.8
LIVERPOOL JOHN MOORES UNIVERSITY,FC,8,5,0,9,11.1
OHIO INSTITUTE OF ALLIED HEALTH,OH,5,2,5.8,9.6,16.6
COLORADO SCHOOL OF HEALING ARTS,CO,3,3,3.2,3.1,7.5
IRENE'S MYOMASSOLOGY INSTITUTE,MI,2,3,10.8,13.2,12.5
ARTS UNIVERSITY BOURNEMOUTH,FC,8,5,14.2,12.5,12.5
NTMA TRAINING CENTERS OF SOUTHERN CALIFORNIA,CA,3,2,9.5,9,10.6
SOUTHWEST INSTITUTE OF HEALING ARTS,AZ,5,3,8.8,11.8,9.6
GRENOBLE ECOLE DE MANAGEMENT,FC,8,6,0,0,2.8
JAGIELLONIAN UNIVERSITY,FC,8,5,0,3.8,6.8
FLORIDA BARBER ACADEMY,FL,3,3,17.1,31.6,17.8
BIRTHWISE MIDWIFERY SCHOOL,ME,4,3,7.5,3.7,4.6
VALLEY GRANDE INSTITUTE FOR ACADEMIC STUDIES,TX,3,2,1.3,12.6,17.7
UNIVERSITY OF NORTHERN BRITISH COLUMBIA,FC,8,5,20,0,0
AVIATION INSTITUTE OF MAINTENANCE,MO,11,3,16.1,22.5,26.1
HEALING MOUNTAIN MASSAGE SCHOOL,UT,3,3,8.1,8,15.5
PHOENIX INSTITUTE OF HERBAL MEDICINE & ACUPUNCTURE,AZ,8,3,2.4,0,4.8
UNIVERSITY OF GREENWICH,FC,8,5,4.2,4.5,7.5
BROWN AVEDA INSTITUTE,OH,3,3,3,7.1,5.6
LAMAR INSTITUTE OF TECHNOLOGY,TX,5,1,7.9,14.8,12.8
FLORIDA EDUCATION INSTITUTE,FL,5,3,20.3,15.8,2.7
WEST COAST ULTRASOUND INSTITUTE,CA,6,3,8.8,6,8
INSTITUTE OF TECHNOLOGY,OR,3,3,8.5,14,9
"RUDY & KELLY ACADEMY, A PAUL MITCHELL PARTNER SCHOOL",VA,3,3,2.2,6.4,4.5
DESIGN'S SCHOOL OF COSMETOLOGY,CA,3,3,10,17.7,13.1
PC AGE,NJ,3,3,6.6,7.1,8.7
UNIVERSIDAD DE IBEROAMéRICA,FC,8,6,0,0,0
EASTERN VIRGINIA CAREER COLLEGE,VA,5,3,6,7.2,10.9
SOUTH FLORIDA INSTITUTE OF TECHNOLOGY,FL,3,3,15.2,18.8,9.4
HOOD THEOLOGICAL SEMINARY,NC,8,2,7.6,6.6,8.8
PILLAR COLLEGE,NJ,8,2,16.3,17.2,18.4
BIRTHINGWAY COLLEGE OF MIDWIFERY,OR,6,2,4.1,5.3,3.3
TIGI HAIRDRESSING ACADEMY LEGACY,CO,3,3,2.7,4.5,4.5
ABERTAY UNIVERSITY,FC,8,5,0,0,""
FAMILY OF FAITH CHRISTIAN UNIVERSITY,OK,8,2,7.1,36.3,50
PIMA MEDICAL INSTITUTE,NM,5,3,7.3,9,12.7
JAY'S TECHNICAL INSTITUTE,TX,3,3,21.5,18.9,14.8
CALIFORNIA HEALING ARTS COLLEGE,CA,3,3,8,2.7,19.2
UNIVERSITY OF LINCOLN,FC,8,5,4.1,8,8.3
COLORADO SCHOOL OF TRADITIONAL CHINESE MEDICINE,CO,8,3,0,0,8.5
FAITH INTERNATIONAL UNIVERSITY,WA,8,2,2.9,7.6,11.2
AVE MARIA SCHOOL OF LAW,FL,7,2,2.3,1.8,0.8
COMMUNITY ENHANCEMENT SERVICES,CA,4,2,0,4,2.2
ARIZONA SCHOOL OF ACUPUNCTURE AND ORIENTAL MEDICINE,AZ,8,3,0,0,0
SANTIAGO CANYON COLLEGE,CA,5,1,9.6,10.3,8
UNIVERSITY OF THE WEST,CA,8,2,8.8,3.3,9.3
SABER COLLEGE,FL,5,2,6.7,8.8,6.5
WEST COAST UNIVERSITY,CA,8,3,0.5,1.6,2.6
DELAWARE LEARNING INSTITUTE OF COSMETOLOGY,DE,3,3,3.1,12.2,0
HOLLYWOOD INSTITUTE,FL,3,3,16.8,15.5,10.4
EDWARD VIA VIRGINIA COLLEGE OF OSTEOPATHIC MEDICINE,VA,7,2,0.2,0,0.6
TREND BARBER COLLEGE,TX,3,3,19.1,30.3,11.1
CARLSON COLLEGE OF MASSAGE THERAPY,IA,2,3,3.5,6.4,6.7
CULINARY INSTITUTE LENOTRE,TX,5,3,14.3,20,10.3
DIGIPEN INSTITUTE OF TECHNOLOGY,WA,8,3,2.3,4.7,3.5
MOORE CAREER COLLEGE,LA,3,3,10.9,29.4,15
AUGUSTE ESCOFFIER SCHOOL OF CULINARY ARTS,TX,5,3,4.4,14.8,10.8
UNIVERSITY OF DERBY,FC,8,5,20,40,40
NEW HAMPSHIRE INSTITUTE FOR THERAPEUTIC ARTS,NH,3,3,16.4,17.6,18.1
BATON ROUGE COMMUNITY COLLEGE,LA,5,1,14.8,17.1,17.9
IYRS SCHOOL OF TECHNOLOGY & TRADES,RI,4,2,5.8,2.5,0
BAPTIST UNIVERSITY OF THE AMERICAS,TX,6,2,25.7,22.2,10.2
JOHN D. ROCKEFELLER IV CAREER CENTER,WV,3,1,10.7,10.9,7.4
INSTITUTE OF CLINICAL ACUPUNCTURE AND ORIENTAL MEDICINE,HI,8,3,6.8,6.9,4.7
ATI COLLEGE,CA,6,3,8.8,4.3,12.2
LEGRAND INSTITUTE OF COSMETOLOGY,SC,3,3,13.7,20,18.9
SOUTHEASTERN COLLEGE,SC,5,3,10.5,14.8,16.2
BEXLEY SEABURY SEMINARY FEDERATION,IL,8,2,0,10,""
PROSPECT COLLEGE,DC,3,3,14.5,27.2,22
ESCUELA HOTELERA DE SAN JUAN,PR,3,3,3.4,11,8
SUM BIBLE COLLEGE & THEOLOGICAL SEMINARY,CA,8,2,16,18.7,23.4
ADVANCE SCIENCE INTERNATIONAL COLLEGE,FL,5,3,14.2,20,9.5
STELLAR CAREER COLLEGE,CA,3,3,2.6,15.6,18.6
BOLD BEAUTY ACADEMY,MT,3,3,14.8,19.2,22.8
CORTIVA INSTITUTE,PA,2,3,15.3,22.9,15.8
AUGUSTE ESCOFFIER SCHOOL OF CULINARY ARTS,CO,5,3,6.4,12.5,14.9
ORION INSTITUTE,OH,3,3,10,14.9,18.5
PAUL MITCHELL THE SCHOOL GASTONIA,NC,3,3,12.9,21.9,18.5
SABA UNIVERSITY SCHOOL OF MEDICINE,FC,7,7,1.7,2.6,4.1
PITC INSTITUTE,PA,5,3,3.6,6.7,3.1
BLUE CLIFF CAREER COLLEGE,AL,4,3,16.3,22.4,20
ADVANCED COLLEGE,CA,5,3,0,1.9,0
UNITECH TRAINING ACADEMY,LA,3,3,16.2,21.3,21.4
RIVER PARISHES COMMUNITY COLLEGE,LA,5,1,4.2,15.8,15.7
CAREER CARE INSTITUTE,CA,5,3,9.2,5.6,11.7
HEALTHCARE TRAINING INSTITUTE,NJ,4,3,5.2,12.9,3.7
GWINNETT COLLEGE,GA,5,3,10.4,18.4,19.3
ROSE BRUFORD COLLEGE OF THEATRE AND PERFORMANCE,FC,8,5,0,11.7,18.1
INSTITUTE OF BEAUTY AND WELLNESS (THE),WI,3,3,10.8,16.8,15.3
EASTERN SCHOOL OF ACUPUNCTURE AND TRADITIONAL MEDICINE,NJ,8,3,2.2,2.2,2.3
OMNITECH INSTITUTE,GA,3,3,28.7,35.3,39.2
NORTHCENTRAL UNIVERSITY,CA,8,3,4.1,5.6,5.4
TURNING POINT BEAUTY COLLEGE,AZ,3,3,12.9,11.2,11.4
SOKA UNIVERSITY OF AMERICA,CA,8,2,0,1.7,0
ARTISTIC NAILS & BEAUTY ACADEMY,FL,3,3,7.2,12,5
AMERICAN GRADUATE SCHOOL IN PARIS,FC,8,6,5.2,6.8,4.7
HHL LEIPZIG GRADUATE SCHOOL OF MANAGEMENT,FC,8,6,0,0,0
AMERICAN PUBLIC UNIVERSITY SYSTEM,WV,8,3,9.4,15.2,18.5
UNIVERSAL COLLEGE OF HEALING ARTS,NE,5,3,6.2,11.4,6.4
PAUL MITCHELL THE SCHOOL - MADISON,WI,3,3,12.5,8.8,15
FLORIDA ACADEMY OF HEALTH & BEAUTY,FL,3,3,12.1,17.7,25.4
"ROYAL VETERINARY COLLEGE (THE), UNIVERSITY OF LONDON",FC,8,5,1.2,1.9,2.3
CHARLOTTE CHRISTIAN COLLEGE AND THEOLOGICAL SEMINARY,NC,8,2,6.8,17.5,19.6
SKINWORKS SCHOOL OF ADVANCED SKINCARE,UT,3,3,6.1,0,6.4
SAE INSTITUTE OF TECHNOLOGY,TN,6,3,21.6,23.7,22.5
COSMETOLOGY SCHOOL OF ARTS AND SCIENCES,ID,3,3,27.7,37.5,32.9
AMERICAN ACADEMY OF TRADITIONAL CHINESE MEDICINE,MN,8,3,4.4,3.8,3.2
AVEDA FREDRIC'S INSTITUTE,OH,3,3,2.5,1.5,5
NIGHTINGALE COLLEGE,UT,8,3,7.6,4.8,3.9
NORTHWEST CAREER COLLEGE,NV,5,3,11.3,18.2,12
AVEDA ARTS & SCIENCES INSTITUTE NEW YORK,NY,3,3,9.8,23.6,15.6
OMEGA GRADUATE SCHOOL,TN,8,2,15,5.2,0
CAREER BEAUTY COLLEGE,TN,3,3,13.8,15.7,10
CAMBRIDGE INSTITUTE OF ALLIED HEALTH AND TECHNOLOGY,FL,6,3,8.3,13.2,2.9
PACIFIC LIFE BIBLE COLLEGE,FC,6,6,0,0,0
CRANDALL UNIVERSITY,FC,8,6,25,16.6,0
KECK GRADUATE INSTITUTE OF APPLIED LIFE SCIENCES,CA,8,2,0,1.6,2.8
ECCLESIA COLLEGE,AR,8,2,17.2,26,25
UNIVERSAL CAREER SCHOOL,FL,5,3,6.4,9.8,12
FLORIDA SCHOOL OF TRADITIONAL MIDWIFERY,FL,4,2,4.1,5,8
EINE ELECTROLOGY/ESTHETICS INSTITUTE OF NE,MA,3,3,7.1,7.4,4.5
FALMOUTH UNIVERSITY,FC,8,5,4.5,0,5.5
VERITAS BAPTIST COLLEGE,IN,8,2,21.2,17.3,25
WORLD MISSION UNIVERSITY,CA,8,2,6.2,4.7,5
LOS ANGELES COLLEGE OF MUSIC,CA,6,3,5.5,7.5,10.3
FOLSOM LAKE COLLEGE,CA,5,1,8.7,19.3,17.8
DIVINE MERCY UNIVERSITY,VA,8,2,2.5,1.3,1.7
COPENHAGEN BUSINESS SCHOOL,FC,8,5,0,"",0
CAMBRIDGE JUNIOR COLLEGE,CA,3,3,2.5,6.2,0
COMMUNITY CHRISTIAN COLLEGE,CA,5,2,6.8,14.2,16.8
CULPEPER COSMETOLOGY TRAINING CENTER,VA,3,1,12.5,16.9,21.8
EUROPEAN MASSAGE THERAPY SCHOOL  (THE),NV,2,3,4.5,11.9,9.3
AVIATION INSTITUTE OF MAINTENANCE,VA,5,3,9.2,19.1,21.2
EMPLOYMENT SOLUTIONS,KY,3,2,8.5,16.8,22.8
DRAGON RISES COLLEGE OF ORIENTAL MEDICINE,FL,8,2,3.1,2.5,2
STANBRIDGE UNIVERSITY,CA,8,3,2.6,1.8,2.5
SOMA INSTITUTE - THE NATIONAL SCHOOL OF CLINICAL MASSAGE THERAPY,IL,4,3,18.2,28.6,18.5
HUNTSVILLE BIBLE COLLEGE,AL,8,2,10.5,13.4,29.4
INTERNATIONAL SPACE UNIVERSITY,FC,8,6,0,14.2,10
MEDICAL UNIVERSITY OF THE AMERICAS,FC,7,7,1.9,2.2,0
SOUTHERN TECHNICAL COLLEGE,FL,5,3,22.4,23.8,15.2
PAUL MITCHELL THE SCHOOL GREAT LAKES,MI,3,3,12.5,14.7,5.6
PAUL MITCHELL THE SCHOOL LOGAN,UT,3,3,1.7,3.7,6.3
NATIONAL POLYTECHNIC COLLEGE,CA,5,3,3.4,1.2,5.9
"CALC, INSTITUTE OF TECHNOLOGY",IL,4,3,15.3,17.4,17.3
CAREER QUEST LEARNING CENTERS,MI,5,3,8.5,9.5,11.5
EVERGREEN BEAUTY AND BARBER COLLEGE,WA,3,3,2.1,4.1,2.2
CAMEO COLLEGE OF ESSENTIAL BEAUTY,UT,3,3,6.9,12.3,12.6
PRECISION MANUFACTURING INSTITUTE,PA,4,2,11.6,15.6,25
CALIFORNIA NURSES EDUCATIONAL INSTITUTE,CA,4,3,14,16.5,11.3
DAYTONA COLLEGE,FL,6,3,7.4,10.5,9.7
AVE MARIA UNIVERSITY,FL,8,2,4.2,5.1,4.3
FRANKLIN W. OLIN COLLEGE OF ENGINEERING,MA,6,2,0,0,0
HARRISBURG UNIVERSITY OF SCIENCE AND TECHNOLOGY,PA,8,2,18.3,18.8,18.9
WON INSTITUTE OF GRADUATE STUDIES,PA,8,2,9,6,1.9
SOUTH LOUISIANA COMMUNITY COLLEGE,LA,5,1,15.6,20.8,25.1
BLUE RIDGE COMMUNITY AND TECHNICAL COLLEGE,WV,5,1,10.7,20.1,20.5
NEW COLLEGE OF FLORIDA,FL,8,1,3.8,2.9,1.9
NEW RIVER COMMUNITY AND TECHNICAL COLLEGE,WV,5,1,14.4,19.4,15.6
AMERICAN INSTITUTE OF MASSAGE THERAPY,CA,3,3,0,3.5,8.5
INSTITUTE OF HEALTH AND TECHNOLOGY,MS,2,3,27.5,14.8,22.6
INTERNATIONAL SCHOOL OF BEAUTY,CA,3,3,14,23.5,24.3
HAIR EXPRESSIONS ACADEMY,MD,3,3,12,12.8,16.5
LAKEWOOD SCHOOL OF THERAPEUTIC MASSAGE,MI,2,3,5.4,6.6,14.4
UEI COLLEGE,CA,3,3,11,9.8,12.5
HANDS ON THERAPY,TX,3,3,1.5,9.3,13.6
WELLSPRING SCHOOL OF ALLIED HEALTH,MO,5,3,2.2,4.3,6.9
AMERICAN CAREER COLLEGE,CA,5,3,3.2,6.5,5.4
SAE  EXPRESSION COLLEGE,CA,6,3,15.5,15.7,15.4
"ST. GEORGE'S UNIVERSITY, SCHOOL OF VETERINARY MEDICINE",FC,7,7,0,0,0.7
CALIFORNIA CAREER COLLEGE,CA,5,3,2.9,3.3,5
CALIFORNIA STATE UNIVERSITY CHANNEL ISLANDS,CA,8,1,2.8,2.1,3.1
VISIBLE MUSIC COLLEGE,TN,8,2,15.3,13.5,11.1
"SCHOOL OF PROFESSIONAL HORTICULTURE, N. Y. BOTANICAL GARDEN",NY,4,2,0,0,0
CDA TECHNICAL INSTITUTE,FL,3,3,11.6,14.1,13.8
AVIATOR COLLEGE OF AERONAUTICAL SCIENCE & TECHNOLOGY,FL,5,3,12.9,6.4,8.1
TEXAS HEALTH SCHOOL,TX,3,3,3.4,6.4,7
UNIVERSITY OF EAST-WEST MEDICINE,CA,8,3,6.2,4.4,3
ARKANSAS BEAUTY COLLEGE,AR,3,3,9,10.3,9.3
BEAUMONT ADULT SCHOOL,CA,3,1,6.9,7.5,19.6
PALACE BEAUTY COLLEGE,CA,3,3,5.8,0,12.2
ECUMENICAL THEOLOGICAL SEMINARY,MI,8,2,4.6,7.3,3
BLAKE AUSTIN COLLEGE,CA,3,3,4.2,7.8,10.1
UNITED STATES UNIVERSITY,CA,8,3,11.7,7.7,10.6
NUVO COLLEGE OF COSMETOLOGY,MI,3,3,4.1,7.7,0
P&A SCHOLARS BEAUTY SCHOOL,MI,3,3,29.6,27.7,24
PALLADIUM TECHNICAL ACADEMY,CA,3,3,18.6,5.7,8.8
FRANKFURT SCHOOL OF FINANCE & MANAGEMENT GGMBH,FC,8,6,14.2,33.3,0
AMERICAN INSTITUTE OF BEAUTY,FL,3,3,13.1,12.1,5
AUGUSTA SCHOOL OF MASSAGE,GA,2,3,1.4,1.3,3.1
"AMERICAN COLLEGE, DUBLIN LIMITED (THE)",FC,8,6,5.1,2.7,5.4
MOUNTAIN STATE SCHOOL OF MASSAGE,WV,2,3,25,23.7,20
TRENDSETTERS OF FL. SCHOOL OF BEAUTY & BARBERING,FL,3,3,14.4,9.2,5.1
SALON PROFESSIONAL ACADEMY (THE),ND,4,3,7.2,6.1,11.1
YORK ST JOHN UNIVERSITY,FC,8,5,7.6,10,0
SOUTHEAST TEXAS CAREER INSTITUTE,TX,3,3,16.6,29.9,17.2
LOS ANGELES FILM SCHOOL (THE),CA,6,3,19.8,15.5,17.9
ACADEMY OF HAIR DESIGN,MO,3,3,8.5,11.8,10.1
ATA COLLEGE,KY,6,3,11.9,17,14.9
AVI CAREER TRAINING,VA,3,3,12.3,15.2,11.6
PIERPONT COMMUNITY & TECHNICAL COLLEGE,WV,5,1,17.1,16.4,19
BRIDGEVALLEY COMMUNITY AND TECHNICAL COLLEGE,WV,5,1,13.1,15.6,17.9
IDEAL BEAUTY ACADEMY,KY,3,3,21.4,28.1,24.2
COMPASS CAREER COLLEGE,LA,3,3,9.1,11.8,16.4
BERKS CAREER & TECHNOLOGY CENTER,PA,3,1,13.2,17.6,15.7
MOUNTWEST COMMUNITY AND TECHNICAL COLLEGE,WV,5,1,17.7,20.1,21
ACE INSTITUTE OF TECHNOLOGY,NY,4,3,8,14.7,13.5
HAZELDEN GRADUATE SCHOOL OF ADDICTION STUDIES,MN,8,2,2.9,3.5,3.7
ASHER COLLEGE,CA,5,3,3.8,6.4,7.3
TUCSON COLLEGE OF BEAUTY,AZ,3,3,5.6,6.8,9.3
ATA COLLEGE,OK,4,3,2.1,10,9
ROSEMAN UNIVERSITY OF HEALTH SCIENCES,NV,8,2,0.3,1.2,1
CARDIAC AND VASCULAR INSTITUTE OF ULTRASOUND,AL,11,3,3.1,0,2.7
"RAPHAEL RECANATI INTERNATIONAL SCHOOL, THE INTERDISCIPLINARY CENT",FC,8,6,0,6.9,6.6
AVEDA INSTITUTE PROVO,UT,3,3,1.7,7.5,4
JUNG TAO SCHOOL OF CLASSICAL CHINESE MEDICINE,NC,1,2,6.8,0,0
HONDROS COLLEGE OF NURSING,OH,5,3,8.1,12.1,11.3
QUEST UNIVERSITY CANADA,FC,6,6,8.8,8.1,6.2
GNOMON,CA,6,3,3.9,7.1,2
ASPEN UNIVERSITY,CO,8,3,5,6,8.8
CAMBRIDGE COLLEGE OF HEALTHCARE & TECHNOLOGY,FL,6,3,7.4,14.6,10
CCI TRAINING CENTER,TX,3,3,5.4,8.6,4.4
ACADEMY OF NATURAL THERAPY,CO,3,3,12.5,24.3,17.6
KING'S COLLEGE (THE),NY,6,2,4.4,6.3,4.8
CHARLESTON SCHOOL OF LAW,SC,7,3,1.8,0.7,1.8
DENMARK COLLEGE,IN,3,3,12.6,27,20.4
TAFT UNIVERSITY SYSTEM (THE),CO,8,3,2.3,3.3,5.1
CAROLINA SCHOOL OF BROADCASTING,NC,2,3,16.8,15.1,11.7
NEW AGE TRAINING,NY,3,3,11.1,16.5,19.7
ACADEMY DI CAPELLI,CT,3,3,9.6,9.5,6.5
PENSACOLA SCHOOL OF MASSAGE THERAPY & HEALTH CAREERS,FL,3,3,19.3,21.7,19.1
PALM BEACH ACADEMY OF HEALTH & BEAUTY,FL,3,3,25.3,16.6,11.5
UNIVERSITY OF MANAGEMENT AND TECHNOLOGY (THE),VA,8,3,3.3,7.4,1.6
WEST HILLS COLLEGE LEMOORE,CA,5,1,14,18.4,20.4
LOUISIANA CULINARY INSTITUTE,LA,5,3,4.9,7.2,10.8
LEBANESE AMERICAN UNIVERSITY,FC,8,6,0,4.2,4.8
NEVADA STATE COLLEGE,NV,8,1,4,9.1,8.5
INSTITUTE OF WORLD POLITICS (THE),DC,8,2,0,0,0
VALLEY COLLEGE OF MEDICAL CAREERS,CA,5,3,25.3,1.3,16.8
COACHELLA VALLEY BEAUTY COLLEGE,CA,3,3,24.3,23.8,21.2
MAYFIELD COLLEGE,CA,5,3,4.6,5.7,5.5
LIVERPOOL HOPE UNIVERSITY,FC,8,5,16.6,10,9
EDHEC BUSINESS SCHOOL,FC,8,6,3.5,3.5,0
TAYLOR COLLEGE,FL,5,3,4.7,6.2,2.3
DIGRIGOLI SCHOOL OF COSMETOLOGY,MA,3,3,25,20.5,27.4
DAYTON SCHOOL OF MEDICAL MASSAGE,OH,3,3,11.2,17.2,17
MILWAUKEE CAREER COLLEGE,WI,5,3,4.7,7.4,10.3
LARRY'S BARBER COLLEGE,IL,3,3,28.2,51.1,51.9
"MONROE 2 - ORLEANS BOCES, CENTER FOR WORKFORCE DEVELOPMENT",NY,3,1,14.2,10.5,14.4
CHAMPION BEAUTY COLLEGE,TX,3,3,7.1,10,4.9
NORTHCOAST MEDICAL TRAINING ACADEMY,OH,3,3,14.4,14.9,12.5
TRICOCI UNIVERSITY OF BEAUTY CULTURE,WI,3,3,14.1,11.1,10.5
AMERICAN BUSINESS & TECHNOLOGY UNIVERSITY,MO,6,3,12.5,14.2,10.9
NEW YORK FILM ACADEMY,CA,8,3,3.8,2.5,1.8
EASTERN WEST VIRGINIA COMMUNITY & TECHNICAL COLLEGE,WV,5,1,15.6,25.2,20.3
TECHMISSION,MO,6,2,13.8,8.4,7
AVEDA INSTITUTE - SOUTH FLORIDA,FL,3,3,19.6,19.3,12.2
HEALTH AND STYLE INSTITUTE,NC,4,3,16.2,13.9,17.9
PAUL MITCHELL THE SCHOOL MIAMI,FL,3,3,12.9,13.1,8.6
ARIZONA CULINARY INSTITUTE,AZ,3,3,22.8,14.2,20.5
MYCOMPUTERCAREER.COM /TECHSKILLS,IN,5,3,26.8,20.3,17.9
ELEVATE SALON INSTITUTE,MI,3,3,7.3,27.4,19.4
INSTITUTE OF TAOIST EDUCATION AND ACUPUNCTURE,CO,8,2,4.1,0,0
COLUMBIA SOUTHERN UNIVERSITY,AL,8,3,6.5,8.8,9.6
CRISWELL COLLEGE,TX,8,2,11.6,15.5,11.2
GRANTHAM UNIVERSITY,KS,8,3,13.8,16.7,19.7
LEXINGTON HEALING ARTS ACADEMY,KY,3,3,3.3,5,9.5
ELITE COLLEGE OF COSMETOLOGY,TN,3,3,27,21.6,35.2
MYCOMPUTERCAREER.COM /TECHSKILLS,OH,5,3,20.5,18.5,23.5
AMBRIA COLLEGE OF NURSING,IL,6,3,2.4,3,4.5
PAUL MITCHELL THE SCHOOL AUSTIN,TX,3,3,6.4,16.9,12.9
MANUEL & THERESA'S SCHOOL OF HAIR DESIGN,TX,3,3,10.8,12.5,10.5
CAREER SCHOOL OF NY,NY,3,2,4.8,23.2,24
PAUL MITCHELL THE SCHOOL CLEVELAND,OH,3,3,3.6,14.4,13
ACADEMY OF CAREER TRAINING,FL,3,3,8.4,14.1,9.7
"UNIVERSITY OF CALIFORNIA, MERCED",CA,8,1,2.8,2.9,2.9
VICTORIA'S ACADEMY OF COSMETOLOGY,WA,3,3,5.4,15.2,8.1
COLUMBIA COLLEGE,VA,5,3,8.8,8.9,7.6
CDE CAREER INSTITUTE,PA,3,3,5.6,6.3,7.4
MILLENNIUM TRAINING INSTITUTE,MA,3,3,5.2,5.4,16.3
MIAMI REGIONAL UNIVERSITY,FL,8,3,2.8,4.2,2.1
UNIVERSITY OF WORCESTER,FC,8,5,0,0,0
HERTIE SCHOOL,FC,8,6,0,0,0
BRANFORD ACADEMY OF HAIR & COSMETOLOGY,CT,3,3,14.7,12.5,12.5
CENTER FOR MASSAGE & NATURAL HEALTH,NC,2,3,6.5,14.2,8.6
MEDIATECH INSTITUTE,TX,5,3,27.5,35.5,16.9
FLORIDA SCHOOL OF MASSAGE,FL,2,3,21.6,14.6,12
LOUISIANA DELTA COMMUNITY COLLEGE,LA,5,1,18.2,29.4,29.6
INSTITUTE OF PRODUCTION AND RECORDING (THE),MN,6,3,10.9,15,19.4
SHEAR EXCELLENCE HAIR ACADEMY,FL,3,3,8,4.5,1.9
PACIFIC NORTHWEST UNIVERSITY OF HEALTH SCIENCES,WA,8,2,1,0.8,0
HEALING ARTS CENTER,MO,2,3,10.9,12.5,8.3
ACADEMY OF MASSAGE AND BODYWORK,DE,2,3,11.4,17.2,13.3
TRICOCI UNIVERSITY OF BEAUTY CULTURE,IN,3,3,11.6,8,10.9
TOTAL IMAGE BEAUTY ACADEMY,NJ,3,3,6.9,5.7,6.1
CORINTH ACADEMY OF COSMETOLOGY,MS,3,3,5.8,8,6.9
SOUTHWEST UNIVERSITY AT EL PASO,TX,6,3,3.4,4.5,6
ACADEMY OF ESTHETICS AND COSMETOLOGY,CA,3,3,6.6,3,3
DAVINES PROFESSIONAL ACADEMY OF BEAUTY AND BUSINESS,NE,4,3,11.7,16.3,27.1
HEALTHCARE CAREER COLLEGE,CA,5,3,10.8,4.1,16.9
Z HAIR ACADEMY,KS,3,3,13.1,9.3,15.9
